channel_exit_level,close_reason_code,duration_sec,entry_atr,entry_context_file,entry_px,exit_px,final_stop_price,initial_stop_price,inst_id,mae_abs,mae_pct,mae_r,mfe_abs,mfe_pct,mfe_r,peak_price,peak_unrealized_pnl,planned_risk_pct,pnl,pnl_pct,position_notional_usdt,qty,reason,risk_amount_usdt,risk_per_contract,side,system_name,time,trade_context_file,trade_id,trough_price,units
3.093e-05,локальный_защитный_выход_2.0n,478,1.272e-06,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_114422_FLOKI-USDT-SWAP_long.json,3.167e-05,3.166e-05,3.173907500000001e-05,2.9126e-05,FLOKI-USDT-SWAP,1.29e-06,4.073255,0.507075,1.47e-06,4.641617,0.57783,3.289e-05,10.846000000000005,1.0,-1.2760000000002039,-0.06313131313132321,2020.8650000000002,638.0,Локальный защитный выход 2.0N,359.21460897565464,0.2544,long,Turtle 20,2026-03-17 11:52:20,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_115220_FLOKI-USDT-SWAP_long_trade.json,20260317_114422_FLOKI-USDT-SWAP_long,3.164e-05,2
3.093e-05,локальный_защитный_выход_2.0n,199,1.272e-06,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_114028_FLOKI-USDT-SWAP_long.json,3.157e-05,3.165e-05,3.1696491849649994e-05,2.9025999999999996e-05,FLOKI-USDT-SWAP,1.19e-06,3.769401,0.467767,1.53e-06,4.846373,0.601415,3.258e-05,10.846000000000005,1.0,-2.9210000153403453,-0.14444728590514877,2018.17850000767,638.0,Локальный защитный выход 2.0N,358.71248574015584,0.2544,long,Turtle 20,2026-03-17 11:43:47,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_114347_FLOKI-USDT-SWAP_long_trade.json,20260317_114028_FLOKI-USDT-SWAP_long,3.157e-05,2
7.92e-06,stopout_cooldown,4,3.4999999999999664e-09,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_113727_SHIB-USDT-SWAP_long.json,7.95e-06,7.94e-06,7.943e-06,7.943e-06,SHIB-USDT-SWAP,8e-07,10.062893,114.285714,0.0,0.0,0.0,7.95e-06,0.0,1.0,-1.330999999999987,-0.12578616352201136,1058.145,133.1,ATR стоп 2.0N,358.6871303575072,0.0069999999999999325,long,Turtle 20,2026-03-17 11:37:32,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_113732_SHIB-USDT-SWAP_long_trade.json,20260317_113727_SHIB-USDT-SWAP_long,7.94e-06,1
0.168,локальный_защитный_выход_2.0n,895,0.00019499999999999796,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_112037_MET-USDT-SWAP_long.json,0.1689,0.1686,0.1689,0.16851,MET-USDT-SWAP,0.0021,1.243339,5.384615,0.0,0.0,0.0,0.1689,0.0,1.0,-1.7879999999999685,-0.1776198934280608,1006.644,596.0,Локальный защитный выход 2.0N,361.6982603592794,0.003899999999999959,long,Turtle 20,2026-03-17 11:35:32,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_113532_MET-USDT-SWAP_long_trade.json,20260317_112037_MET-USDT-SWAP_long,0.1686,1
7.9e-06,локальный_защитный_выход_2.0n,93,2.499999999999976e-09,,7.92e-06,7.93e-06,1.5840125e-05,7.915000000000001e-06,SHIB-USDT-SWAP,8e-07,10.10101,160.0,1e-08,0.126263,2.0,7.93e-06,0.4009999999999962,0.0,0.4009999999999962,0.12626262626262508,317.592,40.1,Локальный защитный выход 2.0N,0.0,0.0,long,Turtle 20,2026-03-17 11:34:07,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_113407_SHIB-USDT-SWAP_long_trade.json,20260317_113234_SHIB-USDT-SWAP_long,7.92e-06,2
2.819,локальный_защитный_выход_2.0n,314,0.002649999999999997,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_111540_NEO-USDT-SWAP_short.json,2.794,2.798,2.7914058333333336,2.7993,NEO-USDT-SWAP,0.025,0.894775,4.716981,0.013,0.465283,2.45283,2.798,2.547999999999881,1.0,-6.552000000000248,-0.21489971346705686,3049.774,1092.0,Локальный защитный выход 2.0N,361.33182407297653,0.005299999999999994,short,Turtle 20,2026-03-17 11:20:54,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_112054_NEO-USDT-SWAP_short_trade.json,20260317_111540_NEO-USDT-SWAP_short,2.79,3
0.0947,локальный_защитный_выход_2.0n,756,0.0001150000000000019,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_110808_ALGO-USDT-SWAP_long.json,0.0951,0.0951,0.0951,0.09487,ALGO-USDT-SWAP,0.0011,1.156677,4.782609,0.0003,0.315457,1.304348,0.0951,0.0,1.0,0.0,0.0,980.481,1031.0,Локальный защитный выход 2.0N,362.20774029859626,0.002300000000000038,long,Turtle 20,2026-03-17 11:20:45,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_112045_ALGO-USDT-SWAP_long_trade.json,20260317_110808_ALGO-USDT-SWAP_long,0.0949,1
0.082,канальный_выход_10_свечей,253,0.0012299999999999978,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_111049_2Z-USDT-SWAP_long.json,0.0824,0.082,0.07994000000000001,0.07994000000000001,2Z-USDT-SWAP,0.0017,2.063107,0.691057,0.0019,2.305825,0.772358,0.0829,13.823999999999916,1.0,-4.607999999999972,-0.4854368932038805,949.248,1152.0,Канальный выход 10 свечей,361.5599019082971,0.024599999999999955,long,Turtle 20,2026-03-17 11:15:03,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_111503_2Z-USDT-SWAP_long_trade.json,20260317_111049_2Z-USDT-SWAP_long,0.082,1
386.41,локальный_защитный_выход_2.0n,11,0.11349999999999624,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_111003_TSLA-USDT-SWAP_long.json,395.12816216216214,394.15,394.90116216216217,394.90116216216217,TSLA-USDT-SWAP,8.71816216,2.206414,38.406001,7.47183784,1.890991,32.915585,395.12816216216214,0.0,1.0,-1.8096000000000032,-0.2475556682190429,730.9870999999999,185.0,Локальный защитный выход 2.0N,361.70068009519935,0.002269999999999925,long,Turtle 20,2026-03-17 11:10:14,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_111014_TSLA-USDT-SWAP_long_trade.json,20260317_111003_TSLA-USDT-SWAP_long,394.15,1
393.54,локальный_защитный_выход_2.0n,17,0.11349999999999624,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\entry_context\20260317_110908_TSLA-USDT-SWAP_long.json,395.4425806451613,394.46,395.2155806451613,395.2155806451613,TSLA-USDT-SWAP,8.67258065,2.193133,38.205201,7.15741935,1.809977,31.530482,395.4425806451613,0.0,1.0,-1.5230000000000246,-0.2484761867470706,612.936,155.0,Локальный защитный выход 2.0N,361.96965100392845,0.002269999999999925,long,Turtle 20,2026-03-17 11:09:25,D:\GIT\okx-trading-bot\v08x\085\085_4\logs\trade_context\20260317_110925_TSLA-USDT-SWAP_long_trade.json,20260317_110907_TSLA-USDT-SWAP_long,394.46,1
