cooldown_blocked,cooldown_expired,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.1002,False,,,,False,,long,5m,2026-03-16 20:33:06
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.1002,False,,,,False,,short,5m,2026-03-16 20:33:06
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0848,False,,,,False,,long,5m,2026-03-16 20:33:06
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0848,False,,,,False,,short,5m,2026-03-16 20:33:06
False,,,reentry_check,True,ok,A-USDT-SWAP,,,0.0863,False,,,,False,,long,5m,2026-03-16 20:33:07
False,,,reentry_check,True,ok,A-USDT-SWAP,,,0.0863,False,,,,False,,short,5m,2026-03-16 20:33:07
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,118.88,False,,,,False,,long,5m,2026-03-16 20:33:07
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,118.88,False,,,,False,,short,5m,2026-03-16 20:33:07
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01444,False,,,,False,,long,5m,2026-03-16 20:33:08
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01444,False,,,,False,,short,5m,2026-03-16 20:33:08
False,,,reentry_check,True,ok,ALGO-USDT-SWAP,,,0.0959,False,,,,False,,long,5m,2026-03-16 20:33:08
False,,,reentry_check,True,ok,ALGO-USDT-SWAP,,,0.0959,False,,,,False,,short,5m,2026-03-16 20:33:08
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1103,False,,,,False,,long,5m,2026-03-16 20:33:09
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1103,False,,,,False,,short,5m,2026-03-16 20:33:09
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7202,False,,,,False,,long,5m,2026-03-16 20:33:09
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7202,False,,,,False,,short,5m,2026-03-16 20:33:09
False,,,reentry_check,True,ok,ATOM-USDT-SWAP,,,1.939,False,,,,False,,long,5m,2026-03-16 20:33:10
False,,,reentry_check,True,ok,ATOM-USDT-SWAP,,,1.939,False,,,,False,,short,5m,2026-03-16 20:33:10
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.934,False,,,,False,,long,5m,2026-03-16 20:33:10
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.934,False,,,,False,,short,5m,2026-03-16 20:33:10
False,,,reentry_check,True,ok,AVAX-USDT-SWAP,,,7.567,False,,,,False,,long,5m,2026-03-16 20:33:10
False,,,reentry_check,True,ok,AVAX-USDT-SWAP,,,7.567,False,,,,False,,short,5m,2026-03-16 20:33:10
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.2083,False,,,,False,,long,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.2083,False,,,,False,,short,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2382,False,,,,False,,long,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2382,False,,,,False,,short,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,477.3,False,,,,False,,long,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,477.3,False,,,,False,,short,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,BIO-USDT-SWAP,,,0.0302,False,,,,False,,long,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,BIO-USDT-SWAP,,,0.0302,False,,,,False,,short,5m,2026-03-16 20:33:11
False,,,reentry_check,True,ok,BNB-USDT-SWAP,,,721.6,False,,,,False,,long,5m,2026-03-16 20:33:12
False,,,reentry_check,True,ok,BNB-USDT-SWAP,,,721.6,False,,,,False,,short,5m,2026-03-16 20:33:12
,,,reentry_check,True,scan,BNB-USDT-SWAP,,,721.6,False,0.0,,,,,scan,5m,2026-03-16 20:33:12
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000481,False,,,,False,,long,5m,2026-03-16 20:33:13
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000481,False,,,,False,,short,5m,2026-03-16 20:33:13
False,,,reentry_check,True,ok,BRETT-USDT-SWAP,,,0.0081,False,,,,False,,long,5m,2026-03-16 20:33:13
False,,,reentry_check,True,ok,BRETT-USDT-SWAP,,,0.0081,False,,,,False,,short,5m,2026-03-16 20:33:13
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,73778.7,False,,,,False,,long,5m,2026-03-16 20:33:13
