atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.0049,0.612245,0.230769,1.220225,1.94,17.959184,0.612245,1.220225,1.94,1.852,minimal,1.9459791,breakout_quality,True,ATOM-USDT-SWAP,long,Turtle 55,5m,2026-03-16 20:36:24
0.0049,0.612245,0.230769,2.037481,1.94,17.959184,0.612245,2.037481,1.94,1.852,minimal,1.94998366,breakout_quality,True,ATOM-USDT-SWAP,long,Turtle 55,5m,2026-03-16 20:40:02
0.000135,2.222222,1.0,1.481481,0.2974,8.888889,0.740741,1.481481,0.2986,0.2974,minimal,0.2972,breakout_quality,True,TRX-USDT-SWAP,short,Turtle 55,5m,2026-03-16 20:40:46
327.21,0.469118,0.318267,0.070291,74033.0,2.703157,0.145778,-0.070291,74033.0,73148.5,minimal,74010.0,breakout_quality,True,BTC-USDT-SWAP,long,Turtle 20,5m,2026-03-16 20:40:50
0.0004725,0.952381,0.9,0.10582,0.1014,3.280423,0.10582,-0.10582,0.1014,0.09985,minimal,0.10135,breakout_quality,True,DOGE-USDT-SWAP,long,Turtle 20,5m,2026-03-16 20:40:54
0.0004725,0.952381,0.9,0.0,0.1014,3.280423,0.10582,0.0,0.1014,0.09985,minimal,0.1014,breakout_quality,True,DOGE-USDT-SWAP,long,Turtle 20,5m,2026-03-16 20:43:25
0.00062,17.419355,1.0,107.314802,0.4053,10.645161,7.419355,107.314802,0.4119,0.4053,minimal,0.33876482,breakout_quality,True,LQTY-USDT-SWAP,short,Turtle 55,5m,2026-03-16 21:00:39
0.000673,1.040119,0.744681,0.38633,0.13284,9.22734,0.534918,0.38633,0.13284,0.12663,minimal,0.1331,breakout_quality,True,OP-USDT-SWAP,long,Turtle 55,5m,2026-03-16 21:00:42
2.4e-05,0.666667,1.0,0.25,0.004325,7.5,0.208333,0.25,0.004325,0.004145,minimal,0.004331,breakout_quality,True,ZIL-USDT-SWAP,long,Turtle 20,5m,2026-03-16 21:10:16
0.0058,1.551724,1.0,0.685793,1.958,18.275862,0.862069,0.685793,1.958,1.852,minimal,1.9619776,breakout_quality,True,ATOM-USDT-SWAP,long,Turtle 55,5m,2026-03-16 21:11:11
