block_reason,breakout_id,channel_exit_level,close_reason_code,duration_sec,entry_atr,entry_context_file,entry_distance_atr,entry_px,exchange_stop_status,exit_px,final_stop_price,initial_stop_price,inst_id,mae_abs,mae_pct,mae_r,mfe_abs,mfe_pct,mfe_r,peak_price,peak_unrealized_pnl,planned_risk_pct,pnl,pnl_pct,position_health_state,position_notional_usdt,qty,reason,risk_amount_usdt,risk_per_contract,side,stop_confirmed,stop_state,system_name,time,trade_context_file,trade_id,trough_price,units
,,0.0706,rotation_block,239,0.0004349999999999993,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_073347_SAND-USDT-SWAP_long.json,0.22988505747127133,0.0743,active_confirmed,0.0743,0.0702,0.0702,SAND-USDT-SWAP,0.0038,5.114401,0.926829,0.0001,0.13459,0.02439,0.0743,0.0,1.0,0.0,0.0,HEALTHY,1888.7060000000001,2542.0,Ротация под новый сигнал IMX-USDT-SWAP,785.171908291513,0.008699999999999986,long,True,ACTIVE,Turtle 55,2026-03-30 07:37:47,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_073747_SAND-USDT-SWAP_long_trade.json,20260330_073347_SAND-USDT-SWAP_long,0.0743,1
,,0.1973,rotation_block,122,0.0009599999999999997,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_073357_BAND-USDT-SWAP_long.json,1.3541666666666625,0.2022,recovered,0.2021,0.1937,0.1937,BAND-USDT-SWAP,0.0079,3.907023,0.929412,0.0018,0.890208,0.211765,0.2022,0.0,1.0,-0.9383999999998967,-0.24727992087039807,HEALTHY,1897.4448,9384.0,Ротация под новый сигнал LRC-USDT-SWAP,783.7723217586041,0.0019199999999999994,long,True,ACTIVE,Turtle 20,2026-03-30 07:36:00,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_073600_BAND-USDT-SWAP_long_trade.json,20260330_073357_BAND-USDT-SWAP_long,0.2021,1
,,64969.4,rotation_block,124,456.68000000000063,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_073352_BTC-USDT-SWAP_long.json,0.14123675221161405,67448.6,recovered,67410.5,64787.700000000004,64787.700000000004,BTC-USDT-SWAP,2479.2,3.675688,0.931715,115.9,0.171835,0.043557,67448.6,0.0,1.0,-1.066800000000163,-0.28243729299055736,HEALTHY,1888.5608000000002,2.8,Ротация под новый сигнал HBAR-USDT-SWAP,785.1045957573659,9.133600000000014,long,True,ACTIVE,Turtle 55,2026-03-30 07:35:56,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_073556_BTC-USDT-SWAP_long_trade.json,20260330_073351_BTC-USDT-SWAP_long,67409.1,1
position_absent_on_exchange,,0.0698,синхронизация:_позиция_отсутствует_на_бирже,11105,0.0011099999999999999,,0.0,0.0764641780243698,position_absent_on_exchange,0.0756,0.0742441780243698,0.0742441780243698,CELO-USDT-SWAP,0.00686418,8.976985,3.091972,0.00193582,2.531672,0.871992,0.0764641780243698,0.0,0.0,-13.96166016171857,-5.650868463494002,STOP_UNVERIFIED,0.0,16156.0,Синхронизация: позиция отсутствует на бирже,0.0,0.0,long,False,ERROR,Turtle 20,2026-03-30 07:35:33,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_073533_CELO-USDT-SWAP_long_trade.json,20260330_073400_CELO-USDT-SWAP_long,0.0742,1
,,0.0712,rotation_block,11006,0.0011099999999999999,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_043027_CELO-USDT-SWAP_long.json,0.3389830508474526,0.0764641780243698,active_confirmed,0.0757,0.073574480159212,0.0694,CELO-USDT-SWAP,0.00686418,8.976985,0.971688,0.00193582,2.531672,0.274034,0.075884480159212,14.456699999900632,1.0,-50.68640000040023,-4.996967495853103,HEALTHY,4990.6673000001065,66328.0,Ротация под новый сигнал BAND-USDT-SWAP,785.6826386602913,0.001769999999999995,long,True,ACTIVE,Turtle 20,2026-03-30 07:33:53,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_073353_CELO-USDT-SWAP_long_trade.json,20260330_043027_CELO-USDT-SWAP_long,0.0746,2
,,0.1462,rotation_block,220,0.0009099999999999997,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_073008_THETA-USDT-SWAP_long.json,0.4395604395604523,0.1538,recovered,0.1537,0.1456,0.1456,THETA-USDT-SWAP,0.0076,4.941482,0.926829,0.0,0.0,0.0,0.1537,0.0,1.0,-1.2919999999998577,-0.32509752925874186,HEALTHY,1985.804,1292.0,Ротация под новый сигнал BTC-USDT-SWAP,786.3838608983641,0.018199999999999994,long,True,ACTIVE,Turtle 55,2026-03-30 07:33:48,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_073348_THETA-USDT-SWAP_long_trade.json,20260330_073008_THETA-USDT-SWAP_long,0.1537,1
,,0.0336,rotation_block,213,0.0002600000000000012,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_073010_YGG-USDT-SWAP_long.json,0.38461538461536715,0.0348,recovered,0.0348,0.033,0.033,YGG-USDT-SWAP,0.0016,4.597701,0.888889,0.0001,0.287356,0.055556,0.0348,0.0,1.0,0.0,0.0,HEALTHY,1973.1599999999999,56700.0,Ротация под новый сигнал SAND-USDT-SWAP,786.194989448343,0.0005200000000000024,long,True,ACTIVE,Turtle 20,2026-03-30 07:33:44,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_073344_YGG-USDT-SWAP_long_trade.json,20260330_073009_YGG-USDT-SWAP_long,0.0348,1
position_absent_on_exchange,,0.2752,синхронизация:_позиция_отсутствует_на_бирже,18132,0.008604999999999998,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_020200_ETHW-USDT-SWAP_short.json,0.7096774193548412,0.2101502418851476,position_absent_on_exchange,0.2416,0.18894,0.2809,ETHW-USDT-SWAP,0.06574976,31.287025,0.929328,0.03675024,17.487604,0.51944,0.2463,731.0296000000831,1.0,-173.1497882771314,-74.82684253116511,STOP_UNVERIFIED,4853.973780000047,55056.0,Синхронизация: позиция отсутствует на бирже,798.9047858782758,0.00062,short,False,ERROR,Turtle 55,2026-03-30 07:04:12,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_070412_ETHW-USDT-SWAP_short_trade.json,20260330_020200_ETHW-USDT-SWAP_short,0.1734,2
position_absent_on_exchange,,8.403,синхронизация:_позиция_отсутствует_на_бирже,9217,0.33880000000000016,,0.0,11.29320321637427,position_absent_on_exchange,10.471,10.7495,10.297,AVAX-USDT-SWAP,2.89020322,25.592413,2.901219,0.12779678,1.131626,0.128284,11.421,56.50719999999959,0.0,-506.1483000000004,-36.40256890012121,STOP_UNVERIFIED,4597.2607499999995,615.6,Синхронизация: позиция отсутствует на бирже,0.0,0.0,long,False,ERROR,Turtle 20,2026-03-30 06:27:09,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_062709_AVAX-USDT-SWAP_long_trade.json,20260330_035410_AVAX-USDT-SWAP_long,10.433,3
,,79.0,rotation_block,137,0.6970000000000006,D:\GIT\okx-trading-bot\v12x\v120\logs\entry_context\20260330_060024_SOL-USDT-SWAP_long.json,0.15781922525107508,83.28,recovered,83.28,78.65,78.65,SOL-USDT-SWAP,4.28,5.139289,0.924406,0.62,0.744476,0.133909,83.27,0.0,1.0,0.0,0.0,HEALTHY,2299.0847,27.61,Ротация под новый сигнал KSM-USDT-SWAP,782.84705556231,1.3940000000000012,long,True,ACTIVE,Turtle 55,2026-03-30 06:02:41,D:\GIT\okx-trading-bot\v12x\v120\logs\trade_context\20260330_060241_SOL-USDT-SWAP_long_trade.json,20260330_060023_SOL-USDT-SWAP_long,83.21,1
