early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,rotation_block,ATR_INITIAL,SAND-USDT-SWAP,0.0,0.0,long,Turtle 55,20260330_073347_SAND-USDT-SWAP_long,INITIAL_RISK,0.02439,1
False,rotation_block,ATR_INITIAL,BAND-USDT-SWAP,-0.058824,-0.27778,long,Turtle 20,20260330_073357_BAND-USDT-SWAP_long,INITIAL_RISK,0.211765,1
False,rotation_block,ATR_INITIAL,BTC-USDT-SWAP,-0.071593,-1.643662,long,Turtle 55,20260330_073351_BTC-USDT-SWAP_long,INITIAL_RISK,0.043557,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,CELO-USDT-SWAP,-1.946347,-2.23207,long,Turtle 20,20260330_073400_CELO-USDT-SWAP_long,TREND_ACTIVE,0.871992,1
False,rotation_block,DONCHIAN_ACTIVE,CELO-USDT-SWAP,-0.540883,-1.973781,long,Turtle 20,20260330_043027_CELO-USDT-SWAP_long,TREND_ACTIVE,0.274034,2
False,rotation_block,ATR_INITIAL,THETA-USDT-SWAP,0.0,0.0,long,Turtle 55,20260330_073008_THETA-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,rotation_block,ATR_INITIAL,YGG-USDT-SWAP,0.0,0.0,long,Turtle 20,20260330_073009_YGG-USDT-SWAP_long,INITIAL_RISK,0.055556,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ETHW-USDT-SWAP,-2.222606,-4.27885,short,Turtle 55,20260330_020200_ETHW-USDT-SWAP_short,TREND_ACTIVE,0.51944,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,AVAX-USDT-SWAP,-4.126688,-32.168376,long,Turtle 20,20260330_035410_AVAX-USDT-SWAP_long,TREND_ACTIVE,0.128284,3
False,rotation_block,ATR_INITIAL,SOL-USDT-SWAP,0.0,0.0,long,Turtle 55,20260330_060023_SOL-USDT-SWAP_long,INITIAL_RISK,0.133909,1
False,rotation_block,ATR_INITIAL,LDO-USDT-SWAP,-0.104712,-4.0,long,Turtle 55,20260330_060025_LDO-USDT-SWAP_long,INITIAL_RISK,0.026178,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ZBCN-USDT-SWAP,-0.704761,-1.459117,long,Turtle 20,20260330_033009_ZBCN-USDT-SWAP_long,TREND_ACTIVE,0.483005,2
True,rotation_block,ATR_INITIAL,IMX-USDT-SWAP,0.001971,0.004593,long,Turtle 20,20260330_050204_IMX-USDT-SWAP_long,INITIAL_RISK,0.429135,1
False,rotation_block,ATR_INITIAL,YGG-USDT-SWAP,-0.1062,-0.298981,long,Turtle 20,20260330_033008_YGG-USDT-SWAP_long,INITIAL_RISK,0.355206,1
False,rotation_block,ATR_INITIAL,KSM-USDT-SWAP,0.0,0.0,long,Turtle 55,20260330_033115_KSM-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,sync_confirmed_close_after_stop_fault:_pending_recheck,ATR_INITIAL,MAGIC-USDT-SWAP,-0.13167,-0.705952,long,Turtle 20,20260330_033124_MAGIC-USDT-SWAP_long,INITIAL_RISK,0.186514,1
False,rotation_block,ATR_INITIAL,ATOM-USDT-SWAP,0.0,0.0,long,Turtle 20,20260330_033129_ATOM-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,rotation_block,ATR_INITIAL,MET-USDT-SWAP,0.0,0.0,short,Turtle 55,20260330_023016_MET-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,AXS-USDT-SWAP,-1.119187,-6.924291,short,Turtle 55,20260330_020155_AXS-USDT-SWAP_short,INITIAL_RISK,0.161632,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LIT-USDT-SWAP,-1.330052,-5.367853,short,Turtle 55,20260330_020146_LIT-USDT-SWAP_short,TREND_ACTIVE,0.247781,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ICP-USDT-SWAP,-1.487799,-4.143502,short,Turtle 55,20260330_020144_ICP-USDT-SWAP_short,TREND_ACTIVE,0.359068,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,COMP-USDT-SWAP,-1.327005,-3.779155,short,Turtle 55,20260330_020141_COMP-USDT-SWAP_short,TREND_ACTIVE,0.351138,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,FLOKI-USDT-SWAP,-2.030568,-4.345794,short,Turtle 55,20260330_020138_FLOKI-USDT-SWAP_short,TREND_ACTIVE,0.467249,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LINK-USDT-SWAP,-2.722924,-3.577109,short,Turtle 55,20260330_020134_LINK-USDT-SWAP_short,TREND_ACTIVE,0.761208,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ATOM-USDT-SWAP,-2.051353,-5.781961,short,Turtle 55,20260330_020132_ATOM-USDT-SWAP_short,TREND_ACTIVE,0.354785,3
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,INJ-USDT-SWAP,-1.679554,-3.5028,short,Turtle 55,20260330_020130_INJ-USDT-SWAP_short,TREND_ACTIVE,0.479489,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,-1.7,-2.236842,short,Turtle 55,20260330_020126_DOGE-USDT-SWAP_short,TREND_ACTIVE,0.76,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,DOT-USDT-SWAP,-2.732418,-4.014259,short,Turtle 55,20260330_020124_DOT-USDT-SWAP_short,TREND_ACTIVE,0.680678,2
