avg_px,close_pending,exchange_stop_status,inst_id,last_px,position_health_state,qty,side,stop_price,stop_state,sync_status,trade_id
0.0037204999307576,False,active_confirmed,ZIL-USDT-SWAP,0.003773,HEALTHY,28884.0,long,0.0037216000000000003,ACTIVE,SYNC_OK,20260330_033006_ZIL-USDT-SWAP_long
0.0544793082524272,False,active_confirmed,MINA-USDT-SWAP,0.05488,HEALTHY,193640.0,long,0.05414,ACTIVE,SYNC_OK,20260330_033113_MINA-USDT-SWAP_long
0.4706749909812411,False,active_confirmed,ETHFI-USDT-SWAP,0.4742,HEALTHY,22176.0,long,0.46803,ACTIVE,SYNC_OK,20260330_033117_ETHFI-USDT-SWAP_long
0.087925,False,active_confirmed,1INCH-USDT-SWAP,0.0887,HEALTHY,117420.0,long,0.08771999999999999,ACTIVE,SYNC_OK,20260330_033119_1INCH-USDT-SWAP_long
5.9125000012e-06,False,active,SHIB-USDT-SWAP,5.99e-06,HEALTHY,1736.0,long,5.946e-06,ACTIVE,SYNC_OK,20260330_033122_SHIB-USDT-SWAP_long
0.1048499766528927,False,active_confirmed,OP-USDT-SWAP,0.10751,HEALTHY,96800.0,long,0.105444,ACTIVE,SYNC_OK,20260330_033127_OP-USDT-SWAP_long
0.00663,False,place_error,GMT-USDT-SWAP,0.00663,STOP_UNVERIFIED,22627.0,short,0.006908,MISSING,SYNC_OK,20260330_041326_GMT-USDT-SWAP_short
2.8585000000000003,False,active_confirmed,INJ-USDT-SWAP,2.893,HEALTHY,34884.0,long,2.8631,ACTIVE,SYNC_OK,20260330_043023_INJ-USDT-SWAP_long
4.4590000000000005,False,active_confirmed,AUCTION-USDT-SWAP,4.464,HEALTHY,16560.3,long,4.4278,ACTIVE,SYNC_OK,20260330_043318_AUCTION-USDT-SWAP_long
0.0912604326396498,False,active_confirmed,ARB-USDT-SWAP,0.0919,HEALTHY,10225.6,long,0.09061999999999999,ACTIVE,SYNC_OK,20260330_050155_ARB-USDT-SWAP_long
18.2075,False,active_confirmed,COMP-USDT-SWAP,18.27,HEALTHY,5110.4,long,18.126,ACTIVE,SYNC_OK,20260330_050159_COMP-USDT-SWAP_long
616.1662857142857,False,active_confirmed,BNB-USDT-SWAP,616.9,HEALTHY,350.0,long,611.69,ACTIVE,SYNC_OK,20260330_060240_BNB-USDT-SWAP_long
4.202569025522042,False,active_confirmed,KSM-USDT-SWAP,4.217,HEALTHY,15516.0,long,4.1539,ACTIVE,SYNC_OK,20260330_060244_KSM-USDT-SWAP_long
0.09,False,active_confirmed,HBAR-USDT-SWAP,0.0898,HEALTHY,211.5,long,0.0862,ACTIVE,SYNC_OK,20260330_073558_HBAR-USDT-SWAP_long
0.02182,False,active_confirmed,LRC-USDT-SWAP,0.02169,HEALTHY,4000.0,long,0.02103,ACTIVE,SYNC_OK,20260330_073602_LRC-USDT-SWAP_long
0.1464,False,active_confirmed,IMX-USDT-SWAP,0.1469,HEALTHY,13050.0,long,0.139,ACTIVE,SYNC_OK,20260330_073750_IMX-USDT-SWAP_long
