action,active_mode,atr,atr_stop,attached_payload,attempt,bridge_mode,cancelled_algo_id,candle_ts,confirmations,cooldown,current_exchange_stop,current_price,desired_mode,event,exchange_stop_algo_id,exchange_stop_price,exchange_stop_qty,exchange_stop_status,failures,force_rest,inst_id,missing_count,moved,new_mode,new_stop,old_exchange_stop,old_mode,old_stop,old_strategy_stop,operation,position_qty,qty,reason,recovery,requested_stop,response,response_code,retry_due_ts,side,status,strategy_price,strategy_stop_price,target_mode,target_stop,threshold,trade_id,ts,turtle_stop
,,0.0007279999999999967,,"{'trigger_px': 0.17212, 'trigger_type': 'mark', 'current_price': 0.16393, 'use_custom_algo_id': False}",,,,,,,,,,STOP_INIT_ATTACHED_REQUESTED,,0.0,,attach_pending,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,entry_bootstrap_stop,,0.17212,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:44:11,
,,0.004504999999999981,,"{'trigger_px': 1.375, 'trigger_type': 'mark', 'current_price': 1.3167, 'use_custom_algo_id': False}",,,,,,,,,,STOP_INIT_ATTACHED_REQUESTED,,0.0,,attach_pending,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,entry_bootstrap_stop,,1.375,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:44:13,
,,0.0007279999999999967,,,1,,,,,,,0.16392,BOOTSTRAP,STOP_RECOVERY_START,,0.0,,attach_pending,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,manage_cycle_reconcile,,,,,,short,,,0.17212,BOOTSTRAP,0.17212,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:44:16,
,,0.0007279999999999967,,,,,,,,,,0.16392,BOOTSTRAP,STOP_RECOVERY_OK,3432989206044303360,0.17212,,recovered,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,manage_cycle_reconcile,,,,,,short,,,0.17212,BOOTSTRAP,0.17212,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:44:17,
,,0.0007279999999999967,,,,,,1774810800000,,,,0.16393,,STOP_STRATEGY_RECALC,3432989206044303360,0.17212,,recovered,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,0.16392,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:44:17,
,BOOTSTRAP,0.0007279999999999967,,,,,,,,,,0.16392,BOOTSTRAP,STOP_STRATEGY_NO_CHANGE,3432989206044303360,0.17212,,recovered,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,closed_candle,,0.17212,,,,short,,,0.17212,BOOTSTRAP,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:44:17,
,,0.004504999999999981,,,1,,,,,,,1.3171,BOOTSTRAP,STOP_RECOVERY_START,,0.0,,attach_pending,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,manage_cycle_reconcile,,,,,,short,,,1.375,BOOTSTRAP,1.375,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:44:17,
,,0.004504999999999981,,,,,,,,,,1.3171,BOOTSTRAP,STOP_RECOVERY_OK,3432989261979541504,1.375,,recovered,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,manage_cycle_reconcile,,,,,,short,,,1.375,BOOTSTRAP,1.375,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:44:18,
,,0.004504999999999981,,,,,,1774810800000,,,,1.3167,,STOP_STRATEGY_RECALC,3432989261979541504,1.375,,recovered,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,1.3171,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:44:18,
,BOOTSTRAP,0.004504999999999981,,,,,,,,,,1.3171,BOOTSTRAP,STOP_STRATEGY_NO_CHANGE,3432989261979541504,1.375,,recovered,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,closed_candle,,1.375,,,,short,,,1.375,BOOTSTRAP,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:44:18,
,,0.0007279999999999967,,,,,,,,,,0.16391,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,recovered,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:45:05,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:45:06,
,,0.0007279999999999967,,,,,,,1,,,0.16391,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:45:06,
,,0.004504999999999981,,,,,,,,,,1.3173,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,recovered,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:45:06,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:45:07,
,,0.004504999999999981,,,,,,,1,,,1.3173,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:45:07,
,,0.0007279999999999967,,,,,,,,,,0.16402,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:47:06,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:47:07,
,,0.0007279999999999967,,,,,,,2,,,0.16402,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:47:07,
,,0.0007279999999999967,,,1,,,,,,,0.16392,ATR,STOP_RECOVERY_START,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,manage_cycle_reconcile,,,,,,short,,,0.17212,ATR,0.17212,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:47:07,
,,0.0007279999999999967,,,,,,,,,,0.16392,ATR,STOP_RECOVERY_OK,3432989206044303360,0.17212,,recovered,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,manage_cycle_reconcile,,,,,,short,,,0.17212,ATR,0.17212,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:47:08,
,,0.004504999999999981,,,,,,,,,,1.318,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:47:09,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:47:10,
,,0.004504999999999981,,,,,,,2,,,1.318,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:47:10,
,,0.004504999999999981,,,1,,,,,,,1.3171,ATR,STOP_RECOVERY_START,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,manage_cycle_reconcile,,,,,,short,,,1.375,ATR,1.375,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:47:10,
,,0.004504999999999981,,,,,,,,,,1.3171,ATR,STOP_RECOVERY_OK,3432989261979541504,1.375,,recovered,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,manage_cycle_reconcile,,,,,,short,,,1.375,ATR,1.375,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:47:11,
,,0.0007279999999999967,,,,,,,,,,0.16409,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,recovered,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:49:13,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:49:14,
,,0.0007279999999999967,,,,,,,3,,,0.16409,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:49:14,
,,0.004504999999999981,,,,,,,,,,1.3178,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,recovered,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:49:14,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:49:15,
,,0.004504999999999981,,,,,,,3,,,1.3178,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:49:15,
,,0.0007279999999999967,,,,,,,,,,0.16409,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:51:26,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:51:27,
,,0.0007279999999999967,,,,,,,4,,,0.16409,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:51:27,
,,0.004504999999999981,,,,,,,,,,1.317,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:51:27,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:51:28,
,,0.004504999999999981,,,,,,,4,,,1.317,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:51:28,
,,0.0007279999999999967,,,,,,,,,,0.16409,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:53:05,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:53:06,
,,0.0007279999999999967,,,,,,,5,,,0.16409,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:53:06,
,,0.004504999999999981,,,,,,,,,,1.3165,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:53:06,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:53:07,
,,0.004504999999999981,,,,,,,5,,,1.3165,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:53:07,
,,0.0007279999999999967,,,,,,,,,,0.16409,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:55:11,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:55:12,
,,0.0007279999999999967,,,,,,,6,,,0.16409,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:55:12,
,,0.004504999999999981,,,,,,,,,,1.3166,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:55:12,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:55:13,
,,0.004504999999999981,,,,,,,6,,,1.3166,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:55:13,
,,0.0007279999999999967,,,,,,,,,,0.16409,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:57:16,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:57:17,
,,0.0007279999999999967,,,,,,,7,,,0.16409,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:57:17,
,,0.004504999999999981,,,,,,,,,,1.317,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:57:18,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:57:19,
,,0.004504999999999981,,,,,,,7,,,1.317,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:57:19,
,,0.0007279999999999967,,,,,,,,,,0.16409,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:59:17,
,,0.0007279999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:59:17,
,,0.0007279999999999967,,,,,,,8,,,0.16409,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 22:59:17,
,,0.004504999999999981,,,,,,,,,,1.317,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:59:18,
,,0.004504999999999981,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:59:18,
,,0.004504999999999981,,,,,,,8,,,1.317,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 22:59:18,
,,0.0007154999999999967,,,,,,1774812600000,,,,0.16409,,STOP_STRATEGY_RECALC,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,0.16409,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:00:08,
,ATR,0.0007154999999999967,,,,,,,,,,0.16409,ATR,STOP_STRATEGY_NO_CHANGE,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,closed_candle,,0.17212,,,,short,,,0.17212,ATR,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:00:08,
,,0.004534999999999978,,,,,,1774812600000,,,,1.3172,,STOP_STRATEGY_RECALC,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,1.317,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:00:09,
,ATR,0.004534999999999978,,,,,,,,,,1.317,ATR,STOP_STRATEGY_NO_CHANGE,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,closed_candle,,1.375,,,,short,,,1.375,ATR,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:00:09,
,,0.0007154999999999967,,,,,,,,,,0.16409,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:01:23,
,,0.0007154999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:01:25,
,,0.0007154999999999967,,,,,,,9,,,0.16409,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:01:25,
,,0.004534999999999978,,,,,,,,,,1.3172,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:01:25,
,,0.004534999999999978,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:01:26,
,,0.004534999999999978,,,,,,,9,,,1.3172,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:01:26,
,,0.0007154999999999967,,,,,,,,,,0.16436,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:03:04,
,,0.0007154999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:03:05,
,,0.0007154999999999967,,,,,,,10,,,0.16436,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:03:05,
,,0.004534999999999978,,,,,,,,,,1.3194,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:03:05,
,,0.004534999999999978,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:03:06,
,,0.004534999999999978,,,,,,,10,,,1.3194,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:03:06,
,,0.0007154999999999967,,,,,,,,,,0.16441,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:05:06,
,,0.0007154999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:05:07,
,,0.0007154999999999967,,,,,,,11,,,0.16441,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:05:07,
,,0.004534999999999978,,,,,,,,,,1.3197,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:05:07,
,,0.004534999999999978,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:05:08,
,,0.004534999999999978,,,,,,,11,,,1.3197,,STOP_HEALTH_CONFIRMED,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:05:08,
,,0.0007154999999999967,,,,,,,,,,0.16441,,STOP_HEALTH_CHECK,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:07:17,
,,0.0007154999999999967,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989206044303360,0.17212,,active_confirmed,,True,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,0.17212,,,,short,active_confirmed,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:07:17,
,,0.0007154999999999967,,,,,,,12,,,0.16441,,STOP_HEALTH_CONFIRMED,3432989206044303360,0.17212,,active_confirmed,,,XLM-USDT-SWAP,,,,,,,,,,,172.28,,,,,,,short,,,0.17212,,,,20260329_224411_XLM-USDT-SWAP_short,2026-03-29 23:07:17,
,,0.004534999999999978,,,,,,,,,,1.3199,,STOP_HEALTH_CHECK,3432989261979541504,1.375,,active_confirmed,,,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,,,,,short,,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:07:18,
,,0.004534999999999978,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3432989261979541504,1.375,,active_confirmed,,True,XRP-USDT-SWAP,,,,,,,,,,,21.29,,,1.375,,,,short,active_confirmed,,1.375,,,,20260329_224413_XRP-USDT-SWAP_short,2026-03-29 23:07:18,
