cooldown_blocked,event,final_decision_allow_true_false,final_reason,inst_id,price,recent_stopout_present,recent_trade_penalty,recovery_blocked,side,timeframe,ts
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0994,False,,False,long,5m,2026-03-16 14:43:31
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0994,False,,False,short,5m,2026-03-16 14:43:31
False,reentry_check,True,ok,2Z-USDT-SWAP,0.0864,False,,False,long,5m,2026-03-16 14:43:31
False,reentry_check,True,ok,2Z-USDT-SWAP,0.0864,False,,False,short,5m,2026-03-16 14:43:31
False,reentry_check,True,ok,A-USDT-SWAP,0.0828,False,,False,long,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,A-USDT-SWAP,0.0828,False,,False,short,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,AAVE-USDT-SWAP,118.57,False,,False,long,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,AAVE-USDT-SWAP,118.57,False,,False,short,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,ACT-USDT-SWAP,0.01445,False,,False,long,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,ACT-USDT-SWAP,0.01445,False,,False,short,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,ADA-USDT-SWAP,0.1994,False,,False,long,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,ADA-USDT-SWAP,0.1994,False,,False,short,5m,2026-03-16 14:43:32
False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05889,False,,False,long,5m,2026-03-16 14:43:33
False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05889,False,,False,short,5m,2026-03-16 14:43:33
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0941,False,,False,long,5m,2026-03-16 14:43:33
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0941,False,,False,short,5m,2026-03-16 14:43:33
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1083,False,,False,long,5m,2026-03-16 14:43:33
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1083,False,,False,short,5m,2026-03-16 14:43:33
,reentry_check,True,scan,ARB-USDT-SWAP,0.1083,False,0.0,,scan,5m,2026-03-16 14:43:34
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.7265,False,,False,long,5m,2026-03-16 14:43:34
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.7265,False,,False,short,5m,2026-03-16 14:43:34
False,reentry_check,True,ok,ATOM-USDT-SWAP,1.895,False,,False,long,5m,2026-03-16 14:43:35
False,reentry_check,True,ok,ATOM-USDT-SWAP,1.895,False,,False,short,5m,2026-03-16 14:43:35
False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.944,False,,False,long,5m,2026-03-16 14:43:35
False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.944,False,,False,short,5m,2026-03-16 14:43:35
False,reentry_check,True,ok,AVAX-USDT-SWAP,7.168,False,,False,long,5m,2026-03-16 14:43:36
