early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,DOT-USDT-SWAP,-0.468594,-0.499834,long,Turtle 55,20260321_194150_DOT-USDT-SWAP_long,TREND_ACTIVE,0.9375,2
False,stopout_cooldown,ATR_INITIAL,BCH-USDT-SWAP,0.0,0.0,short,Turtle 55,20260321_192018_BCH-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,OP-USDT-SWAP,-0.734186,-1.038138,long,Turtle 55,20260321_183510_OP-USDT-SWAP_long,TREND_ACTIVE,0.707214,3
False,stopout_cooldown,DONCHIAN_ACTIVE,LDO-USDT-SWAP,-1.057773,-1.889312,long,Turtle 55,20260321_190131_LDO-USDT-SWAP_long,TREND_ACTIVE,0.559872,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,ARB-USDT-SWAP,0.0,0.0,long,Turtle 55,20260321_190135_ARB-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,stopout_cooldown,DONCHIAN_ACTIVE,INJ-USDT-SWAP,-0.581227,-0.427617,long,Turtle 55,20260321_183021_INJ-USDT-SWAP_long,TREND_HOLD,1.359223,2
False,stopout_cooldown,DONCHIAN_ACTIVE,THETA-USDT-SWAP,-1.29717,-1.375987,long,Turtle 20,20260321_183730_THETA-USDT-SWAP_long,TREND_ACTIVE,0.94272,2
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,-1.712755,-0.166493,long,Turtle 20,20260321_183523_THETA-USDT-SWAP_long,TREND_HOLD,10.287248,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,ETC-USDT-SWAP,0.030506,1.0,long,Turtle 20,20260321_183518_ETC-USDT-SWAP_long,INITIAL_RISK,0.030506,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,LQTY-USDT-SWAP,0.0,0.0,long,Turtle 55,20260321_183024_LQTY-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,ARB-USDT-SWAP,0.0,0.0,long,Turtle 55,20260321_183018_ARB-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,stopout_cooldown,DONCHIAN_ACTIVE,YFI-USDT-SWAP,-1.186976,-1.965879,short,Turtle 55,20260321_180436_YFI-USDT-SWAP_short,TREND_ACTIVE,0.603789,1
False,stopout_cooldown,DONCHIAN_ACTIVE,1INCH-USDT-SWAP,-1.005821,-0.118413,short,Turtle 20,20260321_175533_1INCH-USDT-SWAP_short,TREND_HOLD,8.494176,1
False,stopout_cooldown,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,-0.682199,-0.91402,long,Turtle 20,20260321_171031_LQTY-USDT-SWAP_long,TREND_ACTIVE,0.746372,1
False,stopout_cooldown,DONCHIAN_ACTIVE,SUI-USDT-SWAP,-1.303015,-1.322458,long,Turtle 55,20260321_173852_SUI-USDT-SWAP_long,TREND_ACTIVE,0.985298,2
True,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,0.652687,0.031117,long,Turtle 20,20260321_173901_THETA-USDT-SWAP_long,TREND_HOLD,20.975263,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,-3.040707,-0.155615,long,Turtle 20,20260321_173729_THETA-USDT-SWAP_long,TREND_HOLD,19.539935,1
