early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,0.199468,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,DOT-USDT-SWAP,0.199468,-0.09970089730809428,-0.468594,long,Turtle 55,20260321_194150_DOT-USDT-SWAP_long,-0.499834,0.9375,0.9375,20,2
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,BCH-USDT-SWAP,0.0,-0.23635582294800664,0.0,short,Turtle 55,20260321_192018_BCH-USDT-SWAP_short,0.0,0.0,0.0,20,1
False,0.404531,-1.949644,канальный_выход_20_свечей,DONCHIAN_ACTIVE,OP-USDT-SWAP,0.404531,-0.4199588603334979,-0.734186,long,Turtle 55,20260321_183510_OP-USDT-SWAP_long,-1.038138,0.707214,0.707214,20,3
False,0.126981,0.0,stopout_cooldown,DONCHIAN_ACTIVE,LDO-USDT-SWAP,0.126981,-0.23990678256961911,-1.057773,long,Turtle 55,20260321_190131_LDO-USDT-SWAP_long,-1.889312,0.559872,0.559872,20,1
False,0.0,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,ARB-USDT-SWAP,0.0,0.0,0.0,long,Turtle 55,20260321_190135_ARB-USDT-SWAP_long,0.0,0.0,0.0,20,1
False,0.446713,-0.923077,stopout_cooldown,DONCHIAN_ACTIVE,INJ-USDT-SWAP,0.446713,-0.1910219675262728,-0.581227,long,Turtle 55,20260321_183021_INJ-USDT-SWAP_long,-0.427617,1.359223,1.359223,20,2
False,0.303958,0.0,stopout_cooldown,DONCHIAN_ACTIVE,THETA-USDT-SWAP,0.303958,-0.41824214831400464,-1.29717,long,Turtle 20,20260321_183730_THETA-USDT-SWAP_long,-1.375987,0.94272,0.94272,10,2
False,3.313763,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,3.313763,-0.5517175333918083,-1.712755,long,Turtle 20,20260321_183523_THETA-USDT-SWAP_long,-0.166493,10.287248,10.287248,10,1
False,0.0,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,ETC-USDT-SWAP,0.01446,0.014459887918230491,0.030506,long,Turtle 20,20260321_183518_ETC-USDT-SWAP_long,0.999992,0.030506,0.030506,10,1
False,0.0,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,LQTY-USDT-SWAP,0.0,0.03205531174279484,0.0,long,Turtle 55,20260321_183024_LQTY-USDT-SWAP_long,0.0,0.0,0.0,20,1
