details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-21 09:47:27
"{""ts"": ""2026-03-21 09:47:27"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 112, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 112, ""trade_ready_count"": 1, ""scanner_total"": 112, ""scanner_scanned"": 4, ""scanner_ready"": 4, ""scanner_pending"": 108, ""scanner_failed"": 0, ""scanner_allowed"": 1, ""scanner_blocked"": 3, ""scanner_dead"": 1, ""scanner_saw"": 0, ""scanner_ripping"": 2, ""scanner_status_text"": ""SCANNING"", ""scanner_safe"": 1, ""scanner_caution"": 0, ""scanner_risky"": 3, ""scanner_blacklist"": 3, ""scanner_exec_watch"": 2, ""scanner_admitted"": 1, ""signal_funnel"": {""cycle_id"": 1, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-21 09:47:27
,filter_diagnostics,,unknown,2026-03-21 10:02:27
"{""ts"": ""2026-03-21 10:02:27"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 112, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 3, ""available_after_bans_count"": 112, ""trade_ready_count"": 27, ""scanner_total"": 112, ""scanner_scanned"": 112, ""scanner_ready"": 112, ""scanner_pending"": 0, ""scanner_failed"": 5, ""scanner_allowed"": 30, ""scanner_blocked"": 77, ""scanner_dead"": 20, ""scanner_saw"": 1, ""scanner_ripping"": 56, ""scanner_status_text"": ""READY"", ""scanner_safe"": 30, ""scanner_caution"": 0, ""scanner_risky"": 77, ""scanner_blacklist"": 76, ""scanner_exec_watch"": 56, ""scanner_admitted"": 30, ""signal_funnel"": {""cycle_id"": 36, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-21 10:02:27
,filter_diagnostics,,unknown,2026-03-21 11:42:58
"{""ts"": ""2026-03-21 11:42:58"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 112, ""blacklist_count"": 2, ""blocked_count"": 2, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 2, ""execution_watchlist_count"": 0, ""open_positions_count"": 1, ""available_after_bans_count"": 110, ""trade_ready_count"": 27, ""scanner_total"": 112, ""scanner_scanned"": 112, ""scanner_ready"": 112, ""scanner_pending"": 0, ""scanner_failed"": 5, ""scanner_allowed"": 30, ""scanner_blocked"": 77, ""scanner_dead"": 19, ""scanner_saw"": 1, ""scanner_ripping"": 57, ""scanner_status_text"": ""READY"", ""scanner_safe"": 30, ""scanner_caution"": 0, ""scanner_risky"": 77, ""scanner_blacklist"": 76, ""scanner_exec_watch"": 57, ""scanner_admitted"": 30, ""signal_funnel"": {""cycle_id"": 61, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-21 11:42:58
,filter_diagnostics,,unknown,2026-03-21 11:57:59
"{""ts"": ""2026-03-21 11:57:59"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 112, ""blacklist_count"": 5, ""blocked_count"": 5, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 2, ""hard_blocked_unique_count"": 7, ""execution_watchlist_count"": 0, ""open_positions_count"": 1, ""available_after_bans_count"": 105, ""trade_ready_count"": 25, ""scanner_total"": 112, ""scanner_scanned"": 112, ""scanner_ready"": 112, ""scanner_pending"": 0, ""scanner_failed"": 3, ""scanner_allowed"": 32, ""scanner_blocked"": 77, ""scanner_dead"": 20, ""scanner_saw"": 1, ""scanner_ripping"": 56, ""scanner_status_text"": ""READY"", ""scanner_safe"": 32, ""scanner_caution"": 0, ""scanner_risky"": 77, ""scanner_blacklist"": 76, ""scanner_exec_watch"": 56, ""scanner_admitted"": 32, ""signal_funnel"": {""cycle_id"": 94, ""instruments_scanned"": 27, ""prefilter_skipped"": 85, ""warmup_rejected"": 1, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 26, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-21 11:57:59
,filter_diagnostics,,unknown,2026-03-21 12:13:08
"{""ts"": ""2026-03-21 12:13:08"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 112, ""blacklist_count"": 5, ""blocked_count"": 5, ""temp_blocked_count"": 1, ""illiquid_count"": 0, ""stopout_cooldown_count"": 2, ""hard_blocked_unique_count"": 8, ""execution_watchlist_count"": 0, ""open_positions_count"": 4, ""available_after_bans_count"": 104, ""trade_ready_count"": 21, ""scanner_total"": 112, ""scanner_scanned"": 112, ""scanner_ready"": 112, ""scanner_pending"": 0, ""scanner_failed"": 3, ""scanner_allowed"": 32, ""scanner_blocked"": 77, ""scanner_dead"": 20, ""scanner_saw"": 1, ""scanner_ripping"": 56, ""scanner_status_text"": ""READY"", ""scanner_safe"": 32, ""scanner_caution"": 0, ""scanner_risky"": 77, ""scanner_blacklist"": 76, ""scanner_exec_watch"": 56, ""scanner_admitted"": 32, ""signal_funnel"": {""cycle_id"": 137, ""instruments_scanned"": 23, ""prefilter_skipped"": 89, ""warmup_rejected"": 1, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 22, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-21 12:13:08
