early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,YGG-USDT-SWAP,-0.911447,-1.577897,long,Turtle 20,20260319_170016_YGG-USDT-SWAP_long,TREND_ACTIVE,0.577634,3
False,stopout_cooldown,ATR_INITIAL,THETA-USDT-SWAP,-0.324628,-0.912276,short,Turtle 20,20260319_161036_THETA-USDT-SWAP_short,INITIAL_RISK,0.355844,1
False,stopout_cooldown,ATR_INITIAL,ETH-USDT-SWAP,0.037422,0.15803,long,Turtle 55,20260319_171523_ETH-USDT-SWAP_long,INITIAL_RISK,0.236803,1
False,stopout_cooldown,DONCHIAN_ACTIVE,AXS-USDT-SWAP,-0.931611,-0.320182,long,Turtle 20,20260319_171950_AXS-USDT-SWAP_long,TREND_HOLD,2.909628,3
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,ALGO-USDT-SWAP,-1.177338,-1.823721,long,Turtle 20,20260319_164633_ALGO-USDT-SWAP_long,TREND_ACTIVE,0.645569,3
False,stopout_cooldown,ATR_INITIAL,LINK-USDT-SWAP,-1.150251,-3.333336,short,Turtle 55,20260319_161537_LINK-USDT-SWAP_short,INITIAL_RISK,0.345075,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,AXS-USDT-SWAP,-1.97927,-1.225117,long,Turtle 20,20260319_171527_AXS-USDT-SWAP_long,TREND_HOLD,1.615576,4
False,stopout_cooldown,ATR_INITIAL,AXS-USDT-SWAP,-0.740887,-7.54721,short,Turtle 55,20260319_155525_AXS-USDT-SWAP_short,INITIAL_RISK,0.098167,1
False,stopout_cooldown,ATR_INITIAL,LDO-USDT-SWAP,-0.031792,-0.09263,short,Turtle 55,20260319_161837_LDO-USDT-SWAP_short,INITIAL_RISK,0.343216,1
False,stopout_cooldown,ATR_INITIAL,XLM-USDT-SWAP,-1.466237,-27.739694,long,Turtle 20,20260319_162529_XLM-USDT-SWAP_long,INITIAL_RISK,0.052857,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.62042,0.281184,short,Turtle 20,20260319_151252_IOTA-USDT-SWAP_short,TREND_HOLD,2.206456,4
False,stopout_cooldown,DONCHIAN_ACTIVE,CRV-USDT-SWAP,-0.912617,-2.388912,short,Turtle 20,20260319_150550_CRV-USDT-SWAP_short,TREND_ACTIVE,0.382022,2
False,stopout_cooldown,ATR_INITIAL,AXS-USDT-SWAP,-1.182796,-7.105502,short,Turtle 55,20260319_150942_AXS-USDT-SWAP_short,INITIAL_RISK,0.166462,1
False,stopout_cooldown,DONCHIAN_ACTIVE,GMT-USDT-SWAP,-5.419932,-0.039473,short,Turtle 20,20260319_150651_GMT-USDT-SWAP_short,TREND_HOLD,137.307327,1
False,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.0,0.0,short,Turtle 20,20260319_151032_IOTA-USDT-SWAP_short,TREND_ACTIVE,0.0,3
False,stopout_cooldown,DONCHIAN_ACTIVE,AXS-USDT-SWAP,-1.409721,-0.73361,short,Turtle 55,20260319_150816_AXS-USDT-SWAP_short,TREND_HOLD,1.921622,1
False,stopout_cooldown,ATR_INITIAL,AXS-USDT-SWAP,0.0,0.0,short,Turtle 55,20260319_150647_AXS-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,DONCHIAN_ACTIVE,GMT-USDT-SWAP,-1.789872,-0.013123,short,Turtle 20,20260319_150555_GMT-USDT-SWAP_short,TREND_HOLD,136.392003,1
