block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1647s; цена отошла только на 1.05 ATR,True,GMT-USDT-SWAP,ATR стоп 2.0N,0.0,0.01093,True,short,2026-03-19 15:15:39
cooldown после ATR-стопа ещё активен 1610s; цена отошла только на 1.05 ATR,True,GMT-USDT-SWAP,ATR стоп 2.0N,0.0,0.01093,True,short,2026-03-19 15:16:16
cooldown после ATR-стопа ещё активен 1566s; цена отошла только на 1.05 ATR,True,GMT-USDT-SWAP,ATR стоп 2.0N,0.0,0.01093,True,short,2026-03-19 15:17:01
cooldown после ATR-стопа ещё активен 1534s; цена отошла только на 1.05 ATR,True,GMT-USDT-SWAP,ATR стоп 2.0N,0.0,0.01093,True,short,2026-03-19 15:17:33
cooldown после ATR-стопа ещё активен 1497s; цена отошла только на 1.05 ATR,True,GMT-USDT-SWAP,ATR стоп 2.0N,0.0,0.01093,True,short,2026-03-19 15:18:10
cooldown после ATR-стопа ещё активен 1457s; цена отошла только на 1.05 ATR,True,GMT-USDT-SWAP,ATR стоп 2.0N,0.0,0.01093,True,short,2026-03-19 15:18:49
cooldown после ATR-стопа ещё активен 1421s; цена отошла только на 1.05 ATR,True,GMT-USDT-SWAP,ATR стоп 2.0N,0.0,0.01093,True,short,2026-03-19 15:19:26
cooldown после ATR-стопа ещё активен 1781s; цена отошла только на 0.10 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16573,True,long,2026-03-19 16:31:06
cooldown после ATR-стопа ещё активен 1709s; цена отошла только на 0.10 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16573,True,long,2026-03-19 16:32:18
cooldown после ATR-стопа ещё активен 1664s; цена отошла только на 0.10 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16573,True,long,2026-03-19 16:33:02
cooldown после ATR-стопа ещё активен 1616s; цена отошла только на 0.10 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16573,True,long,2026-03-19 16:33:50
cooldown после ATR-стопа ещё активен 1559s; цена отошла только на 0.10 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16573,True,long,2026-03-19 16:34:47
cooldown после ATR-стопа ещё активен 1512s; цена отошла только на 0.01 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16591,True,long,2026-03-19 16:35:35
cooldown после ATR-стопа ещё активен 1444s; цена отошла только на 0.01 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16591,True,long,2026-03-19 16:36:42
cooldown после ATR-стопа ещё активен 1393s; цена отошла только на 0.01 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16591,True,long,2026-03-19 16:37:34
cooldown после ATR-стопа ещё активен 1345s; цена отошла только на 0.01 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16591,True,long,2026-03-19 16:38:22
cooldown после ATR-стопа ещё активен 1300s; цена отошла только на 0.01 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16591,True,long,2026-03-19 16:39:06
cooldown после ATR-стопа ещё активен 1256s; цена отошла только на 0.01 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16591,True,long,2026-03-19 16:39:51
cooldown после ATR-стопа ещё активен 1214s; цена отошла только на 0.19 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16555,True,long,2026-03-19 16:40:32
cooldown после ATR-стопа ещё активен 1161s; цена отошла только на 0.19 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16555,True,long,2026-03-19 16:41:26
cooldown после ATR-стопа ещё активен 1107s; цена отошла только на 0.19 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16555,True,long,2026-03-19 16:42:19
cooldown после ATR-стопа ещё активен 1048s; цена отошла только на 0.19 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16555,True,long,2026-03-19 16:43:19
cooldown после ATR-стопа ещё активен 988s; цена отошла только на 0.19 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.16555,True,long,2026-03-19 16:44:18
cooldown после ATR-стопа ещё активен 1772s; цена отошла только на 0.00 ATR,True,LDO-USDT-SWAP,ATR стоп 2.0N,0.0,0.2978,True,short,2026-03-19 16:45:23
cooldown после ATR-стопа ещё активен 920s; цена отошла только на 0.60 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.1672,True,long,2026-03-19 16:45:26
cooldown после ATR-стопа ещё активен 1707s; цена отошла только на 0.00 ATR,True,LDO-USDT-SWAP,ATR стоп 2.0N,0.0,0.2978,True,short,2026-03-19 16:46:28
cooldown после ATR-стопа ещё активен 855s; цена отошла только на 0.60 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.1672,True,long,2026-03-19 16:46:32
cooldown после ATR-стопа ещё активен 1654s; цена отошла только на 0.00 ATR,True,LDO-USDT-SWAP,ATR стоп 2.0N,0.0,0.2978,True,short,2026-03-19 16:47:21
cooldown после ATR-стопа ещё активен 802s; цена отошла только на 0.60 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.1672,True,long,2026-03-19 16:47:24
cooldown после ATR-стопа ещё активен 1604s; цена отошла только на 0.00 ATR,True,LDO-USDT-SWAP,ATR стоп 2.0N,0.0,0.2978,True,short,2026-03-19 16:48:11
cooldown после ATR-стопа ещё активен 752s; цена отошла только на 0.60 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.1672,True,long,2026-03-19 16:48:14
cooldown после ATR-стопа ещё активен 1554s; цена отошла только на 0.00 ATR,True,LDO-USDT-SWAP,ATR стоп 2.0N,0.0,0.2978,True,short,2026-03-19 16:49:01
cooldown после ATR-стопа ещё активен 702s; цена отошла только на 0.60 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.1672,True,long,2026-03-19 16:49:04
cooldown после ATR-стопа ещё активен 1503s; цена отошла только на 0.00 ATR,True,LDO-USDT-SWAP,ATR стоп 2.0N,0.0,0.2978,True,short,2026-03-19 16:49:52
cooldown после ATR-стопа ещё активен 651s; цена отошла только на 0.60 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.1672,True,long,2026-03-19 16:49:55
