early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,1.171697,-13.295621,канальный_выход_10_свечей,DONCHIAN_ACTIVE,YGG-USDT-SWAP,1.171697,-1.8488174370077775,-0.911447,long,Turtle 20,20260319_170016_YGG-USDT-SWAP_long,-1.577897,0.577634,0.577634,10,3
False,1.402584,-2.42349,stopout_cooldown,ATR_INITIAL,THETA-USDT-SWAP,1.402584,-1.2795456056159922,-0.324628,short,Turtle 20,20260319_161036_THETA-USDT-SWAP_short,-0.912277,0.355844,0.355844,10,1
False,0.421676,0.907387,stopout_cooldown,ATR_INITIAL,ETH-USDT-SWAP,0.50082,0.07914356125663849,0.037422,long,Turtle 55,20260319_171523_ETH-USDT-SWAP_long,0.158028,0.236803,0.236803,20,1
False,8.996909,-1.4695,stopout_cooldown,DONCHIAN_ACTIVE,AXS-USDT-SWAP,8.996909,-2.8806508565499658,-0.931611,long,Turtle 20,20260319_171950_AXS-USDT-SWAP_long,-0.320182,2.909628,2.909628,10,3
False,0.655629,-11.343083,канальный_выход_10_свечей,DONCHIAN_ACTIVE,ALGO-USDT-SWAP,0.655629,-1.195684092736423,-1.177338,long,Turtle 20,20260319_164633_ALGO-USDT-SWAP_long,-1.823721,0.645569,0.645569,10,3
False,0.539568,0.0,stopout_cooldown,ATR_INITIAL,LINK-USDT-SWAP,0.539568,-1.7985611510791182,-1.150251,short,Turtle 55,20260319_161537_LINK-USDT-SWAP_short,-3.333335,0.345075,0.345075,20,1
False,4.812042,-2.169196,канальный_выход_10_свечей,DONCHIAN_ACTIVE,AXS-USDT-SWAP,4.812042,-5.895312898405579,-1.97927,long,Turtle 20,20260319_171527_AXS-USDT-SWAP_long,-1.225117,1.615576,1.615576,10,4
False,0.441443,-11.268424,stopout_cooldown,ATR_INITIAL,AXS-USDT-SWAP,0.441443,-3.3316636085431055,-0.740887,short,Turtle 55,20260319_155525_AXS-USDT-SWAP_short,-7.547211,0.098167,0.098167,20,1
False,0.409006,0.0,stopout_cooldown,ATR_INITIAL,LDO-USDT-SWAP,0.409006,-0.03788677675139614,-0.031792,short,Turtle 55,20260319_161837_LDO-USDT-SWAP_short,-0.092631,0.343216,0.343216,20,1
False,0.116274,0.0,stopout_cooldown,ATR_INITIAL,XLM-USDT-SWAP,0.116274,-3.225406179746515,-1.466237,long,Turtle 20,20260319_162529_XLM-USDT-SWAP_long,-27.739703,0.052857,0.052857,10,1
False,0.150516,0.069476,канальный_выход_10_свечей,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.209394,0.05887819415117135,0.62042,short,Turtle 20,20260319_151252_IOTA-USDT-SWAP_short,0.281184,2.206456,2.206456,10,4
False,0.718209,-4.263158,stopout_cooldown,DONCHIAN_ACTIVE,CRV-USDT-SWAP,0.718209,-1.7157381910611793,-0.912617,short,Turtle 20,20260319_150550_CRV-USDT-SWAP_short,-2.388912,0.382022,0.382022,10,2
False,0.236033,-9.053763,stopout_cooldown,ATR_INITIAL,AXS-USDT-SWAP,0.236033,-1.6771321438708544,-1.182796,short,Turtle 55,20260319_150942_AXS-USDT-SWAP_short,-7.105499,0.166462,0.166462,20,1
False,13.881689,0.0,stopout_cooldown,DONCHIAN_ACTIVE,GMT-USDT-SWAP,13.881689,-0.5479532684101662,-5.419932,short,Turtle 20,20260319_150651_GMT-USDT-SWAP_short,-0.039473,137.307327,137.307327,10,1
False,0.0,0.0,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.0,-0.15615730738562833,0.0,short,Turtle 20,20260319_151032_IOTA-USDT-SWAP_short,0.0,0.0,0.0,10,3
False,2.639835,0.0,stopout_cooldown,DONCHIAN_ACTIVE,AXS-USDT-SWAP,2.639835,-1.9366094415915087,-1.409721,short,Turtle 55,20260319_150816_AXS-USDT-SWAP_short,-0.73361,1.921622,1.921622,20,1
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,AXS-USDT-SWAP,0.0,-2.0089186721858083,0.0,short,Turtle 55,20260319_150647_AXS-USDT-SWAP_short,0.0,0.0,0.0,20,1
False,13.801922,0.0,stopout_cooldown,DONCHIAN_ACTIVE,GMT-USDT-SWAP,13.801922,-0.18111687410810975,-1.789872,short,Turtle 20,20260319_150555_GMT-USDT-SWAP_short,-0.013123,136.392003,136.392003,10,1
