action,active_mode,atr,attempt,cancelled_algo_id,current_price,event,exchange_stop_algo_id,exchange_stop_price,exchange_stop_status,fill_price,inst_id,new_mode,new_stop,old_exchange_stop,old_mode,old_stop,old_strategy_stop,operation,qty,reason,requested_stop,response,response_code,side,slippage_abs,strategy_stop_price,threshold,trade_id,trigger_price,ts
,,0.5749999999999943,1,,,STOP_PLACED,3403033442383122432,456.65,active,,BCH-USDT-SWAP,,,,,,,,65.44,initial_turtle_stop,456.65,,0,short,,456.65,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 14:45:00
,,0.49999999999999717,,3403033442383122432,,STOP_CANCELLED,3403033442383122432,456.6,active,,BCH-USDT-SWAP,,,,,,,,65.44,replace:atr_update,,,,short,,456.5,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 14:55:11
,,0.49999999999999717,1,,,STOP_PLACED,3403054021182050304,456.5,active,,BCH-USDT-SWAP,,,,,,,,65.44,atr_update,456.5,,0,short,,456.5,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 14:55:13
,,0.49999999999999717,,,455.8,STOP_MOVED,3403054021182050304,456.5,active,,BCH-USDT-SWAP,,456.5,456.6,,,456.65,,65.44,atr_update,,,,short,,456.5,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 14:55:13
,,0.4899999999999977,,3403054021182050304,,STOP_CANCELLED,3403054021182050304,456.5,active,,BCH-USDT-SWAP,,,,,,,,65.44,replace:atr_update,,,,short,,456.18,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:00:16
,,0.4899999999999977,1,,,STOP_PLACED,3403064270014205952,456.18,active,,BCH-USDT-SWAP,,,,,,,,65.44,atr_update,456.18,,0,short,,456.18,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:00:18
,,0.4899999999999977,,,455.2,STOP_MOVED,3403064270014205952,456.18,active,,BCH-USDT-SWAP,,456.18,456.5,,,456.5,,65.44,atr_update,,,,short,,456.18,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:00:18
,,0.4899999999999977,,,455.35,STOP_MOVE_SKIPPED,3403064270014205952,456.18,active,,BCH-USDT-SWAP,,,456.18,,,,,130.88,below_move_threshold,456.18,,,short,,456.18,0.09123600000000001,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:00:19
,,0.4549999999999983,,3403064270014205952,,STOP_CANCELLED,3403064270014205952,456.1,active,,BCH-USDT-SWAP,,,,,,,,130.88,replace:atr_update,,,,short,,455.90999999999997,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:05:10
,,0.4549999999999983,1,,,STOP_PLACED,3403074171859980288,455.90999999999997,active,,BCH-USDT-SWAP,,,,,,,,130.88,atr_update,455.90999999999997,,0,short,,455.90999999999997,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:05:14
,,0.4549999999999983,,,455.0,STOP_MOVED,3403074171859980288,455.90999999999997,active,,BCH-USDT-SWAP,,455.90999999999997,456.1,,,456.18,,130.88,atr_update,,,,short,,455.90999999999997,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:05:14
,,0.4549999999999983,,,455.23333333333335,STOP_MOVE_SKIPPED,3403074171859980288,455.90999999999997,active,,BCH-USDT-SWAP,,,455.90999999999997,,,,,196.32,below_move_threshold,455.90999999999997,,,short,,455.90999999999997,0.091182,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:05:14
,,0.008375000000000011,1,,,STOP_PLACED,3403075363377860608,1.2037253224809399,active,,AXS-USDT-SWAP,,,,,,,,24265.0,initial_turtle_stop,1.2037253224809399,,0,short,,1.2037253224809399,,20260319_150546_AXS-USDT-SWAP_short,,2026-03-19 15:05:49
,,0.002225000000000002,1,,,STOP_PLACED,3403075513701715968,0.24115,active,,CRV-USDT-SWAP,,,,,,,,12012.0,initial_turtle_stop,0.24115,,0,short,,0.24115,,20260319_150550_CRV-USDT-SWAP_short,,2026-03-19 15:05:53
,,5.500000000000036e-06,,,,STOP_ERROR,,0.0,place_pending,,GMT-USDT-SWAP,,,,,,,place_stop,257667.0,initial_turtle_stop,0.0108813120306443,"{'code': '1', 'data': [{'algoClOrdId': '', 'algoId': '', 'clOrdId': '', 'sCode': '51278', 'sMsg': 'SL trigger price cannot be lower than the last price ', 'tag': ''}], 'msg': ''}",,short,,0.0108813120306443,,20260319_150555_GMT-USDT-SWAP_short,,2026-03-19 15:05:59
,,0.4549999999999983,,3403074171859980288,,STOP_CANCELLED,3403074171859980288,455.90999999999997,active,,BCH-USDT-SWAP,,,,,,,,196.32,switch_to_turtle,,,,short,,455.90999999999997,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:06:00
,,0.4549999999999983,1,,,STOP_PLACED,3403075941017407488,455.90999999999997,active,,BCH-USDT-SWAP,,,,,,,,196.32,switch_to_turtle,455.90999999999997,,0,short,,455.90999999999997,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:06:06
,,0.4549999999999983,,,,STOP_MODE_SWITCHED,3403075941017407488,455.9,active,,BCH-USDT-SWAP,TURTLE,455.90999999999997,,ATR,455.90999999999997,,,196.32,manage_open_positions,,,,short,,455.90999999999997,,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:06:09
,,0.4549999999999983,,,455.175,STOP_MOVE_SKIPPED,3403075941017407488,455.9,active,,BCH-USDT-SWAP,,,455.9,,,,,261.76,below_move_threshold,455.90999999999997,,,short,,455.90999999999997,0.091182,20260319_144457_BCH-USDT-SWAP_short,,2026-03-19 15:06:10
place_missing_stop,,5.500000000000036e-06,,,0.01089,STOP_MISSING,,0.0,place_error,,GMT-USDT-SWAP,,,,,,,,257667.0,manage_open_positions,,,,short,,0.0108813120306443,,20260319_150555_GMT-USDT-SWAP_short,,2026-03-19 15:06:14
,,5.500000000000036e-06,,,0.01089,STOP_REJECTED,,0.0,rejected_market_crossed,,GMT-USDT-SWAP,,,,,,,place_stop,257667.0,market_already_crossed_stop,0.0108813120306443,,,short,,0.0108813120306443,,20260319_150555_GMT-USDT-SWAP_short,,2026-03-19 15:06:17
,,5.500000000000036e-06,,,0.01089,LOCAL_PROTECTIVE_EXIT,,0.0,local_protective_exit_pending,,GMT-USDT-SWAP,,,,,,,,257667.0,market_already_crossed_stop,0.0108813120306443,"{'code': 'LOCAL', 'msg': 'market_already_crossed_stop'}",,short,,0.0108813120306443,,20260319_150555_GMT-USDT-SWAP_short,,2026-03-19 15:06:17
,ATR,5.500000000000036e-06,,,,STOP_TRIGGERED,,0.0,local_protective_exit_pending,0.01089,GMT-USDT-SWAP,,,,,,,,257667.0,,,,,short,-8.687969355700154e-06,0.0108813120306443,,20260319_150555_GMT-USDT-SWAP_short,0.0108813120306443,2026-03-19 15:06:17
,,0.008375000000000011,1,,,STOP_PLACED,3403077406406561792,1.199097598327067,active,,AXS-USDT-SWAP,,,,,,,,23671.0,initial_turtle_stop,1.199097598327067,,0,short,,1.199097598327067,,20260319_150647_AXS-USDT-SWAP_short,,2026-03-19 15:06:50
,,5.500000000000036e-06,1,,,STOP_PLACED,3403077552905211904,0.010891380598892901,active,,GMT-USDT-SWAP,,,,,,,,254336.0,initial_turtle_stop,0.010891380598892901,,0,short,,0.010891380598892901,,20260319_150651_GMT-USDT-SWAP_short,,2026-03-19 15:06:54
replace_after_missing_algo,,0.008375000000000011,,,1.2061,STOP_MISSING,3403077406406561792,1.199097598327067,active,,AXS-USDT-SWAP,,,,,,,,23671.0,manage_open_positions,,,,short,,1.199097598327067,,20260319_150647_AXS-USDT-SWAP_short,,2026-03-19 15:07:41
,,0.008375000000000011,,,1.2061,STOP_REJECTED,,0.0,rejected_market_crossed,,AXS-USDT-SWAP,,,,,,,place_stop,23671.0,market_already_crossed_stop,1.199097598327067,,,short,,1.199097598327067,,20260319_150647_AXS-USDT-SWAP_short,,2026-03-19 15:07:44
,,0.008375000000000011,,,1.2061,LOCAL_PROTECTIVE_EXIT,,0.0,local_protective_exit_pending,,AXS-USDT-SWAP,,,,,,,,23671.0,market_already_crossed_stop,1.199097598327067,"{'code': 'LOCAL', 'msg': 'market_already_crossed_stop'}",,short,,1.199097598327067,,20260319_150647_AXS-USDT-SWAP_short,,2026-03-19 15:07:44
,ATR,0.008375000000000011,,,,STOP_TRIGGERED,,0.0,local_protective_exit_pending,1.2061,AXS-USDT-SWAP,,,,,,,,23671.0,,,,,short,-0.0070024016729328675,1.199097598327067,,20260319_150647_AXS-USDT-SWAP_short,1.199097598327067,2026-03-19 15:07:44
