block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1143s; цена отошла только на 0.00 ATR,True,ENA-USDT-SWAP,ATR стоп 2.0N,0.0,0.0974,True,short,2026-03-22 20:20:25
cooldown после ATR-стопа ещё активен 1712s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:41:36
cooldown после ATR-стопа ещё активен 1690s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:41:58
cooldown после ATR-стопа ещё активен 1669s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:42:19
cooldown после ATR-стопа ещё активен 1651s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:42:37
cooldown после ATR-стопа ещё активен 1642s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:42:46
cooldown после ATR-стопа ещё активен 1621s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:43:07
cooldown после ATR-стопа ещё активен 1599s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:43:29
cooldown после ATR-стопа ещё активен 1582s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:43:46
cooldown после ATR-стопа ещё активен 1573s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:43:55
cooldown после ATR-стопа ещё активен 1552s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:44:16
cooldown после ATR-стопа ещё активен 1530s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:44:38
cooldown после ATR-стопа ещё активен 1513s; цена отошла только на 0.47 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.676,True,short,2026-03-22 20:44:55
cooldown после ATR-стопа ещё активен 1173s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:50:34
cooldown после ATR-стопа ещё активен 1149s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:50:59
cooldown после ATR-стопа ещё активен 1126s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:51:22
cooldown после ATR-стопа ещё активен 1103s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:51:45
cooldown после ATR-стопа ещё активен 1078s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:52:10
cooldown после ATR-стопа ещё активен 1055s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:52:32
cooldown после ATR-стопа ещё активен 1031s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:52:57
cooldown после ATR-стопа ещё активен 1005s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:53:23
cooldown после ATR-стопа ещё активен 982s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:53:46
cooldown после ATR-стопа ещё активен 957s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:54:11
cooldown после ATR-стопа ещё активен 930s; цена отошла только на 0.93 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.674,True,short,2026-03-22 20:54:38
cooldown после ATR-стопа ещё активен 905s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:55:03
cooldown после ATR-стопа ещё активен 882s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:55:26
cooldown после ATR-стопа ещё активен 858s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:55:50
cooldown после ATR-стопа ещё активен 835s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:56:12
cooldown после ATR-стопа ещё активен 811s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:56:37
cooldown после ATR-стопа ещё активен 787s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:57:01
cooldown после ATR-стопа ещё активен 764s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:57:24
cooldown после ATR-стопа ещё активен 739s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:57:48
cooldown после ATR-стопа ещё активен 716s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:58:12
cooldown после ATR-стопа ещё активен 694s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:58:34
cooldown после ATR-стопа ещё активен 667s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:59:01
cooldown после ATR-стопа ещё активен 641s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:59:27
cooldown после ATR-стопа ещё активен 621s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:59:47
cooldown после ATR-стопа ещё активен 610s; цена отошла только на 0.00 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.678,True,short,2026-03-22 20:59:58
cooldown после ATR-стопа ещё активен 587s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:00:21
cooldown после ATR-стопа ещё активен 561s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:00:47
cooldown после ATR-стопа ещё активен 535s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:01:13
cooldown после ATR-стопа ещё активен 513s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:01:35
cooldown после ATR-стопа ещё активен 488s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:02:00
cooldown после ATR-стопа ещё активен 462s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:02:25
cooldown после ATR-стопа ещё активен 439s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:02:48
cooldown после ATR-стопа ещё активен 415s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:03:13
cooldown после ATR-стопа ещё активен 390s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:03:38
cooldown после ATR-стопа ещё активен 367s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:04:01
cooldown после ATR-стопа ещё активен 342s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:04:26
cooldown после ATR-стопа ещё активен 317s; цена отошла только на 0.23 ATR,True,AUCTION-USDT-SWAP,ATR стоп 2.0N,0.0,4.679,True,short,2026-03-22 21:04:51
cooldown после ATR-стопа ещё активен 1784s; цена отошла только на 0.00 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.08,True,short,2026-03-22 21:11:55
cooldown после ATR-стопа ещё активен 1628s; цена отошла только на 0.00 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.08,True,short,2026-03-22 21:14:32
cooldown после ATR-стопа ещё активен 1493s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.1,True,short,2026-03-22 21:16:46
cooldown после ATR-стопа ещё активен 1366s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.1,True,short,2026-03-22 21:18:53
cooldown после ATR-стопа ещё активен 1274s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.1,True,short,2026-03-22 21:20:26
cooldown после ATR-стопа ещё активен 1185s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.1,True,short,2026-03-22 21:21:54
cooldown после ATR-стопа ещё активен 1029s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.1,True,short,2026-03-22 21:24:31
cooldown после ATR-стопа ещё активен 947s; цена отошла только на 0.22 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.07,True,short,2026-03-22 21:25:53
cooldown после ATR-стопа ещё активен 823s; цена отошла только на 0.22 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.07,True,short,2026-03-22 21:27:56
cooldown после ATR-стопа ещё активен 745s; цена отошла только на 0.22 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.07,True,short,2026-03-22 21:29:15
cooldown после ATR-стопа ещё активен 668s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:30:31
cooldown после ATR-стопа ещё активен 551s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:32:29
cooldown после ATR-стопа ещё активен 526s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:32:53
cooldown после ATR-стопа ещё активен 515s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:33:05
cooldown после ATR-стопа ещё активен 501s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:33:19
cooldown после ATR-стопа ещё активен 490s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:33:29
cooldown после ATR-стопа ещё активен 476s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:33:44
cooldown после ATR-стопа ещё активен 452s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:34:08
cooldown после ATR-стопа ещё активен 440s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:34:19
cooldown после ATR-стопа ещё активен 426s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:34:33
cooldown после ATR-стопа ещё активен 414s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:34:45
cooldown после ATR-стопа ещё активен 400s; цена отошла только на 0.44 ATR,True,LTC-USDT-SWAP,ATR стоп 2.0N,0.0,54.06,True,short,2026-03-22 21:34:59
