avg_px,exchange_stop_status,hybrid_stop_mode,inst_id,last_px,qty,side,stop_price,sync_status,system_name,trade_id,turtle_exit_period
0.1152022082331738,active,DONCHIAN_ACTIVE,OP-USDT-SWAP,0.1144,99840.0,short,0.1155,SYNC_OK,Turtle 20,20260322_202509_OP-USDT-SWAP_short,10
0.9154368116912095,active,DONCHIAN_ACTIVE,SUI-USDT-SWAP,0.9154368116912095,8964.0,short,0.9171199999999999,SYNC_OK,Turtle 55,20260322_210531_SUI-USDT-SWAP_short,20
1.2800382623615663,active,DONCHIAN_ACTIVE,NEAR-USDT-SWAP,1.2800382623615663,641.1,short,1.28079,SYNC_OK,Turtle 20,20260322_210537_NEAR-USDT-SWAP_short,10
4.321598825210351,active,ATR_INITIAL,KSM-USDT-SWAP,4.321,6299.0,short,4.3287988252103515,SYNC_OK,Turtle 55,20260322_213558_KSM-USDT-SWAP_short,20
0.868,active,ATR_INITIAL,FIL-USDT-SWAP,0.867,31052.0,short,0.8719,SYNC_OK,Turtle 55,20260322_213601_FIL-USDT-SWAP_short,20
0.1568432447674419,active,ATR_INITIAL,XLM-USDT-SWAP,0.15698,172.0,short,0.15724324476744192,SYNC_OK,Turtle 55,20260322_213604_XLM-USDT-SWAP_short,20
0.0578044332331474,active,ATR_INITIAL,IOTA-USDT-SWAP,0.05777,4658.0,short,0.058044,SYNC_OK,Turtle 55,20260322_213607_IOTA-USDT-SWAP_short,20
0.5543001029230136,active,ATR_INITIAL,ETHFI-USDT-SWAP,0.5557,4858.0,short,0.5562401029230136,SYNC_OK,Turtle 55,20260322_213610_ETHFI-USDT-SWAP_short,20
2.371,active,ATR_INITIAL,ICP-USDT-SWAP,2.369,105709.2,short,2.3786,SYNC_OK,Turtle 55,20260322_213614_ICP-USDT-SWAP_short,20
53.82,active,ATR_INITIAL,LTC-USDT-SWAP,53.83,46.5,short,53.904,SYNC_OK,Turtle 55,20260322_213617_LTC-USDT-SWAP_short,20
86.685,active,DONCHIAN_ACTIVE,SOL-USDT-SWAP,86.8,57.78,short,87.137,SYNC_OK,Turtle 20,20260322_213619_SOL-USDT-SWAP_short,10
465.25,active,DONCHIAN_ACTIVE,BCH-USDT-SWAP,465.7,103.84,short,467.04999999999995,SYNC_OK,Turtle 20,20260322_213626_BCH-USDT-SWAP_short,10
106.5,active,ATR_INITIAL,AAVE-USDT-SWAP,106.5,220.5,short,106.795,SYNC_OK,Turtle 55,20260322_214305_AAVE-USDT-SWAP_short,20
0.2526,active,ATR_INITIAL,ADA-USDT-SWAP,0.2526,92.9,short,0.25401999999999997,SYNC_OK,Turtle 55,20260322_214307_ADA-USDT-SWAP_short,20
