available_after_bans,cache_errors,cache_fetch_count,closed_trades,connectivity_components_down,connectivity_state,event,loop_duration_sec,open_positions,signals_blocked,signals_found,symbols_scanned,ts
112,0,0,0,"['ws_public', 'ws_private']",DEGRADED,SYSTEM_HEALTH,0.0,0,0,0,112,2026-03-23 19:38:17
112,5,220,0,[],CONNECTED,SYSTEM_HEALTH,163.94892978668213,0,0,0,112,2026-03-23 19:41:13
112,7,556,0,[],CONNECTED,SYSTEM_HEALTH,146.74999976158142,0,0,0,112,2026-03-23 19:43:45
112,9,886,0,[],CONNECTED,SYSTEM_HEALTH,163.3635585308075,0,0,0,112,2026-03-23 19:46:33
112,13,1206,0,[],CONNECTED,SYSTEM_HEALTH,148.22971439361572,0,0,0,112,2026-03-23 19:49:06
112,15,1527,0,[],CONNECTED,SYSTEM_HEALTH,189.91773748397827,0,0,0,112,2026-03-23 19:52:21
112,15,1837,0,[],CONNECTED,SYSTEM_HEALTH,140.6587336063385,0,0,0,112,2026-03-23 19:54:47
112,17,2156,0,[],CONNECTED,SYSTEM_HEALTH,156.79944944381714,0,0,0,112,2026-03-23 19:57:28
112,21,2480,0,[],CONNECTED,SYSTEM_HEALTH,155.60051321983337,0,0,0,112,2026-03-23 20:00:09
112,21,2818,0,[],CONNECTED,SYSTEM_HEALTH,196.71361875534058,0,0,0,112,2026-03-23 20:03:31
112,21,3150,0,[],CONNECTED,SYSTEM_HEALTH,185.04461526870728,0,0,0,112,2026-03-23 20:06:41
112,22,3482,0,[],CONNECTED,SYSTEM_HEALTH,158.44651341438293,0,0,0,112,2026-03-23 20:09:24
112,23,3670,0,[],CONNECTED,SYSTEM_HEALTH,146.58691000938416,0,0,0,112,2026-03-23 20:11:56
112,25,4002,0,[],CONNECTED,SYSTEM_HEALTH,139.37932634353638,0,0,0,112,2026-03-23 20:14:20
112,26,4327,0,[],CONNECTED,SYSTEM_HEALTH,142.99807453155518,0,0,0,112,2026-03-23 20:16:48
112,30,4645,0,[],CONNECTED,SYSTEM_HEALTH,151.15941166877747,0,0,0,112,2026-03-23 20:19:25
112,34,4978,0,[],CONNECTED,SYSTEM_HEALTH,172.29392433166504,0,0,0,112,2026-03-23 20:22:22
112,37,5306,0,[],CONNECTED,SYSTEM_HEALTH,155.1417579650879,0,0,0,112,2026-03-23 20:25:02
