avg_px,close_pending,exchange_stop_status,inst_id,last_px,position_health_state,qty,side,stop_price,stop_state,sync_status,trade_id
0.0726030825429379,False,active,SAND-USDT-SWAP,0.0727,HEALTHY,15604.0,short,0.07258,ACTIVE,,20260329_152647_SAND-USDT-SWAP_short
1.6412843076923078,False,active,ATOM-USDT-SWAP,1.646,HEALTHY,1625.0,short,1.6446,ACTIVE,,20260329_154221_ATOM-USDT-SWAP_short
0.1501,False,active,THETA-USDT-SWAP,0.1504,HEALTHY,1755.0,short,0.15017,ACTIVE,,20260329_154224_THETA-USDT-SWAP_short
0.1868000141954717,False,active_confirmed,SUSHI-USDT-SWAP,0.1876,HEALTHY,14089.0,short,0.1896,ACTIVE,,20260329_154638_SUSHI-USDT-SWAP_short
1.1204,False,recovered,AXS-USDT-SWAP,1.1243,HEALTHY,24186.0,short,1.1929,ACTIVE,,20260329_155150_AXS-USDT-SWAP_short
