components,components_down,current_state,duration_prev_state_sec,duration_sec,ended_at,event,from_state,last_error,open_positions,peak_state,recovered_to,start_state,started_at,to_state,ts
"{'public': {'ok': True, 'latency_ms': 367.0, 'error_type': ''}, 'private': {'ok': True, 'latency_ms': 372.4, 'error_type': ''}, 'trade': {'ok': True, 'latency_ms': 417.8, 'error_type': ''}, 'market_data': {'ok': True, 'latency_ms': 355.6, 'error_type': ''}, 'ws_public': {'ok': True, 'latency_ms': 0.0, 'error_type': ''}, 'ws_private': {'ok': True, 'latency_ms': 0.0, 'error_type': ''}}",[],,1.56,,,CONNECTIVITY_STATE_CHANGED,IDLE,,,,,,,CONNECTED,2026-03-29 14:13:36
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 436.0, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 372.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 427.9, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 360.1, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 84478}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 108}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-29 14:16:04
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 445.5, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 438.2, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 422.4, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 375.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 169631}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 198}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-29 14:18:34
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 520.6, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 439.5, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 439.0, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 367.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 253651}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 287}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-29 14:21:02
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 452.4, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 371.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 371.9, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 344.6, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 341611}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 391}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,2,,,,,,2026-03-29 14:23:37
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 499.0, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 423.8, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 418.6, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 366.5, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 425641}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 571}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,2,,,,,,2026-03-29 14:26:06
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 419.1, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 424.1, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 416.7, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 367.6, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 514294}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 761}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,2,,,,,,2026-03-29 14:28:44
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 544.0, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 426.3, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 416.7, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 419.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 608125}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 961}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,2,,,,,,2026-03-29 14:31:30
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 424.2, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 407.7, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 436.1, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 364.7, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 709385}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 1179}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,2,,,,,,2026-03-29 14:34:29
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 575.8, 'error_type': '', 'error': '', 'size_hint': 147}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 419.6, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 429.4, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 375.2, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 806151}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 1385}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,2,,,,,,2026-03-29 14:37:21
