duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
1213,False,0.146088,weak,Turtle 55,-0.88442,stopout_cooldown,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,0.876302,5.076966,26.5,0.146088,0.846379,hurt,-0.057854,-5.548040000004666,-0.11570875703514098,long,-0.075229,11,2,1,20260321_082016_XLM-USDT-SWAP_long,-0.792048,0.846379,1,2
492,False,0.287715,normal,Turtle 20,0.0,stopout_cooldown,AUCTION-USDT-SWAP,STOP_HEALTH_CONFIRMED,0.458883,2.353909,42.25,0.287715,1.475878,no_pyramid,-0.251494,-5.9588399999996495,-0.2514944803434861,short,-0.324466,18,0,1,20260321_080019_AUCTION-USDT-SWAP_short,-0.87411,1.475878,0,1
730,False,0.233687,normal,Turtle 20,-7.5,stopout_cooldown,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,0.503326,2.258065,17.25,0.233687,1.048387,no_pyramid,-0.269639,-6.293999999999941,-0.26963868416321873,short,-0.292307,7,1,1,20260321_075035_AAVE-USDT-SWAP_short,-1.153845,1.048387,0,1
1618,False,0.098898,weak,Turtle 20,-3.969549,stopout_cooldown,LINK-USDT-SWAP,pre_close:ATR стоп 2.0N,0.604012,2.444238,28.75,0.098898,0.400207,hurt,-0.063019,-13.996429999999629,-0.18905645865842008,short,-0.746979,12,3,1,20260321_073543_LINK-USDT-SWAP_short,-1.911631,0.400207,2,3
1654,False,0.173106,weak,Turtle 20,-4.0,stopout_cooldown,XRP-USDT-SWAP,pyramid_closed_candle,0.221576,1.25,15.5,0.173106,0.976563,no_pyramid,-0.138485,-3.4820000000000033,-0.13848497438027987,short,-0.080001,7,2,0,20260321_073505_XRP-USDT-SWAP_short,-0.800001,0.976563,0,1
690,False,0.100604,normal,Turtle 20,-10.006406,stopout_cooldown,LDO-USDT-SWAP,pre_close:ATR стоп 2.0N,0.435949,5.2,29.5,0.100604,1.2,hurt,-0.040673,-8.43539999999176,-0.12201784659622153,short,-0.327712,7,1,6,20260321_075039_LDO-USDT-SWAP_short,-1.212853,1.2,2,3
1311,False,0.117423,weak,Turtle 20,0.0,stopout_cooldown,SUI-USDT-SWAP,closed_candle,0.541338,2.216705,28.75,0.117423,0.480831,no_pyramid,-0.214551,-5.1061999999998635,-0.21455092418412974,short,-0.696298,11,1,2,20260321_073552_SUI-USDT-SWAP_short,-1.827163,0.480831,0,1
1192,False,0.199819,normal,Turtle 20,0.0,stopout_cooldown,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,0.351195,1.972785,26.5,0.199819,1.122454,no_pyramid,-0.181652,-4.4789799999992095,-0.18165223008285353,short,-0.14545,11,1,1,20260321_073547_XLM-USDT-SWAP_short,-0.909084,1.122454,0,1
448,False,0.155134,weak,Turtle 55,0.0,stopout_cooldown,OP-USDT-SWAP,pre_close:ATR стоп 2.0N,1.069456,6.121387,32.75,0.155134,0.887959,no_pyramid,-0.253063,-6.286019999992844,-0.2530629150647482,short,-0.778752,13,0,2,20260321_073538_OP-USDT-SWAP_short,-1.631254,0.887959,0,1
64,False,0.0,unknown,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,BAND-USDT-SWAP,force_replace_place_failed:initial_stop_verify_recover,0.518941,7.706482,9.0,0.0,0.0,no_pyramid,-0.114912,-2.668000000002231,-0.11491156267459798,long,0.2,2,0,2,20260321_074138_BAND-USDT-SWAP_long,0.0,0.0,0,1
53,False,0.0,unknown,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,BAND-USDT-SWAP,force_replace_place_failed:initial_stop_verify_recover,0.530309,7.876195,9.0,0.0,0.0,no_pyramid,-0.126325,-2.9339000000028226,-0.12632527654306888,long,0.2,2,0,2,20260321_074026_BAND-USDT-SWAP_long,0.0,0.0,0,1
103,False,1.259734,strong,Turtle 20,0.0,stopout_cooldown,AXS-USDT-SWAP,pre_close:ATR стоп 2.0N,3.94225,64.006411,4.5,1.259734,20.453048,no_pyramid,-0.071974,-1.6885000000003325,-0.07197418378740748,long,0.16572,1,0,1,20260321_073815_AXS-USDT-SWAP_long,-0.057134,20.453048,0,1
