block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1779s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:51:11
cooldown после ATR-стопа ещё активен 1754s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:51:36
cooldown после ATR-стопа ещё активен 1732s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:51:58
cooldown после ATR-стопа ещё активен 1701s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:52:29
cooldown после ATR-стопа ещё активен 1668s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:53:01
cooldown после ATR-стопа ещё активен 1626s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:53:43
cooldown после ATR-стопа ещё активен 1588s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:54:21
cooldown после ATR-стопа ещё активен 1552s; цена отошла только на 0.63 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2689,True,short,2026-03-20 15:54:58
cooldown после ATR-стопа ещё активен 1510s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 15:55:40
cooldown после ATR-стопа ещё активен 1473s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 15:56:17
cooldown после ATR-стопа ещё активен 1436s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 15:56:54
cooldown после ATR-стопа ещё активен 1398s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 15:57:31
cooldown после ATR-стопа ещё активен 1358s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 15:58:11
cooldown после ATR-стопа ещё активен 1321s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 15:58:49
cooldown после ATR-стопа ещё активен 1279s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 15:59:31
cooldown после ATR-стопа ещё активен 1241s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:00:09
cooldown после ATR-стопа ещё активен 1198s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:00:52
cooldown после ATR-стопа ещё активен 1777s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:00:53
cooldown после ATR-стопа ещё активен 1181s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:01:08
cooldown после ATR-стопа ещё активен 1759s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:01:11
cooldown после ATR-стопа ещё активен 1163s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:01:27
cooldown после ATR-стопа ещё активен 1741s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:01:29
cooldown после ATR-стопа ещё активен 1142s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:01:48
cooldown после ATR-стопа ещё активен 1720s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:01:50
cooldown после ATR-стопа ещё активен 1123s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:02:06
cooldown после ATR-стопа ещё активен 1702s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:02:09
cooldown после ATR-стопа ещё активен 1104s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:02:25
cooldown после ATR-стопа ещё активен 1683s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:02:27
cooldown после ATR-стопа ещё активен 1087s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:02:43
cooldown после ATR-стопа ещё активен 1665s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:02:45
cooldown после ATR-стопа ещё активен 1065s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:03:04
cooldown после ATR-стопа ещё активен 1643s; цена отошла только на 1.00 ATR,True,LQTY-USDT-SWAP,ATR стоп 2.0N,0.0,0.2759,True,short,2026-03-20 16:03:08
cooldown после ATR-стопа ещё активен 1047s; цена отошла только на 0.00 ATR,True,ETHW-USDT-SWAP,ATR стоп 2.0N,0.0,0.2692,True,short,2026-03-20 16:03:23
