atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.0001575,0.952381,0.75,0.31746,0.09375,5.714286,0.31746,0.31746,0.09465,0.09375,minimal,0.0937,breakout_quality,True,DOGE-USDT-SWAP,short,Turtle 20,5m,2026-03-20 15:49:56
0.00048,1.458333,1.0,3.750228,0.2698,9.166667,1.875,3.750228,0.2742,0.2698,minimal,0.26799989,breakout_quality,True,ETHW-USDT-SWAP,short,Turtle 20,5m,2026-03-20 15:50:45
0.000285,1.754386,1.0,2.583969,0.2763,8.421053,0.350877,2.583969,0.2787,0.2763,minimal,0.27556357,breakout_quality,True,LQTY-USDT-SWAP,short,Turtle 20,5m,2026-03-20 15:53:12
0.329,0.668693,0.314286,0.212766,71.34,6.808511,0.06079,0.212766,73.58,71.34,minimal,71.27,breakout_quality,True,XAG-USDT-SWAP,short,Turtle 55,5m,2026-03-20 16:15:09
0.00038,1.842105,1.0,0.526255,0.2975,6.315789,0.263158,0.526255,0.2999,0.2975,minimal,0.29730002,breakout_quality,True,LDO-USDT-SWAP,short,Turtle 55,5m,2026-03-20 16:15:57
0.00094,0.425532,0.8,0.306205,0.4643,5.319149,0.212766,-0.306205,0.4693,0.4643,minimal,0.46458783,breakout_quality,True,MASK-USDT-SWAP,short,Turtle 20,5m,2026-03-20 16:16:01
6e-08,2.096774,0.65,1.290323,2.975e-05,6.290323,0.645161,1.290323,3.014e-05,2.975e-05,minimal,2.967e-05,breakout_quality,True,FLOKI-USDT-SWAP,short,Turtle 55,5m,2026-03-20 16:35:18
0.243,2.057613,0.847458,0.987654,88.85,2.962963,0.082305,0.987654,89.57,88.85,minimal,88.61,breakout_quality,True,SOL-USDT-SWAP,short,Turtle 20,5m,2026-03-20 16:35:22
0.0003275,2.381679,1.0,2.653102,0.1243,4.274809,1.526718,2.653102,0.1257,0.1243,minimal,0.12343111,breakout_quality,True,OP-USDT-SWAP,short,Turtle 20,5m,2026-03-20 16:35:27
0.000105,2.857143,1.0,5.203742,0.0957,10.47619,2.857143,5.203742,0.0968,0.0957,minimal,0.09515361,breakout_quality,True,1INCH-USDT-SWAP,short,Turtle 55,5m,2026-03-20 16:36:35
160.075,2.779947,0.683669,0.529868,70112.5,6.095268,0.650945,0.529868,71088.2,70112.5,minimal,70027.68137536,breakout_quality,True,BTC-USDT-SWAP,short,Turtle 55,5m,2026-03-20 16:36:40
0.000165,3.030303,0.833333,0.606061,0.09355,6.666667,0.606061,0.606061,0.09465,0.09355,minimal,0.09345,breakout_quality,True,DOGE-USDT-SWAP,short,Turtle 55,5m,2026-03-20 16:36:44
0.01945,2.622108,0.944444,0.92545,9.051,5.192802,0.874036,0.92545,9.152,9.051,minimal,9.033,breakout_quality,True,LINK-USDT-SWAP,short,Turtle 55,5m,2026-03-20 16:36:49
0.665,2.556391,0.944444,1.804511,465.8,4.511278,1.353383,1.804511,468.8,465.8,minimal,464.6,breakout_quality,True,BCH-USDT-SWAP,short,Turtle 20,5m,2026-03-20 16:36:53
0.000185,2.162162,1.0,1.081081,0.1001,3.783784,0.540541,1.081081,0.1008,0.1001,minimal,0.0999,breakout_quality,True,ARB-USDT-SWAP,short,Turtle 20,5m,2026-03-20 16:36:58
0.0003275,2.381679,1.0,1.815826,0.1243,4.274809,1.526718,1.815826,0.1257,0.1243,minimal,0.12370532,breakout_quality,True,OP-USDT-SWAP,short,Turtle 20,5m,2026-03-20 16:39:12
3.535,3.083451,0.698718,1.223274,2746.0,4.46959,0.622348,1.223274,2746.0,2730.2,minimal,2750.32427358,breakout_quality,True,YFI-USDT-SWAP,long,Turtle 20,5m,2026-03-20 16:46:04
0.000395,3.291139,1.0,2.148631,0.2778,6.075949,2.278481,2.148631,0.2778,0.2754,minimal,0.27864871,breakout_quality,True,LQTY-USDT-SWAP,long,Turtle 20,5m,2026-03-20 16:46:07
0.000395,3.291139,1.0,2.121497,0.2778,6.075949,2.278481,2.121497,0.2778,0.2754,minimal,0.27863799,breakout_quality,True,LQTY-USDT-SWAP,long,Turtle 20,5m,2026-03-20 16:46:34
3.535,3.083451,0.698718,0.201473,2746.0,4.46959,0.622348,-0.201473,2746.0,2730.2,minimal,2745.28779412,breakout_quality,True,YFI-USDT-SWAP,long,Turtle 20,5m,2026-03-20 16:47:22
