details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-29 13:04:46
"{""ts"": ""2026-03-29 13:04:46"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 108, ""trade_ready_count"": 1, ""scanner_total"": 108, ""scanner_scanned"": 10, ""scanner_ready"": 10, ""scanner_pending"": 98, ""scanner_failed"": 0, ""scanner_allowed"": 4, ""scanner_blocked"": 6, ""scanner_dead"": 2, ""scanner_saw"": 0, ""scanner_ripping"": 4, ""scanner_status_text"": ""SCANNING"", ""scanner_safe"": 4, ""scanner_caution"": 0, ""scanner_risky"": 6, ""scanner_blacklist"": 6, ""scanner_exec_watch"": 4, ""scanner_admitted"": 4, ""signal_funnel"": {""cycle_id"": 1, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 13:04:46
SYNC confirmed close after stop fault: PENDING_RECHECK,close_pending_exchange,LINK-USDT-SWAP,sync_confirmed_close_after_stop_fault:_pending_recheck,2026-03-29 13:07:10
,filter_diagnostics,,unknown,2026-03-29 13:21:20
"{""ts"": ""2026-03-29 13:21:20"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 2, ""blocked_count"": 2, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 2, ""execution_watchlist_count"": 0, ""open_positions_count"": 5, ""available_after_bans_count"": 106, ""trade_ready_count"": 7, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 50, ""scanner_blocked"": 58, ""scanner_dead"": 23, ""scanner_saw"": 0, ""scanner_ripping"": 35, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 58, ""scanner_blacklist"": 58, ""scanner_exec_watch"": 35, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 6, ""instruments_scanned"": 24, ""prefilter_skipped"": 84, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 21, ""other_rejected"": 0, ""candidates"": 5, ""ranked_candidates"": 5, ""orders_sent"": 1, ""entry_failed"": 3, ""manual_skipped"": 0, ""opened"": 1}}",filter_diagnostics,,,2026-03-29 13:21:20
SYNC confirmed close after stop fault: PENDING_RECHECK,close_pending_exchange,SUI-USDT-SWAP,sync_confirmed_close_after_stop_fault:_pending_recheck,2026-03-29 13:32:55
,filter_diagnostics,,unknown,2026-03-29 13:36:38
"{""ts"": ""2026-03-29 13:36:38"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 3, ""execution_watchlist_count"": 0, ""open_positions_count"": 6, ""available_after_bans_count"": 105, ""trade_ready_count"": 5, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 50, ""scanner_blocked"": 58, ""scanner_dead"": 23, ""scanner_saw"": 0, ""scanner_ripping"": 35, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 58, ""scanner_blacklist"": 58, ""scanner_exec_watch"": 35, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 12, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 13:36:38
SYNC confirmed close after stop fault: PENDING_RECHECK,close_pending_exchange,BTC-USDT-SWAP,sync_confirmed_close_after_stop_fault:_pending_recheck,2026-03-29 13:38:22
SYNC confirmed close after exchange absence,close_pending_exchange,INJ-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 13:46:56
