early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,stopout_cooldown,DONCHIAN_ACTIVE,LIT-USDT-SWAP,-0.82068,-1.408835,long,Turtle 55,20260323_162258_LIT-USDT-SWAP_long,TREND_ACTIVE,0.582524,2
False,stopout_cooldown,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,-2.223091,-1.132522,long,Turtle 55,20260323_141232_LQTY-USDT-SWAP_long,TREND_HOLD,1.962956,1
False,stopout_cooldown,ATR_INITIAL,LQTY-USDT-SWAP,0.0,0.0,long,Turtle 55,20260323_141018_LQTY-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,stopout_cooldown,DONCHIAN_ACTIVE,LTC-USDT-SWAP,-0.713557,-0.862755,long,Turtle 20,20260323_130737_LTC-USDT-SWAP_long,TREND_ACTIVE,0.827068,2
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,FIL-USDT-SWAP,-0.276486,-0.142193,long,Turtle 20,20260323_130013_FIL-USDT-SWAP_long,TREND_HOLD,1.944444,4
False,stopout_cooldown,ATR_INITIAL,XRP-USDT-SWAP,-1.119991,-549.284453,short,Turtle 20,20260323_123754_XRP-USDT-SWAP_short,INITIAL_RISK,0.002039,1
False,stopout_cooldown,DONCHIAN_ACTIVE,LTC-USDT-SWAP,-1.964093,-1.112986,short,Turtle 20,20260323_123748_LTC-USDT-SWAP_short,TREND_HOLD,1.764706,1
False,stopout_cooldown,DONCHIAN_ACTIVE,HBAR-USDT-SWAP,-2.38632,-2.505636,short,Turtle 20,20260323_123739_HBAR-USDT-SWAP_short,TREND_ACTIVE,0.952381,2
False,stopout_cooldown,DONCHIAN_ACTIVE,SUI-USDT-SWAP,-1.630061,-1.783979,short,Turtle 20,20260323_123727_SUI-USDT-SWAP_short,TREND_ACTIVE,0.913722,1
False,stopout_cooldown,ATR_INITIAL,AAVE-USDT-SWAP,-1.346759,-12.380575,short,Turtle 55,20260323_123705_AAVE-USDT-SWAP_short,INITIAL_RISK,0.10878,1
False,rotation_block,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,-0.34747,-0.288535,short,Turtle 55,20260323_122509_LQTY-USDT-SWAP_short,TREND_HOLD,1.204255,1
False,stopout_cooldown,ATR_INITIAL,MASK-USDT-SWAP,-0.90361,-7.499959,short,Turtle 55,20260323_121156_MASK-USDT-SWAP_short,INITIAL_RISK,0.120482,1
False,stopout_cooldown,ATR_INITIAL,DOGE-USDT-SWAP,-1.153843,-4.499992,short,Turtle 55,20260323_120653_DOGE-USDT-SWAP_short,INITIAL_RISK,0.25641,1
False,stopout_cooldown,ATR_INITIAL,LRC-USDT-SWAP,0.0,0.0,short,Turtle 55,20260323_120658_LRC-USDT-SWAP_short,INITIAL_RISK,0.0,1
True,канальный_выход_20_свечей,DONCHIAN_ACTIVE,XAG-USDT-SWAP,0.166323,0.031743,short,Turtle 55,20260323_085013_XAG-USDT-SWAP_short,TREND_HOLD,5.239669,4
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,OP-USDT-SWAP,-1.00471,-0.644547,short,Turtle 55,20260323_100849_OP-USDT-SWAP_short,TREND_HOLD,1.558785,3
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,AAVE-USDT-SWAP,1.801809,0.32835,short,Turtle 20,20260323_090544_AAVE-USDT-SWAP_short,TREND_HOLD,5.487465,4
True,канальный_выход_20_свечей,DONCHIAN_ACTIVE,ATOM-USDT-SWAP,0.651358,0.222833,long,Turtle 55,20260323_084519_ATOM-USDT-SWAP_long,TREND_HOLD,2.923077,4
False,stopout_cooldown,ATR_INITIAL,ADA-USDT-SWAP,-1.340077,-12.98084,short,Turtle 55,20260323_102822_ADA-USDT-SWAP_short,INITIAL_RISK,0.103235,1
False,stopout_cooldown,DONCHIAN_ACTIVE,SUI-USDT-SWAP,-1.046524,-0.618539,short,Turtle 55,20260323_100914_SUI-USDT-SWAP_short,TREND_HOLD,1.691929,2
False,stopout_cooldown,DONCHIAN_ACTIVE,ARB-USDT-SWAP,-0.517802,-0.429036,short,Turtle 55,20260323_100907_ARB-USDT-SWAP_short,TREND_HOLD,1.206897,2
False,stopout_cooldown,DONCHIAN_ACTIVE,DOT-USDT-SWAP,-2.052359,-0.430018,short,Turtle 55,20260323_100903_DOT-USDT-SWAP_short,TREND_HOLD,4.772727,2
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,LINK-USDT-SWAP,-0.792782,-0.391103,short,Turtle 20,20260323_094011_LINK-USDT-SWAP_short,TREND_HOLD,2.027041,4
False,rotation_block,DONCHIAN_ACTIVE,NEAR-USDT-SWAP,-0.161566,-0.176321,short,Turtle 55,20260323_094002_NEAR-USDT-SWAP_short,TREND_ACTIVE,0.916316,3
False,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,-1.052878,-0.443317,short,Turtle 20,20260323_091300_IOTA-USDT-SWAP_short,TREND_HOLD,2.375,2
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,CFX-USDT-SWAP,-1.065561,-0.789484,short,Turtle 20,20260323_090557_CFX-USDT-SWAP_short,TREND_HOLD,1.349693,3
False,stopout_cooldown,DONCHIAN_ACTIVE,CFX-USDT-SWAP,-0.971428,-1.699998,long,Turtle 20,20260323_080455_CFX-USDT-SWAP_long,TREND_ACTIVE,0.571429,1
False,stopout_cooldown,DONCHIAN_ACTIVE,AUCTION-USDT-SWAP,-3.148057,-1.678964,long,Turtle 55,20260323_075633_AUCTION-USDT-SWAP_long,TREND_HOLD,1.875,2
False,stopout_cooldown,DONCHIAN_ACTIVE,FLOKI-USDT-SWAP,-0.980006,-0.784005,long,Turtle 20,20260323_075656_FLOKI-USDT-SWAP_long,TREND_HOLD,1.25,2
False,stopout_cooldown,DONCHIAN_ACTIVE,2Z-USDT-SWAP,-1.253592,-0.742832,short,Turtle 20,20260323_070448_2Z-USDT-SWAP_short,TREND_HOLD,1.687585,1
False,stopout_cooldown,DONCHIAN_ACTIVE,2Z-USDT-SWAP,-1.307228,-0.465136,short,Turtle 20,20260323_070234_2Z-USDT-SWAP_short,TREND_HOLD,2.810421,1
False,stopout_cooldown,DONCHIAN_ACTIVE,2Z-USDT-SWAP,-1.579891,-0.810399,short,Turtle 20,20260323_070029_2Z-USDT-SWAP_short,TREND_HOLD,1.949522,1
False,stopout_cooldown,ATR_INITIAL,BTC-USDT-SWAP,-0.950648,-1.908242,long,Turtle 55,20260323_061006_BTC-USDT-SWAP_long,INITIAL_RISK,0.49818,1
False,stopout_cooldown,DONCHIAN_ACTIVE,MINA-USDT-SWAP,-1.074916,-0.372157,short,Turtle 20,20260323_065022_MINA-USDT-SWAP_short,TREND_HOLD,2.88834,1
False,stopout_cooldown,ATR_INITIAL,LTC-USDT-SWAP,-1.145048,-15.000105,long,Turtle 55,20260323_060534_LTC-USDT-SWAP_long,INITIAL_RISK,0.076336,1
False,stopout_cooldown,ATR_INITIAL,DOGE-USDT-SWAP,-1.022728,-2.250004,long,Turtle 55,20260323_060516_DOGE-USDT-SWAP_long,INITIAL_RISK,0.454545,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,COMP-USDT-SWAP,-0.696365,-0.719577,long,Turtle 20,20260323_042644_COMP-USDT-SWAP_long,TREND_ACTIVE,0.967742,4
False,stopout_cooldown,ATR_INITIAL,IOTA-USDT-SWAP,-1.021023,-2.363638,long,Turtle 55,20260323_060546_IOTA-USDT-SWAP_long,INITIAL_RISK,0.431971,1
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,ARB-USDT-SWAP,-1.261677,-0.702934,long,Turtle 55,20260323_052602_ARB-USDT-SWAP_long,TREND_HOLD,1.794872,3
False,stopout_cooldown,ATR_INITIAL,IOTA-USDT-SWAP,-1.315094,-9.99471,long,Turtle 20,20260323_053024_IOTA-USDT-SWAP_long,INITIAL_RISK,0.131579,1
False,stopout_cooldown,DONCHIAN_ACTIVE,IMX-USDT-SWAP,-1.537415,-0.82542,long,Turtle 20,20260323_053020_IMX-USDT-SWAP_long,TREND_HOLD,1.862585,1
False,stopout_cooldown,DONCHIAN_ACTIVE,LRC-USDT-SWAP,-1.457568,-3.760524,short,Turtle 55,20260323_051020_LRC-USDT-SWAP_short,TREND_ACTIVE,0.387597,2
False,stopout_cooldown,DONCHIAN_ACTIVE,LINK-USDT-SWAP,-0.690871,-1.030211,long,Turtle 20,20260323_042157_LINK-USDT-SWAP_long,TREND_ACTIVE,0.670611,1
False,stopout_cooldown,ATR_INITIAL,OP-USDT-SWAP,0.0,0.0,long,Turtle 55,20260323_044608_OP-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,-0.627213,-0.865554,long,Turtle 20,20260323_042149_DOGE-USDT-SWAP_long,TREND_ACTIVE,0.724638,3
False,stopout_cooldown,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,-0.958231,-0.342529,short,Turtle 20,20260323_033027_LQTY-USDT-SWAP_short,TREND_HOLD,2.797518,2
False,stopout_cooldown,DONCHIAN_ACTIVE,CFX-USDT-SWAP,-1.146976,-0.426679,short,Turtle 20,20260323_033549_CFX-USDT-SWAP_short,TREND_HOLD,2.688148,1
False,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,-1.122687,-0.271316,short,Turtle 20,20260323_031147_IOTA-USDT-SWAP_short,TREND_HOLD,4.137931,2
False,stopout_cooldown,DONCHIAN_ACTIVE,IMX-USDT-SWAP,-1.199123,-1.070916,short,Turtle 20,20260323_030919_IMX-USDT-SWAP_short,TREND_HOLD,1.119717,1
False,stopout_cooldown,ATR_INITIAL,LINK-USDT-SWAP,-0.882866,-2.449854,long,Turtle 20,20260323_021553_LINK-USDT-SWAP_long,INITIAL_RISK,0.360375,1
False,stopout_cooldown,DONCHIAN_ACTIVE,LTC-USDT-SWAP,-0.851066,-1.600004,long,Turtle 20,20260323_015516_LTC-USDT-SWAP_long,TREND_ACTIVE,0.531915,1
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,CFX-USDT-SWAP,4.187943,0.365894,short,Turtle 55,20260322_220540_CFX-USDT-SWAP_short,TREND_HOLD,11.445783,4
False,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,-0.774924,-0.57123,long,Turtle 20,20260323_012541_IOTA-USDT-SWAP_long,TREND_HOLD,1.356589,2
False,stopout_cooldown,ATR_INITIAL,AUCTION-USDT-SWAP,-1.088087,-7.000045,short,Turtle 55,20260323_010700_AUCTION-USDT-SWAP_short,INITIAL_RISK,0.15544,1
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,LINK-USDT-SWAP,-1.05035,-0.469639,short,Turtle 55,20260323_001158_LINK-USDT-SWAP_short,TREND_HOLD,2.236504,3
False,stopout_cooldown,ATR_INITIAL,DOGE-USDT-SWAP,0.0,0.0,short,Turtle 55,20260323_002625_DOGE-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,LQTY-USDT-SWAP,-1.034878,-5.317046,long,Turtle 20,20260323_001201_LQTY-USDT-SWAP_long,INITIAL_RISK,0.194634,1
False,stopout_cooldown,DONCHIAN_ACTIVE,BCH-USDT-SWAP,1.395048,0.352865,short,Turtle 55,20260322_235516_BCH-USDT-SWAP_short,TREND_HOLD,3.953488,1
False,stopout_cooldown,ATR_INITIAL,IMX-USDT-SWAP,0.0,0.0,short,Turtle 55,20260322_234304_IMX-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,CRV-USDT-SWAP,-1.072584,-6.972256,long,Turtle 20,20260322_232520_CRV-USDT-SWAP_long,INITIAL_RISK,0.153836,1
False,stopout_cooldown,DONCHIAN_ACTIVE,KSM-USDT-SWAP,-1.214289,-2.125004,long,Turtle 20,20260322_232738_KSM-USDT-SWAP_long,TREND_ACTIVE,0.571429,1
False,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,-0.889124,-1.196898,short,Turtle 55,20260322_225231_IOTA-USDT-SWAP_short,TREND_ACTIVE,0.742857,2
False,stopout_cooldown,ATR_INITIAL,BTC-USDT-SWAP,-0.995572,-4.428721,short,Turtle 55,20260322_225228_BTC-USDT-SWAP_short,INITIAL_RISK,0.224799,1
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,ICP-USDT-SWAP,-2.02422,-0.496854,short,Turtle 55,20260322_220537_ICP-USDT-SWAP_short,TREND_HOLD,4.074074,4
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,LTC-USDT-SWAP,-0.405999,-0.466899,short,Turtle 55,20260322_223055_LTC-USDT-SWAP_short,TREND_ACTIVE,0.869565,3
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,INJ-USDT-SWAP,-0.786517,-0.5,short,Turtle 55,20260322_223730_INJ-USDT-SWAP_short,TREND_HOLD,1.573034,3
False,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,-0.239979,-0.247105,short,Turtle 55,20260322_222008_IOTA-USDT-SWAP_short,TREND_ACTIVE,0.971161,2
False,stopout_cooldown,DONCHIAN_ACTIVE,BCH-USDT-SWAP,-1.237817,-0.809342,short,Turtle 20,20260322_213626_BCH-USDT-SWAP_short,TREND_HOLD,1.529412,2
False,stopout_cooldown,ATR_INITIAL,LTC-USDT-SWAP,-1.428581,-4.000025,short,Turtle 55,20260322_213617_LTC-USDT-SWAP_short,INITIAL_RISK,0.357143,1
False,stopout_cooldown,ATR_INITIAL,ETHFI-USDT-SWAP,-1.337208,-5.749998,short,Turtle 20,20260322_210547_ETHFI-USDT-SWAP_short,INITIAL_RISK,0.232558,1
False,stopout_cooldown,DONCHIAN_ACTIVE,LINK-USDT-SWAP,-0.855856,-0.130137,short,Turtle 20,20260322_210541_LINK-USDT-SWAP_short,TREND_HOLD,6.576577,1
False,stopout_cooldown,ATR_INITIAL,LTC-USDT-SWAP,-1.09853,-1067.570457,short,Turtle 20,20260322_210553_LTC-USDT-SWAP_short,INITIAL_RISK,0.001029,1
False,stopout_cooldown,ATR_INITIAL,AUCTION-USDT-SWAP,-1.067346,-4.613316,short,Turtle 20,20260322_202535_AUCTION-USDT-SWAP_short,INITIAL_RISK,0.231362,1
False,stopout_cooldown,ATR_INITIAL,ENA-USDT-SWAP,0.0,0.0,short,Turtle 55,20260322_200646_ENA-USDT-SWAP_short,INITIAL_RISK,0.0,1
