block_reason,breakout_id,channel_exit_level,close_reason_code,duration_sec,entry_atr,entry_context_file,entry_distance_atr,entry_px,exchange_stop_status,exit_px,final_stop_price,initial_stop_price,inst_id,mae_abs,mae_pct,mae_r,mfe_abs,mfe_pct,mfe_r,peak_price,peak_unrealized_pnl,planned_risk_pct,pnl,pnl_pct,position_health_state,position_notional_usdt,qty,reason,risk_amount_usdt,risk_per_contract,side,stop_confirmed,stop_state,system_name,time,trade_context_file,trade_id,trough_price,units
,,0.932,stopout_cooldown,2275,0.005149999999999993,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_162258_LIT-USDT-SWAP_long.json,0.19417475728155384,0.956,cancelled_or_missing,0.952,0.9531854545454546,0.9457,LIT-USDT-SWAP,0.034,3.556485,3.300971,0.006,0.627615,0.582524,0.9619854545454546,0.0,1.0,-46.71000000000025,-0.8842052658578694,HEALTHY,5274.46,550.0,ATR стоп 2.0N,793.6576855095919,0.10299999999999987,long,True,ACTIVE,Turtle 55,2026-03-23 17:00:53,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_170053_LIT-USDT-SWAP_long_trade.json,20260323_162258_LIT-USDT-SWAP_long,0.947,2
,,0.2725,stopout_cooldown,7,0.0006450000000000039,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_141232_LQTY-USDT-SWAP_long.json,0.0,0.2756677869486984,cancelled,0.2728,0.2743777869486984,0.2743777869486984,LQTY-USDT-SWAP,0.00376779,1.366785,2.920765,0.00253221,0.918574,1.962956,0.2756677869486984,0.0,1.0,-28.525590000008478,-1.0403054272105177,HEALTHY,2742.039910000008,9946.9,ATR стоп 2.0N,790.374253136108,0.0012900000000000077,long,True,ACTIVE,Turtle 55,2026-03-23 14:12:40,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_141240_LQTY-USDT-SWAP_long_trade.json,20260323_141232_LQTY-USDT-SWAP_long,0.2728,1
,,0.2725,stopout_cooldown,103,0.0006450000000000039,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_141018_LQTY-USDT-SWAP_long.json,0.31007751937980893,0.2782,cancelled_or_missing,0.2728,0.27691,0.27691,LQTY-USDT-SWAP,0.0063,2.264558,4.883721,0.0,0.0,0.0,0.2782,0.0,1.0,-53.73432000000015,-1.9410496046010122,HEALTHY,2768.31256,9950.8,ATR стоп 2.0N,790.6298179733586,0.0012900000000000077,long,True,ACTIVE,Turtle 55,2026-03-23 14:12:01,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_141201_LQTY-USDT-SWAP_long_trade.json,20260323_141018_LQTY-USDT-SWAP_long,0.2728,1
,,53.51,stopout_cooldown,1387,0.0664999999999992,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_130737_LTC-USDT-SWAP_long.json,1.6541353383458761,53.91,cancelled,53.87,53.877,53.777,LTC-USDT-SWAP,0.61,1.131515,4.586466,0.11,0.204044,0.827068,54.02,4.463999999999465,1.0,-9.424000000000593,-0.17604002594275173,HEALTHY,5350.6,99.2,ATR стоп 2.0N,791.8654670402877,0.1329999999999984,long,True,ACTIVE,Turtle 20,2026-03-23 13:30:45,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_133045_LTC-USDT-SWAP_long_trade.json,20260323_130737_LTC-USDT-SWAP_long,53.87,2
market_already_crossed_stop,,0.846,канальный_выход_10_свечей,1567,0.0018000000000000017,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_130013_FIL-USDT-SWAP_long.json,1.1111111111111112,0.856,cancel_skipped,0.859,0.8591,0.8523999999999999,FIL-USDT-SWAP,0.02,2.336449,5.555556,0.007,0.817757,1.944444,0.863,25.686399999999313,1.0,-12.843200000001438,-0.11627906976745486,STOP_UNVERIFIED,11023.74666666667,128432.0,Канальный выход 10 свечей,791.8558057957447,0.00036000000000000035,long,False,ERROR,Turtle 20,2026-03-23 13:26:20,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_132620_FIL-USDT-SWAP_long_trade.json,20260323_130013_FIL-USDT-SWAP_long,0.856,4
position_absent_on_exchange,,1.3706,stopout_cooldown,1165,0.0031649999999999734,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_123754_XRP-USDT-SWAP_short.json,1.2913399396811716,1.361012909090909,cancel_skipped,1.3681,1.367342909090909,1.367342909090909,XRP-USDT-SWAP,0.02108709,1.549367,3.331294,1.291e-05,0.000948,0.002039,1.3681,0.0,1.0,-11.69370000000013,-0.5207217993123094,STOP_UNVERIFIED,2245.6713,16.5,ATR стоп 2.0N,796.8508366144216,0.6329999999999947,short,False,ERROR,Turtle 20,2026-03-23 12:57:20,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_125720_XRP-USDT-SWAP_short_trade.json,20260323_123754_XRP-USDT-SWAP_short,1.361012909090909,1
position_absent_on_exchange,,53.65,stopout_cooldown,381,0.05099999999999909,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_123748_LTC-USDT-SWAP_short.json,0.19607843137265285,53.48,cancel_skipped,53.59,53.581999999999994,53.581999999999994,LTC-USDT-SWAP,0.41,0.766642,4.019608,0.18,0.336574,1.764706,53.59,0.0,1.0,-8.40000000000012,-0.37460198539052786,STOP_UNVERIFIED,2246.16,42.0,ATR стоп 2.0N,796.8508366144216,0.10199999999999818,short,False,ERROR,Turtle 20,2026-03-23 12:44:10,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_124410_LTC-USDT-SWAP_short_trade.json,20260323_123748_LTC-USDT-SWAP_short,53.48,1
position_absent_on_exchange,,0.0893,stopout_cooldown,367,0.00010500000000000093,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_123740_HBAR-USDT-SWAP_short.json,0.9523809523808391,0.0889,cancel_skipped,0.0892,0.08911000000000001,0.08911000000000001,HBAR-USDT-SWAP,0.001,1.124859,4.761905,0.0002,0.224972,0.952381,0.0892,0.0,1.0,-26.090000000000018,-0.5636978579481402,STOP_UNVERIFIED,4633.584,521.8,ATR стоп 2.0N,796.8184830393797,0.021000000000000185,short,False,ERROR,Turtle 20,2026-03-23 12:43:48,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_124348_HBAR-USDT-SWAP_short_trade.json,20260323_123739_HBAR-USDT-SWAP_short,0.0887,2
position_absent_on_exchange,,0.898,stopout_cooldown,356,0.0015705000000000024,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_123727_SUI-USDT-SWAP_short.json,0.21649156319643836,0.89325,cancel_skipped,0.89663,0.8963909999999999,0.8963909999999999,SUI-USDT-SWAP,0.01624,1.81808,5.170328,0.00287,0.321299,0.913722,0.89663,0.0,1.0,-13.684869999999865,-0.5731906082281066,STOP_UNVERIFIED,2392.1235,2678.0,ATR стоп 2.0N,796.9360613630564,0.003141000000000005,short,False,ERROR,Turtle 20,2026-03-23 12:43:23,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_124323_SUI-USDT-SWAP_short_trade.json,20260323_123727_SUI-USDT-SWAP_short,0.89325,1
position_absent_on_exchange,,106.19,stopout_cooldown,341,0.1855000000000004,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\entry_context\20260323_123705_AAVE-USDT-SWAP_short.json,1.992682319574819,104.63035742971887,cancel_skipped,105.13,105.00135742971887,105.00135742971887,AAVE-USDT-SWAP,2.24964257,2.150086,6.063727,0.04035743,0.038571,0.10878,105.13,0.0,1.0,-12.441100000000016,-0.47753117025977804,STOP_UNVERIFIED,2605.2959,249.0,ATR стоп 2.0N,797.0169537668521,0.03710000000000008,short,False,ERROR,Turtle 55,2026-03-23 12:42:47,D:\GIT\okx-trading-bot\v09x\098\098_4\logs\trade_context\20260323_124247_AAVE-USDT-SWAP_short_trade.json,20260323_123705_AAVE-USDT-SWAP_short,104.59,1
