early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,0.627615,0.0,stopout_cooldown,DONCHIAN_ACTIVE,LIT-USDT-SWAP,0.627615,-0.8842052658578694,-0.82068,long,Turtle 55,20260323_162258_LIT-USDT-SWAP_long,-1.408834,0.582524,0.582524,20,2
False,0.918574,0.0,stopout_cooldown,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,0.918574,-1.0403054272105177,-2.223091,long,Turtle 55,20260323_141232_LQTY-USDT-SWAP_long,-1.132522,1.962956,1.962956,20,1
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,LQTY-USDT-SWAP,0.0,-1.9410496046010122,0.0,long,Turtle 55,20260323_141018_LQTY-USDT-SWAP_long,0.0,0.0,0.0,20,1
False,0.204044,-2.111111,stopout_cooldown,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.204044,-0.17604002594275173,-0.713557,long,Turtle 20,20260323_130737_LTC-USDT-SWAP_long,-0.862755,0.827068,0.827068,10,2
False,0.817757,-0.5,канальный_выход_10_свечей,DONCHIAN_ACTIVE,FIL-USDT-SWAP,0.817757,-0.11627906976745486,-0.276486,long,Turtle 20,20260323_130013_FIL-USDT-SWAP_long,-0.142193,1.944444,1.944444,10,4
False,0.000948,0.0,stopout_cooldown,ATR_INITIAL,XRP-USDT-SWAP,0.000948,-0.5207217993123094,-1.119991,short,Turtle 20,20260323_123754_XRP-USDT-SWAP_short,-549.284598,0.002039,0.002039,10,1
False,0.336574,0.0,stopout_cooldown,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.336574,-0.37460198539052786,-1.964093,short,Turtle 20,20260323_123748_LTC-USDT-SWAP_short,-1.112986,1.764706,1.764706,10,1
False,0.224972,0.0,stopout_cooldown,DONCHIAN_ACTIVE,HBAR-USDT-SWAP,0.224972,-0.5636978579481402,-2.38632,short,Turtle 20,20260323_123739_HBAR-USDT-SWAP_short,-2.505636,0.952381,0.952381,10,2
False,0.321299,0.0,stopout_cooldown,DONCHIAN_ACTIVE,SUI-USDT-SWAP,0.321299,-0.5731906082281066,-1.630061,short,Turtle 20,20260323_123727_SUI-USDT-SWAP_short,-1.783979,0.913722,0.913722,10,1
False,0.038571,0.0,stopout_cooldown,ATR_INITIAL,AAVE-USDT-SWAP,0.038571,-0.47753117025977804,-1.346759,short,Turtle 55,20260323_123705_AAVE-USDT-SWAP_short,-12.380575,0.10878,0.10878,20,1
False,0.256226,-2.04668,rotation_block,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,0.256226,-0.07393004672414241,-0.34747,short,Turtle 55,20260323_122509_LQTY-USDT-SWAP_short,-0.288535,1.204255,1.204255,20,1
False,0.046762,0.0,stopout_cooldown,ATR_INITIAL,MASK-USDT-SWAP,0.046762,-0.35071311667056376,-0.90361,short,Turtle 55,20260323_121156_MASK-USDT-SWAP_short,-7.49996,0.120482,0.120482,20,1
False,0.111857,0.0,stopout_cooldown,ATR_INITIAL,DOGE-USDT-SWAP,0.111857,-0.5033557046979932,-1.153843,short,Turtle 55,20260323_120653_DOGE-USDT-SWAP_short,-4.499993,0.25641,0.25641,20,1
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,LRC-USDT-SWAP,0.0,-0.3511852502194765,0.0,short,Turtle 55,20260323_120658_LRC-USDT-SWAP_short,0.0,0.0,0.0,20,1
True,4.762414,0.046296,канальный_выход_20_свечей,DONCHIAN_ACTIVE,XAG-USDT-SWAP,4.918542,0.1561280249804751,0.166323,short,Turtle 55,20260323_085013_XAG-USDT-SWAP_short,0.031743,5.239669,5.239669,20,4
