atr,avg_entry_price,event_type,inst_id,mae_pct,mfe_pct,next_unit_level,pnl_pct,pnl_usd,position_age_sec,price,qty_total,reason,reason_code,side,stop_price,timestamp,trade_id,units
0.45500000000001534,464.49505446999825,SNAPSHOT,BCH-USDT-SWAP,0.0,0.0,464.7375,-0.08505030703696015,-2.2845999999997573,868,464.1,57.83,Минутный snapshot позиции,,long,463.54999999999995,2026-03-15 00:00:04,20260314_234536_BCH-USDT-SWAP_long,1
0.0,0.0,TRAIL_UPDATE,LRC-USDT-SWAP,0.0,0.0,0.0,0.0,0.9286999999959245,0,0.0299,4000.0,Стоп подтянут на 0.000204,unknown,long,0.0298867825000001,2026-03-15 00:00:04,20260314_234538_LRC-USDT-SWAP_long,1
5.450000000000004e-05,0.0298867825000001,SNAPSHOT,LRC-USDT-SWAP,0.0,0.5341909922879824,0.02980425,0.0776848427892766,0.9286999999959245,866,0.02991,4000.0,Минутный snapshot позиции,,long,0.029683,2026-03-15 00:00:04,20260314_234538_LRC-USDT-SWAP_long,1
0.0009499999999999842,2.5369833178869325,SNAPSHOT,NEO-USDT-SWAP,0.0,0.47103004487830286,2.536575,-0.07949134307857052,-2.1759999999999433,2951,2.539,1079.0,Минутный snapshot позиции,,short,2.5369,2026-03-15 00:00:04,20260314_231053_NEO-USDT-SWAP_short,1
0.10300000000000083,87.05,SNAPSHOT,SOL-USDT-SWAP,0.0,0.0,87.10225,-0.011487650775405981,-0.3018999999997254,556,87.04,30.19,Минутный snapshot позиции,,long,86.841,2026-03-15 00:00:04,20260314_235048_SOL-USDT-SWAP_long,1
0.00010499999999999954,0.37483137061558,SNAPSHOT,XTZ-USDT-SWAP,0.0,0.5351441502790558,0.3740575,-0.0617265879320634,-1.6425000000023093,867,0.3746,7099.0,Минутный snapshot позиции,,long,0.37377,2026-03-15 00:00:04,20260314_234537_XTZ-USDT-SWAP_long,1
3.949999999999926e-05,0.0,OPEN,IOTA-USDT-SWAP,0.0,0.0,0.0,0.0,0.0,0,0.06316,4168.0,Первичный вход,unknown,long,0.063081,2026-03-15 00:00:47,20260315_000046_IOTA-USDT-SWAP_long,1
0.0,0.0,TRAIL_UPDATE,BCH-USDT-SWAP,0.0,0.0,0.0,0.0,-4.019499999999822,0,463.7,57.83,Стоп подтянут на 0.945054,unknown,long,464.49505446999825,2026-03-15 00:00:49,20260314_234536_BCH-USDT-SWAP_long,1
0.0,0.0,CLOSE,BCH-USDT-SWAP,0.0,0.0,0.0,0.0,-4.019499999999822,0,463.7,57.83,ATR стоп 2.0N,stopout_cooldown,long,464.49505446999825,2026-03-15 00:00:49,20260314_234536_BCH-USDT-SWAP_long,1
0.0,0.0,TRAIL_UPDATE,XTZ-USDT-SWAP,0.0,0.0,0.0,0.0,-2.352400000002231,0,0.3751,7099.0,Стоп подтянут на 0.001190,unknown,long,0.37495999999999996,2026-03-15 00:00:50,20260314_234537_XTZ-USDT-SWAP_long,1
