atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.0064,1.09375,1.0,1.054422,4.669,3.59375,0.46875,1.054422,4.692,4.669,minimal,4.6622517,breakout_quality,True,AUCTION-USDT-SWAP,short,Turtle 20,5m,2026-03-22 13:50:25
0.0001505,0.797342,1.0,1.00206,0.11582,21.129568,0.797342,1.00206,0.119,0.11582,minimal,0.11566919,breakout_quality,True,OP-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:05:20
3e-08,1.515152,1.0,0.606061,2.842e-05,15.151515,0.606061,0.606061,2.892e-05,2.842e-05,minimal,2.84e-05,breakout_quality,True,FLOKI-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:05:23
0.00385,0.779221,1.0,0.519481,2.956,13.766234,0.519481,0.519481,3.009,2.956,minimal,2.954,breakout_quality,True,INJ-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:05:26
0.0013,1.538462,0.666667,0.769231,1.437,20.769231,0.769231,0.769231,1.464,1.437,minimal,1.436,breakout_quality,True,DOT-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:05:29
0.00021,1.904762,1.0,1.428571,0.2218,22.380952,1.428571,1.428571,0.2265,0.2218,minimal,0.2215,breakout_quality,True,CRV-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:05:33
0.00625,1.12,1.0,0.16,4.661,4.96,0.16,0.16,4.692,4.661,minimal,4.66,breakout_quality,True,AUCTION-USDT-SWAP,short,Turtle 20,5m,2026-03-22 14:05:36
0.115,2.434783,0.965517,0.92256,107.04,17.565217,0.608696,0.92256,109.06,107.04,minimal,106.93390561,breakout_quality,True,AAVE-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:15:24
1e-08,0.38835,1.0,0.38835,3.29e-06,4.660194,0.194175,0.38835,3.32e-06,3.29e-06,minimal,3.29e-06,breakout_quality,True,PEPE-USDT-SWAP,short,Turtle 20,5m,2026-03-22 14:20:10
0.01235,1.133603,0.636364,0.240704,9.086,13.117409,0.97166,0.240704,9.248,9.086,minimal,9.08302731,breakout_quality,True,AVAX-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:21:35
0.000105,0.952381,1.0,0.952381,0.0973,20.952381,0.952381,0.952381,0.0995,0.0973,minimal,0.0972,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:21:37
0.00129,1.085271,1.0,0.911895,1.2814,15.193798,0.775194,-0.911895,1.301,1.2814,minimal,1.28257634,breakout_quality,True,NEAR-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:21:41
0.000105,0.952381,1.0,0.248973,0.0973,20.952381,0.952381,0.248973,0.0995,0.0973,minimal,0.09727386,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:22:52
1e-08,0.38835,1.0,0.194175,3.29e-06,4.660194,0.194175,0.194175,3.32e-06,3.29e-06,minimal,3.29e-06,breakout_quality,True,PEPE-USDT-SWAP,short,Turtle 20,5m,2026-03-22 14:22:55
0.000105,0.952381,1.0,0.445108,0.0973,20.952381,0.952381,0.445108,0.0995,0.0973,minimal,0.09725326,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:24:48
0.00024,2.083333,1.0,0.833333,0.2209,22.083333,1.25,0.833333,0.2262,0.2209,minimal,0.2207,breakout_quality,True,CRV-USDT-SWAP,short,Turtle 55,5m,2026-03-22 14:30:30
145.05,1.39676,0.557666,0.339883,68439.4,3.037573,0.339883,0.339883,68880.0,68439.4,minimal,68390.1,breakout_quality,True,BTC-USDT-SWAP,short,Turtle 20,5m,2026-03-22 14:30:33
0.1305,1.149425,0.681818,0.653987,87.18,2.452107,0.306513,0.653987,87.5,87.18,minimal,87.09465466,breakout_quality,True,SOL-USDT-SWAP,short,Turtle 20,5m,2026-03-22 14:30:37
