category,extra,message,severity,source,time,title,traceback
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for PEPE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 14:18:28,Market-data worker fetch failed for PEPE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v096_4', 'funcName': 'manage_open_positions', 'lineno': 5894}",Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 14:18:28,Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v096_4', 'funcName': '_balance_poller_loop', 'lineno': 2482}",Balance poller failed: [Errno 11001] getaddrinfo failed,WARNING,logging:root,2026-03-22 15:04:51,Balance poller failed: [Errno 11001] getaddrinfo failed,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}","Market-data worker fetch failed for MAJOR-USDT-SWAP: <ConnectionTerminated error_code:0, last_stream_id:19999, additional_data:None>",ERROR,logging:root,2026-03-22 15:07:09,"Market-data worker fetch failed for MAJOR-USDT-SWAP: <ConnectionTerminated error_code:0, last_stream_id:19999, additional_data:None>",
