available_after_bans,cache_errors,cache_fetch_count,closed_trades,connectivity_components_down,connectivity_state,event,loop_duration_sec,open_positions,signals_blocked,signals_found,symbols_scanned,ts
112,0,0,0,[],CONNECTED,SYSTEM_HEALTH,0.0,0,0,0,112,2026-03-22 13:36:10
112,0,0,0,[],CONNECTED,SYSTEM_HEALTH,3.314035177230835,0,0,0,112,2026-03-22 13:37:04
112,0,223,0,[],CONNECTED,SYSTEM_HEALTH,3.5522003173828125,0,0,0,112,2026-03-22 13:38:08
112,0,398,0,[],CONNECTED,SYSTEM_HEALTH,2.3500657081604004,0,0,0,112,2026-03-22 13:39:04
112,0,398,0,[],CONNECTED,SYSTEM_HEALTH,4.285068511962891,0,0,0,112,2026-03-22 13:40:03
112,0,580,0,[],CONNECTED,SYSTEM_HEALTH,4.343031644821167,0,0,0,112,2026-03-22 13:41:07
112,0,746,0,[],CONNECTED,SYSTEM_HEALTH,5.3832714557647705,0,0,0,112,2026-03-22 13:42:06
112,0,914,0,[],CONNECTED,SYSTEM_HEALTH,6.804241180419922,0,0,0,112,2026-03-22 13:43:01
112,0,1073,0,[],CONNECTED,SYSTEM_HEALTH,8.199219942092896,0,0,0,112,2026-03-22 13:44:12
112,0,1235,0,[],CONNECTED,SYSTEM_HEALTH,9.327555656433105,0,0,0,112,2026-03-22 13:45:02
112,0,1386,0,[],CONNECTED,SYSTEM_HEALTH,8.293522834777832,0,0,0,112,2026-03-22 13:46:12
112,0,1386,0,[],CONNECTED,SYSTEM_HEALTH,5.249792098999023,0,0,0,112,2026-03-22 13:47:10
112,0,1546,0,[],CONNECTED,SYSTEM_HEALTH,9.107157945632935,0,0,0,112,2026-03-22 13:48:12
112,0,1697,0,[],CONNECTED,SYSTEM_HEALTH,9.097129344940186,0,0,0,112,2026-03-22 13:49:00
112,0,1862,0,[],CONNECTED,SYSTEM_HEALTH,6.750656604766846,0,0,0,112,2026-03-22 13:50:02
112,0,2009,0,[],CONNECTED,SYSTEM_HEALTH,15.671477794647217,1,0,0,112,2026-03-22 13:51:08
112,0,2167,0,[],CONNECTED,SYSTEM_HEALTH,13.180293321609497,1,0,0,112,2026-03-22 13:52:01
112,0,2316,0,[],CONNECTED,SYSTEM_HEALTH,14.827746152877808,1,0,0,112,2026-03-22 13:53:09
112,0,2467,0,[],CONNECTED,SYSTEM_HEALTH,4.242805480957031,1,0,0,112,2026-03-22 13:54:04
112,0,2467,0,[],CONNECTED,SYSTEM_HEALTH,6.732308626174927,1,0,0,112,2026-03-22 13:55:04
111,0,2620,0,[],CONNECTED,SYSTEM_HEALTH,2.369462490081787,1,0,0,112,2026-03-22 13:56:00
111,0,2770,0,[],CONNECTED,SYSTEM_HEALTH,12.333944320678711,1,0,0,112,2026-03-22 13:57:00
111,0,2929,0,[],CONNECTED,SYSTEM_HEALTH,2.694460153579712,1,0,0,112,2026-03-22 13:58:07
111,0,3090,0,[],CONNECTED,SYSTEM_HEALTH,11.323122501373291,0,0,0,112,2026-03-22 13:59:02
111,0,3248,0,[],CONNECTED,SYSTEM_HEALTH,3.237515926361084,0,0,0,112,2026-03-22 14:00:01
111,0,3403,0,[],CONNECTED,SYSTEM_HEALTH,12.4326491355896,0,0,0,112,2026-03-22 14:01:12
111,0,3560,0,[],CONNECTED,SYSTEM_HEALTH,12.554792881011963,0,0,0,112,2026-03-22 14:02:01
111,0,3718,0,[],CONNECTED,SYSTEM_HEALTH,12.696288347244263,0,0,0,112,2026-03-22 14:03:15
111,0,3718,0,[],CONNECTED,SYSTEM_HEALTH,12.719090700149536,0,0,0,112,2026-03-22 14:04:05
111,0,3874,0,[],CONNECTED,SYSTEM_HEALTH,2.014767646789551,0,0,0,112,2026-03-22 14:05:01
109,0,4177,1,[],CONNECTED,SYSTEM_HEALTH,2.014767646789551,5,0,14,112,2026-03-22 14:06:32
109,0,4177,2,[],CONNECTED,SYSTEM_HEALTH,2.014767646789551,4,0,14,112,2026-03-22 14:07:21
109,0,4365,3,[],CONNECTED,SYSTEM_HEALTH,2.014767646789551,3,0,14,112,2026-03-22 14:08:11
109,0,4545,3,[],CONNECTED,SYSTEM_HEALTH,18.093920469284058,3,0,0,112,2026-03-22 14:09:04
109,0,4688,3,[],CONNECTED,SYSTEM_HEALTH,18.008721828460693,3,0,0,112,2026-03-22 14:10:01
109,0,4834,3,[],CONNECTED,SYSTEM_HEALTH,6.527789354324341,2,0,0,112,2026-03-22 14:11:03
109,0,4834,3,[],CONNECTED,SYSTEM_HEALTH,11.760349750518799,2,0,0,112,2026-03-22 14:12:01
109,0,4988,3,[],CONNECTED,SYSTEM_HEALTH,17.55114507675171,2,0,0,112,2026-03-22 14:13:02
109,0,5141,3,[],CONNECTED,SYSTEM_HEALTH,2.5959787368774414,2,0,0,112,2026-03-22 14:14:01
109,0,5298,3,[],CONNECTED,SYSTEM_HEALTH,7.11897349357605,2,0,0,112,2026-03-22 14:15:11
109,0,5456,3,[],CONNECTED,SYSTEM_HEALTH,32.74315667152405,3,0,0,112,2026-03-22 14:16:00
109,0,5612,3,[],CONNECTED,SYSTEM_HEALTH,17.187957286834717,3,0,0,112,2026-03-22 14:17:04
109,0,5765,3,[],CONNECTED,SYSTEM_HEALTH,2.501162052154541,3,0,0,112,2026-03-22 14:18:04
109,1,5921,3,[],CONNECTED,SYSTEM_HEALTH,13.646394968032837,3,0,0,112,2026-03-22 14:19:02
