block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1778s; цена отошла только на 0.77 ATR,True,DOT-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,1.436,True,short,2026-03-22 14:08:33
cooldown после ATR-стопа ещё активен 1677s; цена отошла только на 0.91 ATR,True,FLOKI-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,2.84e-05,True,short,2026-03-22 14:08:34
cooldown после ATR-стопа ещё активен 1725s; цена отошла только на 0.00 ATR,True,INJ-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,2.954,True,short,2026-03-22 14:08:36
cooldown после ATR-стопа ещё активен 1755s; цена отошла только на 0.77 ATR,True,DOT-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,1.436,True,short,2026-03-22 14:08:56
cooldown после ATR-стопа ещё активен 1654s; цена отошла только на 0.91 ATR,True,FLOKI-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,2.84e-05,True,short,2026-03-22 14:08:57
cooldown после ATR-стопа ещё активен 1702s; цена отошла только на 0.00 ATR,True,INJ-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,2.954,True,short,2026-03-22 14:08:59
cooldown после ATR-стопа ещё активен 1734s; цена отошла только на 0.77 ATR,True,DOT-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,1.436,True,short,2026-03-22 14:09:17
cooldown после ATR-стопа ещё активен 1632s; цена отошла только на 0.91 ATR,True,FLOKI-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,2.84e-05,True,short,2026-03-22 14:09:19
cooldown после ATR-стопа ещё активен 1680s; цена отошла только на 0.00 ATR,True,INJ-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,2.954,True,short,2026-03-22 14:09:21
cooldown после ATR-стопа ещё активен 1709s; цена отошла только на 0.77 ATR,True,DOT-USDT-SWAP,Ошибка: первичный стоп не подтверждён на бирже,0.0,1.436,True,short,2026-03-22 14:09:42
