components,components_down,current_state,duration_prev_state_sec,duration_sec,ended_at,event,from_state,last_error,open_positions,peak_state,recovered_to,start_state,started_at,to_state,ts
"{'public': {'ok': True, 'latency_ms': 366.2, 'error_type': ''}, 'private': {'ok': True, 'latency_ms': 242.3, 'error_type': ''}, 'trade': {'ok': True, 'latency_ms': 435.5, 'error_type': ''}, 'market_data': {'ok': True, 'latency_ms': 336.1, 'error_type': ''}, 'ws_public': {'ok': False, 'latency_ms': 0.0, 'error_type': 'WsDegraded'}, 'ws_private': {'ok': False, 'latency_ms': 0.0, 'error_type': 'WsDegraded'}}","['ws_public', 'ws_private']",,1.428,,,CONNECTIVITY_STATE_CHANGED,IDLE,,,,,,,DEGRADED,2026-03-24 20:39:56
,"['ws_public', 'ws_private']",,,,,CONNECTIVITY_INCIDENT_STARTED,,,,,,DEGRADED,2026-03-24 20:39:56,,2026-03-24 20:39:56
"{'public': {'ok': True, 'latency_ms': 467.5, 'error_type': ''}, 'private': {'ok': True, 'latency_ms': 311.0, 'error_type': ''}, 'trade': {'ok': True, 'latency_ms': 415.4, 'error_type': ''}, 'market_data': {'ok': True, 'latency_ms': 240.4, 'error_type': ''}, 'ws_public': {'ok': True, 'latency_ms': 0.0, 'error_type': ''}, 'ws_private': {'ok': True, 'latency_ms': 0.0, 'error_type': ''}}",[],,7.097,,,CONNECTIVITY_STATE_CHANGED,DEGRADED,,,,,,,RECOVERING,2026-03-24 20:40:03
,[],,,7.116,2026-03-24 20:40:03,CONNECTIVITY_INCIDENT_CLOSED,,,,DEGRADED,RECOVERING,DEGRADED,2026-03-24 20:39:56,,2026-03-24 20:40:03
,,,,,,CONNECTIVITY_RECOVERY_COMPLETED,,,0,,,,,,2026-03-24 20:40:03
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 429.2, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 250.2, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 249.2, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 363.7, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 81007}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 103}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-24 20:42:14
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 308.8, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 423.6, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 442.6, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 249.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 171001}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 194}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-24 20:44:45
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 329.2, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 420.1, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 242.8, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 240.0, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 289661}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 557}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,13,,,,,,2026-03-24 20:48:08
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 418.8, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 417.1, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 241.7, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 359.9, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 386691}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 815}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,12,,,,,,2026-03-24 20:50:54
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 451.0, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 314.1, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 243.0, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 415.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 486964}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 1040}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,12,,,,,,2026-03-24 20:53:46
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 517.5, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 403.7, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 383.6, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 247.3, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 624810}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 1402}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,12,,,,,,2026-03-24 20:57:35
