early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,stopout_cooldown,DONCHIAN_ACTIVE,AAVE-USDT-SWAP,-0.460692,-0.579006,long,Turtle 20,20260320_111022_AAVE-USDT-SWAP_long,TREND_ACTIVE,0.79566,2
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,INJ-USDT-SWAP,1.503514,0.551749,short,Turtle 20,20260320_090513_INJ-USDT-SWAP_short,TREND_HOLD,2.724997,4
False,stopout_cooldown,DONCHIAN_ACTIVE,ARB-USDT-SWAP,-1.0,-0.4,short,Turtle 20,20260320_105031_ARB-USDT-SWAP_short,TREND_HOLD,2.5,1
False,канальный_выход_20_свечей,DONCHIAN_ACTIVE,IMX-USDT-SWAP,-9.461069,-1.017433,short,Turtle 55,20260320_102559_IMX-USDT-SWAP_short,TREND_HOLD,9.29896,4
False,stopout_cooldown,DONCHIAN_ACTIVE,ETHFI-USDT-SWAP,-2.788832,-0.157034,short,Turtle 20,20260320_101524_ETHFI-USDT-SWAP_short,TREND_HOLD,17.759418,2
False,stopout_cooldown,ATR_INITIAL,FLOKI-USDT-SWAP,0.0,0.0,short,Turtle 20,20260320_101529_FLOKI-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,ADA-USDT-SWAP,-1.071811,-8.769737,short,Turtle 20,20260320_101520_ADA-USDT-SWAP_short,INITIAL_RISK,0.122217,1
False,stopout_cooldown,DONCHIAN_ACTIVE,BTC-USDT-SWAP,-0.79493,-0.570015,short,Turtle 20,20260320_100523_BTC-USDT-SWAP_short,TREND_HOLD,1.394578,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,LINK-USDT-SWAP,-0.690566,-0.596398,short,Turtle 20,20260320_100858_LINK-USDT-SWAP_short,TREND_HOLD,1.157895,3
False,stopout_cooldown,DONCHIAN_ACTIVE,KSM-USDT-SWAP,-0.769481,-0.305323,long,Turtle 20,20260320_090330_KSM-USDT-SWAP_long,TREND_HOLD,2.520219,2
