details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-19 23:21:13
"{""ts"": ""2026-03-19 23:21:13"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 113, ""trade_ready_count"": 3, ""scanner_total"": 113, ""scanner_scanned"": 4, ""scanner_ready"": 4, ""scanner_pending"": 109, ""scanner_failed"": 0, ""scanner_allowed"": 3, ""scanner_blocked"": 1, ""scanner_dead"": 1, ""scanner_saw"": 0, ""scanner_ripping"": 0, ""scanner_status_text"": ""SCANNING"", ""scanner_safe"": 3, ""scanner_caution"": 0, ""scanner_risky"": 1, ""scanner_blacklist"": 1, ""scanner_exec_watch"": 0, ""scanner_admitted"": 3, ""signal_funnel"": {""cycle_id"": 1, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 23:21:13
,filter_diagnostics,,unknown,2026-03-19 23:36:18
"{""ts"": ""2026-03-19 23:36:18"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 1, ""available_after_bans_count"": 113, ""trade_ready_count"": 49, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 50, ""scanner_blocked"": 63, ""scanner_dead"": 23, ""scanner_saw"": 2, ""scanner_ripping"": 38, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 63, ""scanner_blacklist"": 61, ""scanner_exec_watch"": 38, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 44, ""instruments_scanned"": 49, ""prefilter_skipped"": 64, ""warmup_rejected"": 1, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 50, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 23:36:18
,filter_diagnostics,,unknown,2026-03-19 23:51:24
"{""ts"": ""2026-03-19 23:51:24"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 2, ""hard_blocked_unique_count"": 2, ""execution_watchlist_count"": 0, ""open_positions_count"": 1, ""available_after_bans_count"": 111, ""trade_ready_count"": 48, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 50, ""scanner_blocked"": 63, ""scanner_dead"": 23, ""scanner_saw"": 2, ""scanner_ripping"": 38, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 63, ""scanner_blacklist"": 61, ""scanner_exec_watch"": 38, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 88, ""instruments_scanned"": 49, ""prefilter_skipped"": 64, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 51, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 23:51:24
,filter_diagnostics,,unknown,2026-03-20 00:06:28
"{""ts"": ""2026-03-20 00:06:28"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 2, ""hard_blocked_unique_count"": 2, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 111, ""trade_ready_count"": 48, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 50, ""scanner_blocked"": 63, ""scanner_dead"": 23, ""scanner_saw"": 2, ""scanner_ripping"": 38, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 63, ""scanner_blacklist"": 61, ""scanner_exec_watch"": 38, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 137, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-20 00:06:28
,filter_diagnostics,,unknown,2026-03-20 00:21:47
"{""ts"": ""2026-03-20 00:21:47"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 113, ""trade_ready_count"": 48, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 50, ""scanner_blocked"": 63, ""scanner_dead"": 24, ""scanner_saw"": 2, ""scanner_ripping"": 37, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 63, ""scanner_blacklist"": 61, ""scanner_exec_watch"": 37, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 178, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-20 00:21:47
,filter_diagnostics,,unknown,2026-03-20 00:36:49
"{""ts"": ""2026-03-20 00:36:49"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 1, ""illiquid_count"": 0, ""stopout_cooldown_count"": 1, ""hard_blocked_unique_count"": 2, ""execution_watchlist_count"": 0, ""open_positions_count"": 4, ""available_after_bans_count"": 111, ""trade_ready_count"": 43, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 48, ""scanner_blocked"": 65, ""scanner_dead"": 24, ""scanner_saw"": 2, ""scanner_ripping"": 39, ""scanner_status_text"": ""READY"", ""scanner_safe"": 48, ""scanner_caution"": 0, ""scanner_risky"": 65, ""scanner_blacklist"": 63, ""scanner_exec_watch"": 39, ""scanner_admitted"": 48, ""signal_funnel"": {""cycle_id"": 207, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-20 00:36:49
,filter_diagnostics,,unknown,2026-03-20 00:51:52
