action,inst_id,latency_ms,price,qty,response_code,response_message,side,success,timestamp,trade_id
position_opened,XAG-USDT-SWAP,0.0,72.84996545768567,4053.0,,,long,True,2026-03-19 23:30:17,20260319_233014_XAG-USDT-SWAP_long
OPEN,XAG-USDT-SWAP,0.0,72.84996545768567,4053.0,,Первичный вход,long,True,2026-03-19 23:30:17,20260319_233014_XAG-USDT-SWAP_long
position_opened,LIT-USDT-SWAP,0.0,1.223,238.0,,,long,True,2026-03-19 23:40:14,20260319_234011_LIT-USDT-SWAP_long
OPEN,LIT-USDT-SWAP,0.0,1.223,238.0,,Первичный вход,long,True,2026-03-19 23:40:14,20260319_234011_LIT-USDT-SWAP_long
position_closed,XAG-USDT-SWAP,0.0,0.0,4053.0,stopout_cooldown,ATR стоп 2.0N,long,True,2026-03-19 23:40:18,20260319_233014_XAG-USDT-SWAP_long
CLOSE,XAG-USDT-SWAP,0.0,72.65,4053.0,,ATR стоп 2.0N,long,True,2026-03-19 23:40:18,20260319_233014_XAG-USDT-SWAP_long
position_closed,LIT-USDT-SWAP,0.0,0.0,238.0,stopout_cooldown,ATR стоп 2.0N,long,True,2026-03-19 23:44:25,20260319_234011_LIT-USDT-SWAP_long
CLOSE,LIT-USDT-SWAP,0.0,1.214,238.0,,ATR стоп 2.0N,long,True,2026-03-19 23:44:25,20260319_234011_LIT-USDT-SWAP_long
position_opened,LIT-USDT-SWAP,0.0,1.216,241.0,,,long,True,2026-03-19 23:44:49,20260319_234446_LIT-USDT-SWAP_long
OPEN,LIT-USDT-SWAP,0.0,1.216,241.0,,Первичный вход,long,True,2026-03-19 23:44:49,20260319_234446_LIT-USDT-SWAP_long
position_opened,NEO-USDT-SWAP,0.0,2.722883870967742,1085.0,,,long,True,2026-03-20 00:15:19,20260320_001517_NEO-USDT-SWAP_long
OPEN,NEO-USDT-SWAP,0.0,2.722883870967742,1085.0,,Первичный вход,long,True,2026-03-20 00:15:19,20260320_001517_NEO-USDT-SWAP_long
position_opened,LDO-USDT-SWAP,0.0,0.2994593846153848,9750.0,,,long,True,2026-03-20 00:15:23,20260320_001520_LDO-USDT-SWAP_long
OPEN,LDO-USDT-SWAP,0.0,0.2994593846153848,9750.0,,Первичный вход,long,True,2026-03-20 00:15:23,20260320_001520_LDO-USDT-SWAP_long
position_closed,NEO-USDT-SWAP,0.0,0.0,1085.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:15:29,20260320_001517_NEO-USDT-SWAP_long
CLOSE,NEO-USDT-SWAP,0.0,2.718,1085.0,,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:15:29,20260320_001517_NEO-USDT-SWAP_long
position_opened,NEO-USDT-SWAP,0.0,2.720528917910448,1072.0,,,long,True,2026-03-20 00:15:56,20260320_001554_NEO-USDT-SWAP_long
OPEN,NEO-USDT-SWAP,0.0,2.720528917910448,1072.0,,Первичный вход,long,True,2026-03-20 00:15:56,20260320_001554_NEO-USDT-SWAP_long
position_opened,NEO-USDT-SWAP,0.0,2.7197136194029854,1072.0,,,long,True,2026-03-20 00:16:28,20260320_001625_NEO-USDT-SWAP_long
OPEN,NEO-USDT-SWAP,0.0,2.7197136194029854,1072.0,,Первичный вход,long,True,2026-03-20 00:16:28,20260320_001625_NEO-USDT-SWAP_long
position_closed,NEO-USDT-SWAP,0.0,0.0,1072.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:17:10,20260320_001625_NEO-USDT-SWAP_long
CLOSE,NEO-USDT-SWAP,0.0,2.718,1072.0,,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:17:10,20260320_001625_NEO-USDT-SWAP_long
position_opened,NEO-USDT-SWAP,0.0,2.7219766573295985,1071.0,,,long,True,2026-03-20 00:17:34,20260320_001732_NEO-USDT-SWAP_long
OPEN,NEO-USDT-SWAP,0.0,2.7219766573295985,1071.0,,Первичный вход,long,True,2026-03-20 00:17:34,20260320_001732_NEO-USDT-SWAP_long
position_opened,NEO-USDT-SWAP,0.0,2.720464052287582,1071.0,,,long,True,2026-03-20 00:18:01,20260320_001758_NEO-USDT-SWAP_long
OPEN,NEO-USDT-SWAP,0.0,2.720464052287582,1071.0,,Первичный вход,long,True,2026-03-20 00:18:01,20260320_001758_NEO-USDT-SWAP_long
position_closed,NEO-USDT-SWAP,0.0,0.0,1071.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:18:43,20260320_001758_NEO-USDT-SWAP_long
CLOSE,NEO-USDT-SWAP,0.0,2.718,1071.0,,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:18:43,20260320_001758_NEO-USDT-SWAP_long
position_opened,NEO-USDT-SWAP,0.0,2.7219953314659198,1071.0,,,long,True,2026-03-20 00:19:07,20260320_001904_NEO-USDT-SWAP_long
OPEN,NEO-USDT-SWAP,0.0,2.7219953314659198,1071.0,,Первичный вход,long,True,2026-03-20 00:19:07,20260320_001904_NEO-USDT-SWAP_long
position_closed,NEO-USDT-SWAP,0.0,0.0,1071.0,stopout_cooldown,ATR стоп 2.0N,long,True,2026-03-20 00:23:02,20260320_001904_NEO-USDT-SWAP_long
CLOSE,NEO-USDT-SWAP,0.0,2.713,1071.0,,ATR стоп 2.0N,long,True,2026-03-20 00:23:02,20260320_001904_NEO-USDT-SWAP_long
position_opened,TRX-USDT-SWAP,0.0,0.3028,9.62,,,long,True,2026-03-20 00:30:22,20260320_003019_TRX-USDT-SWAP_long
OPEN,TRX-USDT-SWAP,0.0,0.3028,9.62,,Первичный вход,long,True,2026-03-20 00:30:22,20260320_003019_TRX-USDT-SWAP_long
position_opened,COMP-USDT-SWAP,0.0,19.04,1507.8,,,long,True,2026-03-20 00:30:25,20260320_003022_COMP-USDT-SWAP_long
OPEN,COMP-USDT-SWAP,0.0,19.04,1507.8,,Первичный вход,long,True,2026-03-20 00:30:25,20260320_003022_COMP-USDT-SWAP_long
position_opened,LPT-USDT-SWAP,0.0,2.2379797504120558,12741.0,,,long,True,2026-03-20 00:30:28,20260320_003025_LPT-USDT-SWAP_long
OPEN,LPT-USDT-SWAP,0.0,2.2379797504120558,12741.0,,Первичный вход,long,True,2026-03-20 00:30:28,20260320_003025_LPT-USDT-SWAP_long
position_closed,LPT-USDT-SWAP,0.0,0.0,12741.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:30:45,20260320_003025_LPT-USDT-SWAP_long
CLOSE,LPT-USDT-SWAP,0.0,2.236,12741.0,,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:30:45,20260320_003025_LPT-USDT-SWAP_long
position_opened,LPT-USDT-SWAP,0.0,2.239732840800763,12588.0,,,long,True,2026-03-20 00:31:17,20260320_003113_LPT-USDT-SWAP_long
OPEN,LPT-USDT-SWAP,0.0,2.239732840800763,12588.0,,Первичный вход,long,True,2026-03-20 00:31:17,20260320_003113_LPT-USDT-SWAP_long
position_closed,LPT-USDT-SWAP,0.0,0.0,12588.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:31:28,20260320_003113_LPT-USDT-SWAP_long
CLOSE,LPT-USDT-SWAP,0.0,2.235,12588.0,,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 00:31:28,20260320_003113_LPT-USDT-SWAP_long
position_opened,LIT-USDT-SWAP,0.0,1.191,235.0,,,short,True,2026-03-20 00:35:49,20260320_003547_LIT-USDT-SWAP_short
OPEN,LIT-USDT-SWAP,0.0,1.191,235.0,,Первичный вход,short,True,2026-03-20 00:35:49,20260320_003547_LIT-USDT-SWAP_short
position_closed,LIT-USDT-SWAP,0.0,0.0,235.0,stopout_cooldown,ATR стоп 2.0N,short,True,2026-03-20 00:43:07,20260320_003547_LIT-USDT-SWAP_short
CLOSE,LIT-USDT-SWAP,0.0,1.199,235.0,,ATR стоп 2.0N,short,True,2026-03-20 00:43:07,20260320_003547_LIT-USDT-SWAP_short
position_opened,AUCTION-USDT-SWAP,0.0,4.985594738523805,5633.4,,,short,True,2026-03-20 00:50:34,20260320_005031_AUCTION-USDT-SWAP_short
OPEN,AUCTION-USDT-SWAP,0.0,4.985594738523805,5633.4,,Первичный вход,short,True,2026-03-20 00:50:34,20260320_005031_AUCTION-USDT-SWAP_short
position_opened,OP-USDT-SWAP,0.0,0.121204046181642,22693.0,,,long,True,2026-03-20 01:00:27,20260320_010024_OP-USDT-SWAP_long
OPEN,OP-USDT-SWAP,0.0,0.121204046181642,22693.0,,Первичный вход,long,True,2026-03-20 01:00:27,20260320_010024_OP-USDT-SWAP_long
position_closed,OP-USDT-SWAP,0.0,0.0,22693.0,stopout_cooldown,ATR стоп 2.0N,long,True,2026-03-20 01:01:40,20260320_010024_OP-USDT-SWAP_long
CLOSE,OP-USDT-SWAP,0.0,0.1206,22693.0,,ATR стоп 2.0N,long,True,2026-03-20 01:01:40,20260320_010024_OP-USDT-SWAP_long
position_opened,OP-USDT-SWAP,0.0,0.1211941913602285,22408.0,,,long,True,2026-03-20 01:02:09,20260320_010205_OP-USDT-SWAP_long
OPEN,OP-USDT-SWAP,0.0,0.1211941913602285,22408.0,,Первичный вход,long,True,2026-03-20 01:02:09,20260320_010205_OP-USDT-SWAP_long
position_closed,OP-USDT-SWAP,0.0,0.0,22408.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 01:02:24,20260320_010205_OP-USDT-SWAP_long
CLOSE,OP-USDT-SWAP,0.0,0.12105,22408.0,,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 01:02:24,20260320_010205_OP-USDT-SWAP_long
position_opened,OP-USDT-SWAP,0.0,0.1212714252555462,22403.0,,,long,True,2026-03-20 01:02:53,20260320_010248_OP-USDT-SWAP_long
OPEN,OP-USDT-SWAP,0.0,0.1212714252555462,22403.0,,Первичный вход,long,True,2026-03-20 01:02:53,20260320_010248_OP-USDT-SWAP_long
position_closed,OP-USDT-SWAP,0.0,0.0,22403.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 01:03:13,20260320_010248_OP-USDT-SWAP_long
CLOSE,OP-USDT-SWAP,0.0,0.1211,22403.0,,Ошибка: первичный стоп не подтверждён на бирже,long,True,2026-03-20 01:03:13,20260320_010248_OP-USDT-SWAP_long
position_closed,COMP-USDT-SWAP,0.0,0.0,4523.4,канальный_выход_20_свечей,Канальный выход 20 свечей,long,True,2026-03-20 01:03:40,20260320_003022_COMP-USDT-SWAP_long
CLOSE,COMP-USDT-SWAP,0.0,19.04,4523.4,,Канальный выход 20 свечей,long,True,2026-03-20 01:03:40,20260320_003022_COMP-USDT-SWAP_long
position_opened,DOT-USDT-SWAP,0.0,1.517,1847.0,,,short,True,2026-03-20 01:05:36,20260320_010533_DOT-USDT-SWAP_short
