duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
1031,False,0.390106,weak,Turtle 20,-1.307692,stopout_cooldown,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,1.471762,3.001808,17.0,0.390106,0.79566,hurt,-0.112937,-11.143499999999802,-0.22587359936223522,long,-0.147404,6,0,2,20260320_111022_AAVE-USDT-SWAP_long,-0.579006,0.79566,1,2
6875,False,0.824914,strong,Turtle 20,0.668048,канальный_выход_10_свечей,INJ-USDT-SWAP,pre_close:Канальный выход 10 свечей,1.74057,2.577329,44.0,1.840296,2.724997,helped,0.253845,104.9584000000026,1.0153816018175548,short,0.531049,22,0,0,20260320_090513_INJ-USDT-SWAP_short,0.551749,2.724997,3,4
265,False,0.498504,strong,Turtle 20,0.0,stopout_cooldown,ARB-USDT-SWAP,pre_close:ATR стоп 2.0N,1.196411,6.0,2.0,0.498504,2.5,no_pyramid,-0.199402,-4.87380000000014,-0.19940179461615726,short,-0.04,1,0,0,20260320_105031_ARB-USDT-SWAP_short,-0.4,2.5,0,1
1126,False,9.037882,strong,Turtle 55,-2.337611,канальный_выход_20_свечей,IMX-USDT-SWAP,pre_close:Канальный выход 20 свечей,3.671893,3.777963,17.0,9.037882,9.29896,hurt,-2.29886,-697.6509504838847,-9.195439067492671,short,-0.41046,6,0,2,20260320_102559_IMX-USDT-SWAP_short,-1.017433,9.29896,3,4
1759,False,9.582216,strong,Turtle 20,-0.110369,stopout_cooldown,ETHFI-USDT-SWAP,pre_close:ATR стоп 2.0N,1.414289,2.621205,10.0,9.582216,17.759418,hurt,-0.752365,-74.22979999994232,-1.5047298267839357,short,0.10578,5,0,0,20260320_101524_ETHFI-USDT-SWAP_short,-0.157034,17.759418,1,2
908,False,0.0,unknown,Turtle 20,0.0,stopout_cooldown,FLOKI-USDT-SWAP,pre_close:ATR стоп 2.0N,2.239305,7.12766,4.0,0.0,0.0,no_pyramid,-0.26738,-6.639999999999937,-0.26737967914438243,short,0.2,2,0,0,20260320_101529_FLOKI-USDT-SWAP_short,0.0,0.0,0,1
510,False,0.061254,weak,Turtle 20,0.0,stopout_cooldown,ADA-USDT-SWAP,pre_close:ATR стоп 2.0N,2.108075,4.206141,0.0,0.061254,0.122217,no_pyramid,-0.537182,-13.557999999997836,-0.5371815362963169,short,-5.061843,0,0,0,20260320_101520_ADA-USDT-SWAP_short,-8.769738,0.122217,0,1
1096,False,0.472365,normal,Turtle 20,-2.41301,stopout_cooldown,BTC-USDT-SWAP,STOP_HEALTH_CONFIRMED,0.893366,2.63751,14.5,0.472365,1.394578,no_pyramid,-0.269255,-6.889240000000125,-0.2692550225939705,short,-0.142009,6,0,1,20260320_100523_BTC-USDT-SWAP_short,-0.570015,1.394578,0,1
818,False,0.364279,normal,Turtle 20,-1.092593,канальный_выход_10_свечей,LINK-USDT-SWAP,STOP_HEALTH_CONFIRMED,0.993487,3.157895,22.5,0.364279,1.157895,hurt,-0.072418,-16.73947999999929,-0.21725521964870015,short,-0.157839,10,0,1,20260320_100858_LINK-USDT-SWAP_short,-0.596398,1.157895,2,3
2935,False,0.913742,strong,Turtle 20,-2.554804,stopout_cooldown,KSM-USDT-SWAP,pre_close:ATR стоп 2.0N,2.301859,6.348829,38.0,0.913742,2.520219,hurt,-0.139493,-14.814800000001402,-0.27898657901080776,long,0.016806,19,0,0,20260320_090330_KSM-USDT-SWAP_long,-0.305323,2.520219,1,2
2364,False,1.104613,strong,Turtle 20,-3.0,stopout_cooldown,BCH-USDT-SWAP,STOP_HEALTH_CONFIRMED,1.082954,5.952381,21.0,1.104613,6.071429,no_pyramid,-0.129955,-3.3102000000001257,-0.1299545159194331,short,0.129412,8,0,2,20260320_090522_BCH-USDT-SWAP_short,-0.117647,6.071429,0,1
3915,False,0.0,unknown,Turtle 55,0.0,stopout_cooldown,ETC-USDT-SWAP,pre_close:ATR стоп 2.0N,13.278496,3.610224,16.5,0.0,0.0,no_pyramid,-0.235018,-6.027999999999871,-0.23501762632196915,long,0.2,7,0,1,20260320_082528_ETC-USDT-SWAP_long,0.0,0.0,0,1
2527,False,5.554103,strong,Turtle 20,0.0,stopout_cooldown,ETHW-USDT-SWAP,closed_candle,4.954362,4.397308,12.5,5.554103,4.929615,no_pyramid,-1.018202,-25.527820000001366,-1.018201968285926,long,0.090006,5,0,1,20260320_084632_ETHW-USDT-SWAP_long,-0.183324,4.929615,0,1
22,True,2.149545,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,AXS-USDT-SWAP,STOP_INIT_FAILED,4.378615,14.510866,40.0,2.175467,7.209564,no_pyramid,0.025922,0.6596400000005169,0.025922490660462958,short,0.20715,20,0,0,20260320_090938_AXS-USDT-SWAP_short,0.011916,7.209564,0,1
25,True,2.09419,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,AXS-USDT-SWAP,STOP_INIT_FAILED,4.449789,14.736692,40.0,2.108761,6.983738,no_pyramid,0.014571,0.37052000000023533,0.014570600066727595,short,0.204146,20,0,0,20260320_090854_AXS-USDT-SWAP_short,0.00691,6.983738,0,1
22,True,2.0943,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,AXS-USDT-SWAP,STOP_INIT_FAILED,4.455248,14.754,40.0,2.103645,6.96643,no_pyramid,0.009345,0.23762000000021058,0.009344831437528239,short,0.202665,20,0,0,20260320_090813_AXS-USDT-SWAP_short,0.004442,6.96643,0,1
24,True,2.221501,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,AXS-USDT-SWAP,STOP_INIT_FAILED,4.329495,14.354836,40.0,2.221502,7.365594,no_pyramid,1e-06,1.9999999963449256e-05,7.847524345197959e-07,short,0.2,20,0,0,20260320_090730_AXS-USDT-SWAP_short,0.0,7.365594,0,1
22,True,2.142161,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,AXS-USDT-SWAP,STOP_INIT_FAILED,4.41415,14.623651,40.0,2.142163,7.096779,no_pyramid,2e-06,4.000000038570928e-05,1.570778409981976e-06,short,0.200001,20,0,0,20260320_090649_AXS-USDT-SWAP_short,1e-06,7.096779,0,1
23,True,2.269044,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,AXS-USDT-SWAP,STOP_INIT_FAILED,4.278767,14.193546,40.0,2.269045,7.526884,no_pyramid,1e-06,1.9999999963449256e-05,7.843708693196187e-07,short,0.2,20,0,0,20260320_090608_AXS-USDT-SWAP_short,0.0,7.526884,0,1
26,True,2.379796,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,AXS-USDT-SWAP,STOP_INIT_FAILED,4.160595,13.817202,40.0,2.379797,7.903228,no_pyramid,1e-06,1.9999999736342033e-05,7.744493023114714e-07,short,0.2,20,0,0,20260320_090518_AXS-USDT-SWAP_short,0.0,7.903228,0,1
179,False,0.633844,normal,Turtle 20,0.0,stopout_cooldown,KSM-USDT-SWAP,pre_close:ATR стоп 2.0N,2.572837,7.11596,38.0,0.633844,1.753088,no_pyramid,-0.528309,-13.440100000000122,-0.5283089118721693,long,-0.3001,19,0,0,20260320_090011_KSM-USDT-SWAP_long,-0.8335,1.753088,0,1
1696,False,0.377687,normal,Turtle 20,-0.920851,stopout_cooldown,SUI-USDT-SWAP,pre_close:ATR стоп 2.0N,1.704693,4.639041,6.0,0.377687,1.027812,hurt,-0.086572,-8.727910000000758,-0.1731431663495571,long,-0.075058,3,0,0,20260320_083105_SUI-USDT-SWAP_long,-0.45843,1.027812,1,2
2663,False,0.675575,normal,Turtle 20,-1.991086,stopout_cooldown,AUCTION-USDT-SWAP,pre_close:ATR стоп 2.0N,1.829429,3.481709,26.0,0.675575,1.285733,hurt,-0.135805,-13.96688999999993,-0.27160988440705924,short,-0.041226,13,0,0,20260320_080544_AUCTION-USDT-SWAP_short,-0.402043,1.285733,1,2
37,False,4.372323,strong,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ETHW-USDT-SWAP,closed_candle,6.01849,5.402271,12.5,4.372323,3.924652,no_pyramid,-1.305131,-33.11508000002183,-1.3051311239202255,long,0.020901,5,0,1,20260320_084535_ETHW-USDT-SWAP_long,-0.298498,3.924652,0,1
3024,False,0.776197,weak,Turtle 20,0.0,stopout_cooldown,2Z-USDT-SWAP,STOP_HEALTH_RESTORED,2.716688,2.234043,22.0,0.776197,0.638298,no_pyramid,-0.388098,-9.174000000000262,-0.38809831824063207,short,-0.1,11,0,0,20260320_074712_2Z-USDT-SWAP_short,-0.5,0.638298,0,1
300,False,0.001821,weak,Turtle 20,0.0,stopout_cooldown,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,1.313524,4.993076,17.0,0.001821,0.006924,no_pyramid,-0.327015,-8.330399999999868,-0.327014959214983,long,-107.547927,6,0,2,20260320_082532_AAVE-USDT-SWAP_long,-179.579879,0.006924,0,1
56,False,0.222823,weak,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,LPT-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,4.672608,20.190997,4.0,0.222823,0.962849,no_pyramid,-0.088704,-2.2806000000000277,-0.08870445291219556,long,-0.038856,2,0,0,20260320_080901_LPT-USDT-SWAP_long,-0.398094,0.962849,0,1
55,False,0.267145,normal,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,LPT-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,4.629263,19.994605,4.0,0.268394,1.159241,no_pyramid,0.001249,0.03209999999983899,0.0012489953077790574,long,0.202792,2,0,0,20260320_080745_LPT-USDT-SWAP_long,0.004654,1.159241,0,1
56,False,0.223961,weak,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,LPT-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,4.671526,20.186091,4.0,0.223961,0.967755,no_pyramid,-0.08757,-2.2520000000001237,-0.08757008377292219,long,-0.034604,2,0,0,20260320_080631_LPT-USDT-SWAP_long,-0.391006,0.967755,0,1
57,False,0.181238,weak,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,LPT-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,4.712162,20.370368,4.0,0.181238,0.783478,no_pyramid,-0.174646,-4.546599999999557,-0.17464601972170019,long,-0.378177,2,0,0,20260320_080508_LPT-USDT-SWAP_long,-0.963628,0.783478,0,1
3480,False,1.434372,normal,Turtle 20,-2.026159,stopout_cooldown,KSM-USDT-SWAP,pre_close:ATR стоп 2.0N,1.80978,1.43808,38.0,1.434372,1.139775,no_pyramid,-0.612274,-15.986800000000361,-0.6122743567276114,short,-0.056115,19,0,0,20260320_070516_KSM-USDT-SWAP_short,-0.426859,1.139775,0,1
793,False,0.256498,weak,Turtle 20,0.0,stopout_cooldown,CFX-USDT-SWAP,STOP_HEALTH_CONFIRMED,4.184829,3.065788,24.5,0.256498,0.187909,no_pyramid,-1.280884,-29.090849999995314,-1.2808844570610851,short,-2.796245,11,0,1,20260320_074510_CFX-USDT-SWAP_short,-4.993741,0.187909,0,1
969,False,0.330767,weak,Turtle 20,-4.521739,stopout_cooldown,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,3.139283,3.670886,17.5,0.330767,0.386779,no_pyramid,-0.625451,-14.711839999999793,-0.6254510464277034,short,-0.934547,5,0,3,20260320_074025_XLM-USDT-SWAP_short,-1.890911,0.386779,0,1
8495,False,0.940439,weak,Turtle 20,-1.0,канальный_выход_10_свечей,COMP-USDT-SWAP,STOP_HEALTH_RESTORED,2.298851,1.712062,24.0,0.940439,0.700389,hurt,-0.116448,-22.49799999999992,-0.3493449781659376,short,-0.022882,12,0,0,20260320_053051_COMP-USDT-SWAP_short,-0.37147,0.700389,2,3
59,False,0.717281,weak,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,2Z-USDT-SWAP,STOP_HEALTH_RESTORED,2.777678,2.282841,22.0,0.717281,0.589499,no_pyramid,-0.059376,-1.332999999999672,-0.059376259741055,short,0.150332,11,0,0,20260320_074553_2Z-USDT-SWAP_short,-0.08278,0.589499,0,1
378,False,0.30368,normal,Turtle 20,0.0,stopout_cooldown,LTC-USDT-SWAP,pre_close:ATR стоп 2.0N,0.60736,4.0,4.5,0.30368,2.0,hurt,-0.080386,-8.009999999999671,-0.16077170418005773,long,-0.117647,1,0,1,20260320_071524_LTC-USDT-SWAP_long,-0.529412,2.0,1,2
