atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.1435,1.881533,1.0,0.76631,72.74,25.087108,1.184669,0.76631,72.74,69.14,minimal,72.84996546,breakout_quality,True,XAG-USDT-SWAP,long,Turtle 55,5m,2026-03-19 23:30:17
0.0034,0.0,0.0,1.176471,1.219,16.470588,1.470588,1.176471,1.219,1.163,minimal,1.223,breakout_quality,True,LIT-USDT-SWAP,long,Turtle 55,5m,2026-03-19 23:40:14
0.0034,0.0,0.0,0.882353,1.219,16.470588,1.470588,-0.882353,1.219,1.163,minimal,1.216,breakout_quality,True,LIT-USDT-SWAP,long,Turtle 55,5m,2026-03-19 23:44:49
0.00245,2.040816,1.0,3.217907,2.715,9.795918,2.040816,3.217907,2.715,2.691,minimal,2.72288387,breakout_quality,True,NEO-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:15:19
0.001625,0.861538,0.823529,0.22116,0.2991,1.846154,0.123077,0.22116,0.2991,0.2961,minimal,0.29945938,breakout_quality,True,LDO-USDT-SWAP,long,Turtle 20,5m,2026-03-20 00:15:23
0.00245,2.040816,1.0,2.256701,2.715,9.795918,2.040816,2.256701,2.715,2.691,minimal,2.72052892,breakout_quality,True,NEO-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:15:56
0.00245,2.040816,1.0,1.923926,2.715,9.795918,2.040816,1.923926,2.715,2.691,minimal,2.71971362,breakout_quality,True,NEO-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:16:28
0.00245,2.040816,1.0,2.847615,2.715,9.795918,2.040816,2.847615,2.715,2.691,minimal,2.72197666,breakout_quality,True,NEO-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:17:34
0.00245,2.040816,1.0,2.230225,2.715,9.795918,2.040816,2.230225,2.715,2.691,minimal,2.72046405,breakout_quality,True,NEO-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:18:01
0.00245,2.040816,1.0,2.855237,2.715,9.795918,2.040816,2.855237,2.715,2.691,minimal,2.72199533,breakout_quality,True,NEO-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:19:07
0.000375,0.533333,1.0,0.266667,0.3027,9.866667,0.266667,0.266667,0.3027,0.299,minimal,0.3028,breakout_quality,True,TRX-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:30:22
0.109,1.100917,0.8,0.366972,19.08,5.87156,0.183486,-0.366972,19.08,18.44,minimal,19.04,breakout_quality,True,COMP-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:30:25
0.0019,2.105263,1.0,3.673553,2.231,13.684211,1.578947,3.673553,2.231,2.205,minimal,2.23797975,breakout_quality,True,LPT-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:30:28
0.0019,2.105263,1.0,4.596232,2.231,13.684211,1.578947,4.596232,2.231,2.205,minimal,2.23973284,breakout_quality,True,LPT-USDT-SWAP,long,Turtle 55,5m,2026-03-20 00:31:17
0.00315,0.0,0.0,3.492063,1.202,6.984127,3.174603,3.492063,1.224,1.202,minimal,1.191,breakout_quality,True,LIT-USDT-SWAP,short,Turtle 20,5m,2026-03-20 00:35:49
0.0354,0.79096,0.8,0.406928,5.0,2.966102,0.282486,0.406928,5.105,5.0,minimal,4.98559474,breakout_quality,True,AUCTION-USDT-SWAP,short,Turtle 20,5m,2026-03-20 00:50:34
