early_exit_flag,early_exit_gap_pct,inst_id,last_stop_move_reason,mae_pct,market_risk_score,mfe_pct,pnl_pct,side,stop_move_events,trade_id,unit_add_events
False,0.390106,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,1.471762,17.0,0.390106,-0.22587359936223522,long,0,20260320_111022_AAVE-USDT-SWAP_long,1
False,0.824914,INJ-USDT-SWAP,pre_close:Канальный выход 10 свечей,1.74057,44.0,1.840296,1.0153816018175548,short,0,20260320_090513_INJ-USDT-SWAP_short,3
False,0.498504,ARB-USDT-SWAP,pre_close:ATR стоп 2.0N,1.196411,2.0,0.498504,-0.19940179461615726,short,0,20260320_105031_ARB-USDT-SWAP_short,0
False,9.037882,IMX-USDT-SWAP,pre_close:Канальный выход 20 свечей,3.671893,17.0,9.037882,-9.195439067492671,short,0,20260320_102559_IMX-USDT-SWAP_short,3
False,9.582216,ETHFI-USDT-SWAP,pre_close:ATR стоп 2.0N,1.414289,10.0,9.582216,-1.5047298267839357,short,0,20260320_101524_ETHFI-USDT-SWAP_short,1
False,0.0,FLOKI-USDT-SWAP,pre_close:ATR стоп 2.0N,2.239305,4.0,0.0,-0.26737967914438243,short,0,20260320_101529_FLOKI-USDT-SWAP_short,0
False,0.061254,ADA-USDT-SWAP,pre_close:ATR стоп 2.0N,2.108075,0.0,0.061254,-0.5371815362963169,short,0,20260320_101520_ADA-USDT-SWAP_short,0
False,0.472365,BTC-USDT-SWAP,STOP_HEALTH_CONFIRMED,0.893366,14.5,0.472365,-0.2692550225939705,short,0,20260320_100523_BTC-USDT-SWAP_short,0
False,0.364279,LINK-USDT-SWAP,STOP_HEALTH_CONFIRMED,0.993487,22.5,0.364279,-0.21725521964870015,short,0,20260320_100858_LINK-USDT-SWAP_short,2
False,0.913742,KSM-USDT-SWAP,pre_close:ATR стоп 2.0N,2.301859,38.0,0.913742,-0.27898657901080776,long,0,20260320_090330_KSM-USDT-SWAP_long,1
False,1.104613,BCH-USDT-SWAP,STOP_HEALTH_CONFIRMED,1.082954,21.0,1.104613,-0.1299545159194331,short,0,20260320_090522_BCH-USDT-SWAP_short,0
False,0.0,ETC-USDT-SWAP,pre_close:ATR стоп 2.0N,13.278496,16.5,0.0,-0.23501762632196915,long,0,20260320_082528_ETC-USDT-SWAP_long,0
False,5.554103,ETHW-USDT-SWAP,closed_candle,4.954362,12.5,5.554103,-1.018201968285926,long,0,20260320_084632_ETHW-USDT-SWAP_long,0
