duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
6877,False,0.444444,weak,Turtle 20,-1.0,синхронизация:_позиция_отсутствует_на_бирже,1INCH-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,3.111111,0.903226,11.0,0.444444,0.129032,no_pyramid,-2.222222,-11.35519999999993,-2.2222222222222086,long,-2.600003,2,2,0,20260331_060102_1INCH-USDT-SWAP_long,-5.000005,0.129032,0,1
3832,False,1.285985,weak,Turtle 55,-0.254443,синхронизация:_позиция_отсутствует_на_бирже,XAG-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,4.813756,0.684687,13.25,1.285985,0.182913,hurt,-0.502713,-10.123499999999954,-1.005425214270723,long,-0.0691,2,1,0,20260331_043137_XAG-USDT-SWAP_long,-0.781833,0.182913,1,2
3862,False,1.298421,weak,Turtle 20,-3.617406,синхронизация:_позиция_отсутствует_на_бирже,XTZ-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,2.091487,0.960743,9.0,1.298421,0.596441,no_pyramid,-3.905514,-19.756100000000956,-3.905513617909253,long,-1.404737,2,1,0,20260331_040025_XTZ-USDT-SWAP_long,-3.007895,0.596441,0,1
21805,False,0.518087,weak,Turtle 20,-0.455256,синхронизация:_позиция_отсутствует_на_бирже,IMX-USDT-SWAP,manage_cycle_reconcile,4.62146,0.970432,10.0,0.518087,0.10879,hurt,-0.320457,-21.662899999915926,-1.2818287209228603,short,-1.084494,1,7,0,20260330_223313_IMX-USDT-SWAP_short,-2.474157,0.10879,3,4
3685,False,0.0,unknown,Turtle 55,-49.0,синхронизация:_позиция_отсутствует_на_бирже,MINA-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,4.94558,0.931655,2.25,0.0,0.0,no_pyramid,-4.678251,-23.961489999999873,-4.678250907007804,short,0.4,1,1,0,20260331_033051_MINA-USDT-SWAP_short,0.0,0.0,0,1
21536,False,0.004557,weak,Turtle 55,-42.812357,синхронизация:_позиция_отсутствует_на_бирже,ETHW-USDT-SWAP,STOP_STRATEGY_RECALC,45.634089,0.698904,53.5,0.004557,7e-05,no_pyramid,-1.439995,-0.37417999999992424,-1.4399945814514936,short,-189.397707,23,0,0,20260330_223306_ETHW-USDT-SWAP_short,-315.996178,7e-05,0,1
3027,False,0.689556,weak,Turtle 20,-19.2,синхронизация:_позиция_отсутствует_на_бирже,XAG-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,3.074271,1.150538,13.25,0.689556,0.258065,no_pyramid,-13.791122,-69.58080000000007,-13.791121965234893,short,-11.800002,2,0,0,20260331_033055_XAG-USDT-SWAP_short,-20.000003,0.258065,0,1
5244,False,0.0,weak,Turtle 20,2.954545,синхронизация:_позиция_отсутствует_на_бирже,AVAX-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,25.587307,3.534326,8.5,0.771388,0.10655,helped,0.949626,29.77000000000018,5.6977559607293475,long,4.631821,2,0,0,20260331_022331_AVAX-USDT-SWAP_long,7.386368,0.10655,0,6
4711,False,0.310957,weak,Turtle 20,-1.65,синхронизация:_позиция_отсутствует_на_бирже,IOTA-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,2.469362,0.944056,12.0,0.310957,0.118881,no_pyramid,-3.018109,-15.740999999999854,-3.01810865191144,short,-5.423523,2,1,0,20260331_023020_IOTA-USDT-SWAP_short,-9.705871,0.118881,0,1
74,False,0.2529,weak,Turtle 55,0.0,синхронизация:_позиция_отсутствует_на_бирже,AVAX-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,25.970175,0.90765,8.5,0.2529,0.008839,no_pyramid,0.0,0.0,0.0,long,0.2,2,0,0,20260331_020133_AVAX-USDT-SWAP_long,0.0,0.008839,0,1
