atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.00176,1.363636,0.705882,0.227273,0.2464,3.522727,0.340909,0.227273,0.2526,0.2464,minimal,0.246,breakout_quality,True,ADA-USDT-SWAP,short,Turtle 20,30m,2026-03-30 20:40:21
2.365,1.606765,0.730769,0.169133,613.4,3.086681,0.295983,-0.169133,620.7,613.4,minimal,613.8,breakout_quality,True,BNB-USDT-SWAP,short,Turtle 20,30m,2026-03-30 20:49:27
0.1055,1.516588,0.888889,0.189573,17.34,10.14218,0.663507,0.189573,18.41,17.34,minimal,17.32,breakout_quality,True,COMP-USDT-SWAP,short,Turtle 55,30m,2026-03-30 20:55:30
0.00146,2.191781,0.914286,0.136986,0.2147,4.794521,0.753425,0.136986,0.2217,0.2147,minimal,0.2145,breakout_quality,True,CRV-USDT-SWAP,short,Turtle 20,30m,2026-03-30 20:56:53
0.0067,1.641791,0.785714,1.791045,1.258,3.432836,1.343284,1.791045,1.281,1.258,minimal,1.246,breakout_quality,True,DOT-USDT-SWAP,short,Turtle 20,30m,2026-03-30 20:58:31
0.00023,0.0,0.0,0.434783,0.0634,115.217391,0.434783,0.434783,0.0899,0.0634,minimal,0.0633,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 55,30m,2026-03-30 21:31:13
0.00628,0.334395,1.0,0.477707,1.1239,5.334395,0.477707,0.477707,1.1574,1.1239,minimal,1.1209,breakout_quality,True,AXS-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:31:15
0.000415,1.204819,1.0,1.204819,0.0882,5.060241,1.204819,1.204819,0.0903,0.0882,minimal,0.0877,breakout_quality,True,1INCH-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:31:17
0.000266,0.864662,0.638889,0.639098,0.05691,5.263158,0.639098,0.639098,0.05831,0.05691,minimal,0.05674,breakout_quality,True,MAGIC-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:31:19
0.0047,1.489362,1.0,1.06383,0.821,8.510638,1.06383,1.06383,0.861,0.821,minimal,0.816,breakout_quality,True,FIL-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:31:22
0.05895,0.831213,0.690141,0.390161,8.682,3.935539,0.356234,0.390161,8.914,8.682,minimal,8.659,breakout_quality,True,LINK-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:31:24
0.00023,0.0,0.0,0.434783,0.0634,81.304348,0.434783,0.434783,0.0821,0.0634,minimal,0.0633,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:32:33
0.00023,0.0,0.0,0.434783,0.0634,115.217391,0.434783,0.434783,0.0899,0.0634,minimal,0.0633,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 55,30m,2026-03-30 21:40:53
0.00023,0.0,0.0,0.434783,0.0634,81.304348,0.434783,0.434783,0.0821,0.0634,minimal,0.0633,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:41:50
0.00058,0.689655,1.0,1.034483,0.1492,6.896552,1.034483,1.034483,0.1532,0.1492,minimal,0.1486,breakout_quality,True,THETA-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:49:46
0.001166,0.900515,0.729167,0.951973,0.16911,4.056604,0.634648,0.951973,0.17384,0.16911,minimal,0.168,breakout_quality,True,XLM-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:50:57
0.001715,1.166181,0.714286,0.816327,0.3463,5.422741,0.291545,0.816327,0.3556,0.3463,minimal,0.3449,breakout_quality,True,XTZ-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:51:41
11.98,0.876461,1.0,1.577629,2444.0,4.173623,0.792988,1.577629,2494.0,2444.0,minimal,2425.1,breakout_quality,True,YFI-USDT-SWAP,short,Turtle 20,30m,2026-03-30 21:52:10
0.000312,0.448718,0.608696,0.032051,0.05497,3.365385,0.032051,0.032051,0.05602,0.05497,minimal,0.05496,breakout_quality,True,IOTA-USDT-SWAP,short,Turtle 20,30m,2026-03-30 22:01:26
0.007185,0.487126,1.0,0.278358,0.1734,14.168406,0.278358,0.278358,0.2752,0.1734,minimal,0.1714,breakout_quality,True,ETHW-USDT-SWAP,short,Turtle 55,30m,2026-03-30 22:33:07
0.002145,0.652681,0.538462,0.09324,0.3138,5.221445,0.09324,0.09324,0.325,0.3138,minimal,0.3136,breakout_quality,True,LDO-USDT-SWAP,short,Turtle 20,30m,2026-03-30 22:33:09
0.00071,0.84507,1.0,1.126761,0.1442,6.056338,0.84507,1.126761,0.1485,0.1442,minimal,0.1434,breakout_quality,True,IMX-USDT-SWAP,short,Turtle 20,30m,2026-03-30 22:33:13
0.41295,1.692699,0.882576,0.111394,11.421,7.308391,0.111394,0.111394,11.421,8.403,minimal,11.467,breakout_quality,True,AVAX-USDT-SWAP,long,Turtle 55,30m,2026-03-31 02:01:33
0.000303,1.320132,1.0,0.231023,0.05476,4.092409,0.231023,0.231023,0.056,0.05476,minimal,0.05469,breakout_quality,True,IOTA-USDT-SWAP,short,Turtle 20,30m,2026-03-31 02:30:21
0.00018,1.5,1.0,0.777778,0.05251,13.611111,0.777778,0.777778,0.05496,0.05251,minimal,0.05237,breakout_quality,True,MINA-USDT-SWAP,short,Turtle 55,30m,2026-03-31 03:30:52
0.001105,0.81448,0.75,0.452489,0.0755,8.41629,0.452489,0.452489,0.0755,0.0662,minimal,0.076,breakout_quality,True,2Z-USDT-SWAP,long,Turtle 55,30m,2026-03-31 03:30:53
0.35,1.057143,0.324561,0.057143,69.64,4.771429,0.171429,-0.057143,71.31,69.64,minimal,69.66,breakout_quality,True,XAG-USDT-SWAP,short,Turtle 20,30m,2026-03-31 03:30:56
0.00069,0.57971,0.5,0.434783,0.0779,6.231884,0.289855,0.434783,0.0779,0.0736,minimal,0.0782,breakout_quality,True,CELO-USDT-SWAP,long,Turtle 20,30m,2026-03-31 03:30:58
0.00141,2.340426,0.785714,0.780142,0.3492,3.758865,0.141844,0.780142,0.3492,0.3439,minimal,0.3503,breakout_quality,True,XTZ-USDT-SWAP,long,Turtle 20,30m,2026-03-31 04:00:26
0.4405,2.746879,0.896296,0.839955,71.75,8.92168,0.522134,0.839955,71.75,67.82,minimal,72.12,breakout_quality,True,XAG-USDT-SWAP,long,Turtle 55,30m,2026-03-31 04:31:37
0.000645,0.930233,1.0,0.620155,0.1413,11.317829,0.310078,0.620155,0.1486,0.1413,minimal,0.1409,breakout_quality,True,IMX-USDT-SWAP,short,Turtle 55,30m,2026-03-31 06:00:59
0.000425,0.470588,0.666667,0.235294,0.0899,6.352941,0.470588,0.235294,0.0899,0.0872,minimal,0.09,breakout_quality,True,1INCH-USDT-SWAP,long,Turtle 20,30m,2026-03-31 06:01:02
