breakout_id,cooldown_blocked,event,final_decision_allow_true_false,final_reason,inst_id,price,recent_stopout_present,recent_trade_penalty,recovery_blocked,side,timeframe,ts
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:08
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:08
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:08
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:16
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:16
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:16
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:23
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:23
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:23
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:29
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:29
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:29
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:36
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:36
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:36
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:41
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:41
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:41
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:49
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:49
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:49
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:37:50
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:37:50
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:37:54
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:37:54
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:37:54
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:37:54
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:37:54
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:01
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:01
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:01
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:01
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:01
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:08
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:08
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:08
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:08
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:08
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:16
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:16
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:16
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:16
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:16
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:21
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:21
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:21
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:21
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:21
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:26
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:26
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:26
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:26
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:26
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:32
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:32
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:32
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:32
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:32
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:38
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:38
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:39
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:39
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:39
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:44
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:44
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:44
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:44
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:44
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:51
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:51
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:51
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:51
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:51
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:38:56
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:38:56
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:38:56
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:38:56
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:38:56
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:04
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:04
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:04
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:04
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:04
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:05
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:05
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:05
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:10
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:10
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:10
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:10
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:10
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:10
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:10
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:10
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:15
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:15
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:15
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:15
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:15
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:15
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:15
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:15
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:22
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:22
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:22
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:22
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:22
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:22
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:22
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:22
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:29
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:29
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:29
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:29
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:29
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:30
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:30
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:30
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:34
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:34
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:34
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:34
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:34
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:34
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:34
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:34
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:41
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:41
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:39:41
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:46
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:46
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:39:46
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:53
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:53
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:53
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:53
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:53
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:54
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:54
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:54
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:39:54
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:39:54
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:39:59
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:39:59
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:39:59
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:06
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:06
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:06
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:11
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:11
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:11
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:19
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:19
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:19
,False,reentry_check,True,ok,ADA-USDT-SWAP,0.2458,False,,False,long,30m,2026-03-30 20:40:20
,False,reentry_check,True,ok,ADA-USDT-SWAP,0.2458,False,,False,short,30m,2026-03-30 20:40:20
,,reentry_check,True,scan,ADA-USDT-SWAP,0.2458,False,0.0,,scan,30m,2026-03-30 20:40:20
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:24
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:24
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:24
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:31
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:31
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:31
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:36
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:36
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:36
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:41
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:41
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:41
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:42
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:42
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:42
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:42
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:42
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:42
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:42
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,long,30m,2026-03-30 20:40:46
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0882,False,,False,short,30m,2026-03-30 20:40:46
,,reentry_check,True,scan,1INCH-USDT-SWAP,0.0882,False,0.0,,scan,30m,2026-03-30 20:40:46
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,long,30m,2026-03-30 20:40:46
,False,reentry_check,True,ok,2Z-USDT-SWAP,0.0723,False,,False,short,30m,2026-03-30 20:40:46
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,long,30m,2026-03-30 20:40:46
,False,reentry_check,True,ok,AAVE-USDT-SWAP,97.26,False,,False,short,30m,2026-03-30 20:40:46
,,reentry_check,True,scan,AAVE-USDT-SWAP,97.26,False,0.0,,scan,30m,2026-03-30 20:40:46
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,long,30m,2026-03-30 20:40:46
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01199,False,,False,short,30m,2026-03-30 20:40:46
