details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-30 20:37:08
"{""ts"": ""2026-03-30 20:37:08"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 108, ""trade_ready_count"": 1, ""scanner_total"": 108, ""scanner_scanned"": 1, ""scanner_ready"": 1, ""scanner_pending"": 107, ""scanner_failed"": 0, ""scanner_allowed"": 1, ""scanner_blocked"": 0, ""scanner_dead"": 0, ""scanner_saw"": 0, ""scanner_spike_dead"": 0, ""scanner_status_text"": ""RUNNING 107 LEFT"", ""scanner_safe"": 1, ""scanner_caution"": 0, ""scanner_risky"": 0, ""scanner_blacklist"": 0, ""scanner_admitted"": 1, ""signal_funnel"": {""cycle_id"": 2, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-30 20:37:08
,filter_diagnostics,,unknown,2026-03-30 20:52:13
"{""ts"": ""2026-03-30 20:52:13"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 108, ""trade_ready_count"": 17, ""scanner_total"": 108, ""scanner_scanned"": 25, ""scanner_ready"": 25, ""scanner_pending"": 83, ""scanner_failed"": 0, ""scanner_allowed"": 19, ""scanner_blocked"": 6, ""scanner_dead"": 5, ""scanner_saw"": 0, ""scanner_spike_dead"": 1, ""scanner_status_text"": ""RUNNING 83 LEFT"", ""scanner_safe"": 19, ""scanner_caution"": 0, ""scanner_risky"": 6, ""scanner_blacklist"": 6, ""scanner_admitted"": 19, ""signal_funnel"": {""cycle_id"": 145, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-30 20:52:13
,filter_diagnostics,,unknown,2026-03-30 21:07:21
"{""ts"": ""2026-03-30 21:07:21"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 5, ""available_after_bans_count"": 108, ""trade_ready_count"": 32, ""scanner_total"": 108, ""scanner_scanned"": 48, ""scanner_ready"": 48, ""scanner_pending"": 60, ""scanner_failed"": 0, ""scanner_allowed"": 37, ""scanner_blocked"": 11, ""scanner_dead"": 10, ""scanner_saw"": 0, ""scanner_spike_dead"": 1, ""scanner_status_text"": ""RUNNING 60 LEFT"", ""scanner_safe"": 37, ""scanner_caution"": 0, ""scanner_risky"": 11, ""scanner_blacklist"": 11, ""scanner_admitted"": 37, ""signal_funnel"": {""cycle_id"": 250, ""instruments_scanned"": 32, ""prefilter_skipped"": 76, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 32, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-30 21:07:21
,filter_diagnostics,,unknown,2026-03-30 21:22:25
"{""ts"": ""2026-03-30 21:22:25"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 5, ""available_after_bans_count"": 108, ""trade_ready_count"": 50, ""scanner_total"": 108, ""scanner_scanned"": 68, ""scanner_ready"": 68, ""scanner_pending"": 40, ""scanner_failed"": 0, ""scanner_allowed"": 55, ""scanner_blocked"": 13, ""scanner_dead"": 11, ""scanner_saw"": 0, ""scanner_spike_dead"": 2, ""scanner_status_text"": ""RUNNING 40 LEFT"", ""scanner_safe"": 55, ""scanner_caution"": 0, ""scanner_risky"": 13, ""scanner_blacklist"": 13, ""scanner_admitted"": 55, ""signal_funnel"": {""cycle_id"": 307, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-30 21:22:25
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,ENA-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-30 21:31:28
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,ENA-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-30 21:32:36
