early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,0.444444,-1.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,1INCH-USDT-SWAP,0.444444,-2.2222222222222086,-0.645161,long,Turtle 20,20260331_060102_1INCH-USDT-SWAP_long,-5.000005,0.129032,0.129032,10,1
False,1.285985,-0.254443,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,XAG-USDT-SWAP,1.285985,-1.005425214270723,-0.143007,long,Turtle 55,20260331_043137_XAG-USDT-SWAP_long,-0.781833,0.182913,0.182913,20,2
False,1.298421,-3.617406,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,XTZ-USDT-SWAP,1.298421,-3.905513617909253,-1.794032,long,Turtle 20,20260331_040025_XTZ-USDT-SWAP_long,-3.007895,0.596441,0.596441,10,1
False,0.518087,-0.455256,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,IMX-USDT-SWAP,0.518087,-1.2818287209228603,-0.269164,short,Turtle 20,20260330_223313_IMX-USDT-SWAP_short,-2.474157,0.10879,0.10879,10,4
False,0.0,-49.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,MINA-USDT-SWAP,0.0,-4.678250907007804,0.0,short,Turtle 55,20260331_033051_MINA-USDT-SWAP_short,0.0,0.0,0.0,20,1
False,0.004557,-42.812357,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,ETHW-USDT-SWAP,0.004557,-1.4399945814514936,-0.02212,short,Turtle 55,20260330_223306_ETHW-USDT-SWAP_short,-315.996178,7e-05,7e-05,20,1
False,0.689556,-19.2,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,XAG-USDT-SWAP,0.689556,-13.791121965234893,-5.161301,short,Turtle 20,20260331_033055_XAG-USDT-SWAP_short,-20.000003,0.258065,0.258065,10,1
False,0.0,2.954545,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,AVAX-USDT-SWAP,0.771388,5.6977559607293475,0.787018,long,Turtle 20,20260331_022331_AVAX-USDT-SWAP_long,7.386368,0.10655,0.10655,10,6
False,0.310957,-1.65,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,IOTA-USDT-SWAP,0.310957,-3.01810865191144,-1.153844,short,Turtle 20,20260331_023020_IOTA-USDT-SWAP_short,-9.705871,0.118881,0.118881,10,1
False,0.2529,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,AVAX-USDT-SWAP,0.2529,0.0,0.0,long,Turtle 55,20260331_020133_AVAX-USDT-SWAP_long,0.0,0.008839,0.008839,20,1
False,0.920388,-1.347868,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,DOT-USDT-SWAP,0.920388,-3.4795957132938775,-2.20369,short,Turtle 20,20260330_213542_DOT-USDT-SWAP_short,-3.780575,0.582898,0.582898,10,3
False,0.484432,-2.823404,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,COMP-USDT-SWAP,0.484432,-6.291988410930144,-3.178244,short,Turtle 20,20260330_213543_COMP-USDT-SWAP_short,-12.988383,0.244699,0.244699,10,3
False,4.477863,-1.066778,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ADA-USDT-SWAP,4.477863,-2.6186267438493593,-1.549399,short,Turtle 20,20260330_213544_ADA-USDT-SWAP_short,-0.584794,2.649478,2.649478,10,4
False,1.613536,-10.66781,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,XTZ-USDT-SWAP,1.613536,-5.447741138242455,-1.517825,short,Turtle 20,20260330_215141_XTZ-USDT-SWAP_short,-3.376275,0.449556,0.449556,10,1
False,2.515783,-0.444905,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,BNB-USDT-SWAP,2.515783,-1.158166041120071,-1.357581,short,Turtle 20,20260330_213543_BNB-USDT-SWAP_short,-0.46036,2.948955,2.948955,10,4
False,2.896678,-2.143567,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LINK-USDT-SWAP,2.896678,-5.540902757835588,-2.976486,short,Turtle 20,20260330_213541_LINK-USDT-SWAP_short,-1.912847,1.55605,1.55605,10,2
False,2.457647,-4.27907,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,XLM-USDT-SWAP,2.457647,-5.487950369840077,-1.391831,short,Turtle 20,20260330_215057_XLM-USDT-SWAP_short,-2.23301,0.623298,0.623298,10,2
False,4.093142,-2.227273,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,4.093142,-4.456976532654214,-2.168141,short,Turtle 20,20260330_220125_IOTA-USDT-SWAP_short,-1.088889,1.99115,1.99115,10,1
False,1.700075,-1.827181,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,1INCH-USDT-SWAP,1.700075,-4.058267431762825,-4.282651,short,Turtle 20,20260330_213542_1INCH-USDT-SWAP_short,-2.387111,1.794073,1.794073,10,1
False,2.334152,-1.25,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,FIL-USDT-SWAP,2.334152,-3.0712530712530746,-2.192984,short,Turtle 20,20260330_213541_FIL-USDT-SWAP_short,-1.31579,1.666667,1.666667,10,2
False,4.145408,0.0,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LDO-USDT-SWAP,4.145408,-6.855867346938818,-1.747968,short,Turtle 20,20260330_223308_LDO-USDT-SWAP_short,-1.653846,1.056911,1.056911,10,1
False,3.908261,-1.0,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,CRV-USDT-SWAP,3.908261,-4.32951088228389,-2.917979,short,Turtle 20,20260330_213543_CRV-USDT-SWAP_short,-1.107784,2.634069,2.634069,10,4
False,2.474449,-1.361702,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,AXS-USDT-SWAP,2.474449,-2.8689259458490057,-1.875732,short,Turtle 20,20260330_213542_AXS-USDT-SWAP_short,-1.15942,1.617819,1.617819,10,2
False,0.0,0.0,rotation_block,ATR_INITIAL,ENA-USDT-SWAP,0.0,0.0,0.0,short,Turtle 20,20260330_230719_ENA-USDT-SWAP_short,0.0,0.0,0.0,10,1
False,0.404585,-0.444444,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,THETA-USDT-SWAP,0.404585,-1.3486176668914747,-0.37736,short,Turtle 20,20260330_214946_THETA-USDT-SWAP_short,-3.333336,0.113208,0.113208,10,1
False,2.06016,-4.142194,rotation_block,DONCHIAN_ACTIVE,YFI-USDT-SWAP,2.06016,-1.2295440103368969,-0.401891,short,Turtle 20,20260330_215209_YFI-USDT-SWAP_short,-0.59682,0.673388,0.673388,10,1
False,3.155853,0.0,sync_confirmed_close_after_stop_fault:_pending_recheck,DONCHIAN_ACTIVE,MAGIC-USDT-SWAP,3.155853,-2.115655853314503,-2.255639,short,Turtle 20,20260330_213542_MAGIC-USDT-SWAP_short,-0.670391,3.364662,3.364662,10,1
False,0.0,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,ENA-USDT-SWAP,0.0,0.0,0.0,short,Turtle 20,20260330_214150_ENA-USDT-SWAP_short,0.0,0.0,0.0,10,1
False,0.0,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,ENA-USDT-SWAP,0.0,0.0,0.0,short,Turtle 55,20260330_214052_ENA-USDT-SWAP_short,0.0,0.0,0.0,20,1
