components,components_down,current_state,duration_prev_state_sec,duration_sec,ended_at,event,from_state,last_error,open_positions,peak_state,recovered_to,start_state,started_at,to_state,ts
"{'public': {'ok': True, 'latency_ms': 390.9, 'error_type': ''}, 'private': {'ok': True, 'latency_ms': 379.9, 'error_type': ''}, 'trade': {'ok': True, 'latency_ms': 401.5, 'error_type': ''}, 'market_data': {'ok': True, 'latency_ms': 347.4, 'error_type': ''}, 'ws_public': {'ok': True, 'latency_ms': 0.0, 'error_type': ''}, 'ws_private': {'ok': False, 'latency_ms': 0.0, 'error_type': 'WsDegraded'}}",['ws_private'],,1.558,,,CONNECTIVITY_STATE_CHANGED,IDLE,,,,,,,DEGRADED,2026-03-23 20:44:10
,['ws_private'],,,,,CONNECTIVITY_INCIDENT_STARTED,,,,,,DEGRADED,2026-03-23 20:44:10,,2026-03-23 20:44:10
"{'public': {'ok': True, 'latency_ms': 460.5, 'error_type': ''}, 'private': {'ok': True, 'latency_ms': 1369.9, 'error_type': ''}, 'trade': {'ok': True, 'latency_ms': 404.0, 'error_type': ''}, 'market_data': {'ok': True, 'latency_ms': 303.4, 'error_type': ''}, 'ws_public': {'ok': True, 'latency_ms': 0.0, 'error_type': ''}, 'ws_private': {'ok': True, 'latency_ms': 0.0, 'error_type': ''}}",[],,7.929,,,CONNECTIVITY_STATE_CHANGED,DEGRADED,,,,,,,RECOVERING,2026-03-23 20:44:18
,[],,,8.494,2026-03-23 20:44:18,CONNECTIVITY_INCIDENT_CLOSED,,,,DEGRADED,RECOVERING,DEGRADED,2026-03-23 20:44:10,,2026-03-23 20:44:18
,,,,,,CONNECTIVITY_RECOVERY_COMPLETED,,,0,,,,,,2026-03-23 20:44:18
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 420.6, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 422.9, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 326.9, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 307.1, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 84632}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 103}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-23 20:46:32
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 461.9, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 419.6, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 409.4, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 328.7, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 164181}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 185}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-23 20:48:49
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 630.8, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 415.3, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 405.1, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 310.0, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 245417}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 268}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-23 20:51:08
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 408.2, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 479.9, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 406.2, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 335.2, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 324658}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 351}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-23 20:53:25
"{'public': {'name': 'public', 'ok': True, 'latency_ms': 426.8, 'error_type': '', 'error': '', 'size_hint': 144}, 'private': {'name': 'private', 'ok': True, 'latency_ms': 407.4, 'error_type': '', 'error': '', 'size_hint': 1}, 'trade': {'name': 'trade', 'ok': True, 'latency_ms': 407.8, 'error_type': '', 'error': '', 'size_hint': 0}, 'market_data': {'name': 'market_data', 'ok': True, 'latency_ms': 326.7, 'error_type': '', 'error': '', 'size_hint': 1}, 'ws_public': {'name': 'ws_public', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 404847}, 'ws_private': {'name': 'ws_private', 'ok': True, 'latency_ms': 0.0, 'error_type': '', 'error': '', 'size_hint': 433}}",[],CONNECTED,,,,CONNECTIVITY_HEARTBEAT_SUMMARY,,,0,,,,,,2026-03-23 20:55:44
