duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
39,False,0.0,strong,Turtle 20,0.102645,защита_тренда:_откат_от_пика_997.38r_→_102.38r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 997.38R → 102.38R,0.0,0.0,6.0,0.405886,102.375083,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,3,0,0,20260316_171419_BREV-USDT-SWAP_long,1.0,102.375083,0,1
38,False,0.168083,normal,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.3218,8.59108,13.5,0.168083,1.092464,no_pyramid,-1.3218,-129.04713104951216,-1.321799766718148,short,-4.518383,3,0,3,20260316_171418_CRO-USDT-SWAP_short,-7.863971,1.092464,0,1
37,False,0.84172,weak,Turtle 20,0.0,локальный_защитный_выход_2.0n,TSLA-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,12.37581,5.755134,13.5,0.84172,0.391426,no_pyramid,-16.870093,-74.28005410821642,-16.870092502972383,short,-11.825442,3,0,3,20260316_171418_TSLA-USDT-SWAP_short,-20.042404,0.391426,0,1
36,False,0.0,unknown,Turtle 20,0.0,локальный_защитный_выход_2.0n,CELO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,11.502066,6.036024,11.5,0.0,0.0,no_pyramid,-7.76107,-75.88056548367292,-7.7610696861218145,long,0.2,2,0,3,20260316_171418_CELO-USDT-SWAP_long,0.0,0.0,0,1
42,False,0.0,strong,Turtle 20,0.103947,защита_тренда:_откат_от_пика_984.88r_→_102.38r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 997.38R → 102.38R,0.0,0.0,6.0,0.405886,102.375083,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,3,0,0,20260316_171330_BREV-USDT-SWAP_long,1.0,102.375083,0,1
40,False,0.168083,normal,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.3218,8.59108,13.5,0.168083,1.092464,no_pyramid,-1.3218,-129.04713104951216,-1.321799766718148,short,-4.518383,3,0,3,20260316_171330_CRO-USDT-SWAP_short,-7.863971,1.092464,0,1
40,False,0.84172,weak,Turtle 20,0.0,локальный_защитный_выход_2.0n,TSLA-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,12.37581,5.755134,13.5,0.84172,0.391426,no_pyramid,-16.149185,-156.67391583166332,-16.149185009489397,short,-11.311561,3,0,3,20260316_171329_TSLA-USDT-SWAP_short,-19.185935,0.391426,0,1
51,False,0.0,unknown,Turtle 55,-5.61209,локальный_защитный_выход_2.0n,CELO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,10.782409,5.612723,11.5,0.0,0.0,hurt,-1.697808,-12.449300000006213,-3.3956152368884385,long,0.2,2,0,3,20260316_171314_CELO-USDT-SWAP_long,0.0,0.0,1,2
42,False,0.0,strong,Turtle 20,0.099647,защита_тренда:_откат_от_пика_1027.38r_→_102.38r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 997.38R → 102.38R,0.0,0.0,6.0,0.405886,102.375083,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,3,0,0,20260316_171239_BREV-USDT-SWAP_long,1.0,102.375083,0,1
40,False,0.168083,normal,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.3218,8.59108,13.5,0.168083,1.092464,no_pyramid,-1.3218,-129.04713104951216,-1.321799766718148,short,-4.518383,3,0,3,20260316_171239_CRO-USDT-SWAP_short,-7.863971,1.092464,0,1
40,False,0.84172,weak,Turtle 20,0.0,локальный_защитный_выход_2.0n,TSLA-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,12.37581,5.755134,13.5,0.84172,0.391426,no_pyramid,-15.430957,-149.70591583166345,-15.430957469513796,short,-10.799589,3,0,3,20260316_171238_TSLA-USDT-SWAP_short,-18.332649,0.391426,0,1
