early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,0.0,0.102645,защита_тренда:_откат_от_пика_997.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,0.405886,0.4058859205635357,102.375083,long,Turtle 20,20260316_171419_BREV-USDT-SWAP_long,1.0,102.375083,102.375083,10,1
False,0.168083,0.0,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,0.168083,-1.321799766718148,-8.591105,short,Turtle 20,20260316_171418_CRO-USDT-SWAP_short,-7.863971,1.092464,1.092464,10,1
False,0.84172,0.0,локальный_защитный_выход_2.0n,ATR_INITIAL,TSLA-USDT-SWAP,0.84172,-16.870092502972383,-7.845118,short,Turtle 20,20260316_171418_TSLA-USDT-SWAP_short,-20.042404,0.391426,0.391426,10,1
False,0.0,0.0,локальный_защитный_выход_2.0n,ATR_INITIAL,CELO-USDT-SWAP,0.0,-7.7610696861218145,0.0,long,Turtle 20,20260316_171418_CELO-USDT-SWAP_long,0.0,0.0,0.0,10,1
False,0.0,0.103947,защита_тренда:_откат_от_пика_984.88r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,0.405886,0.4058859205635357,102.375083,long,Turtle 20,20260316_171330_BREV-USDT-SWAP_long,1.0,102.375083,102.375083,10,1
False,0.168083,0.0,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,0.168083,-1.321799766718148,-8.591105,short,Turtle 20,20260316_171330_CRO-USDT-SWAP_short,-7.863971,1.092464,1.092464,10,1
False,0.84172,0.0,локальный_защитный_выход_2.0n,ATR_INITIAL,TSLA-USDT-SWAP,0.84172,-16.149185009489397,-7.509874,short,Turtle 20,20260316_171329_TSLA-USDT-SWAP_short,-19.185935,0.391426,0.391426,10,1
False,0.0,-5.61209,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CELO-USDT-SWAP,0.0,-3.3956152368884385,0.0,long,Turtle 55,20260316_171314_CELO-USDT-SWAP_long,0.0,0.0,0.0,20,2
False,0.0,0.099647,защита_тренда:_откат_от_пика_1027.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,0.405886,0.4058859205635357,102.375083,long,Turtle 20,20260316_171239_BREV-USDT-SWAP_long,1.0,102.375083,102.375083,10,1
False,0.168083,0.0,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,0.168083,-1.321799766718148,-8.591105,short,Turtle 20,20260316_171239_CRO-USDT-SWAP_short,-7.863971,1.092464,1.092464,10,1
False,0.84172,0.0,локальный_защитный_выход_2.0n,ATR_INITIAL,TSLA-USDT-SWAP,0.84172,-15.430957469513796,-7.175875,short,Turtle 20,20260316_171238_TSLA-USDT-SWAP_short,-18.332649,0.391426,0.391426,10,1
