add_qty,atr,avg_px,distance_to_next_add_atr,event,has_locked_break_even,inst_id,last_price,mfe_r,next_pyramid_price,note,qty,reason_blocked,side,stop_price,trade_id,ts,units,unrealized_r
,1.1050000000000069,648.7,,pyramid_strategy_check,False,BNB-USDT-SWAP,649.0,,649.2525,candle_ts=1774455900000,450.0,,long,646.49,20260325_193249_BNB-USDT-SWAP_long,2026-03-25 19:33:24,1,
,0.024999999999999644,19.68,,pyramid_strategy_check,False,COMP-USDT-SWAP,19.69,,19.6925,candle_ts=1774455900000,1468.6,,long,19.63,20260325_193252_COMP-USDT-SWAP_long,2026-03-25 19:34:22,1,
,0.002100000000000002,0.936,,pyramid_strategy_check,False,FIL-USDT-SWAP,0.935,,0.93705,candle_ts=1774455900000,30503.0,,long,0.9318000000000001,20260325_193256_FIL-USDT-SWAP_long,2026-03-25 19:35:12,1,
,0.002100000000000002,0.936,,pyramid_blocked,False,FIL-USDT-SWAP,0.935,,0.93705,exchange_stop_place_error,30503.0,stop_not_active,long,0.9318000000000001,20260325_193256_FIL-USDT-SWAP_long,2026-03-25 19:35:12,1,
,0.00033500000000000196,0.1537,,pyramid_strategy_check,False,IMX-USDT-SWAP,0.1539,,0.1538525,candle_ts=1774456200000,18358.0,,long,0.15309,20260325_193301_IMX-USDT-SWAP_long,2026-03-25 19:35:15,1,
18358.0,0.00033500000000000196,0.1540841540472822,0.141791,pyramid_added,False,IMX-USDT-SWAP,0.1540841540472822,0.0,0.1542516540472822,candle_ts=1774456200000,36716.0,,long,0.15309,20260325_193301_IMX-USDT-SWAP_long,2026-03-25 19:35:15,2,0.0
,0.003100000000000003,0.914,,pyramid_strategy_check,False,QTUM-USDT-SWAP,0.914,,0.915425,candle_ts=1774456200000,3050.0,,long,0.9083,20260325_193305_QTUM-USDT-SWAP_long,2026-03-25 19:35:18,1,
,0.00011700000000000009,0.06239,,pyramid_strategy_check,False,CFX-USDT-SWAP,0.06242,,0.062445,candle_ts=1774456200000,4438.2,,long,0.06217,20260325_193309_CFX-USDT-SWAP_long,2026-03-25 19:35:20,1,
,0.00031000000000000054,0.2024,,pyramid_strategy_check,False,SUSHI-USDT-SWAP,0.2025,,0.202535,candle_ts=1774456200000,13521.0,,long,0.20185999999999998,20260325_193313_SUSHI-USDT-SWAP_long,2026-03-25 19:36:11,1,
,0.00031000000000000054,0.2024,,pyramid_blocked,False,SUSHI-USDT-SWAP,0.2025,,0.202535,stop_health_restore_failed,13521.0,stop_not_active,long,0.20185999999999998,20260325_193313_SUSHI-USDT-SWAP_long,2026-03-25 19:36:11,1,
,0.3980000000000018,115.4,,pyramid_strategy_check,False,AAVE-USDT-SWAP,115.33,,115.59,candle_ts=1774456200000,234.3,,long,114.64,20260325_193317_AAVE-USDT-SWAP_long,2026-03-25 19:37:00,1,
,0.3980000000000018,115.4,,pyramid_blocked,False,AAVE-USDT-SWAP,115.33,,115.59,exchange_stop_place_error,234.3,stop_not_active,long,114.64,20260325_193317_AAVE-USDT-SWAP_long,2026-03-25 19:37:00,1,
,1.1300000000000068,648.9997777777778,,pyramid_strategy_check,False,BNB-USDT-SWAP,649.0,,649.2525,candle_ts=1774456200000,450.0,,long,646.49,20260325_193249_BNB-USDT-SWAP_long,2026-03-25 19:39:36,1,
